Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
O.b.c. LLC        [ÿproductÿdetailsÿ],Preroll 3.0g,1800,4,11.26,2.8x,416544
Stone Supply        [ÿproductÿdetailsÿ],Flower 1.0g,1728,4,10.97,2.7x,413463
Mns - Pnp        [ÿproductÿdetailsÿ],Flower 1.0g,2640,4,10.68,2.7x,415689
Svin Garden        [ÿproductÿdetailsÿ],Flower 1.0g,9836,4,11.36,2.8x,415820
THC Farm        [ÿproductÿdetailsÿ],Flower 1.0g,7948,4,10.89,2.7x,416100
Biochron        [ÿproductÿdetailsÿ],Flower 1.0g,1700,4,11.01,2.8x,416641
Heavenly Buds        [ÿproductÿdetailsÿ],Flower 1.0g,26253,4,11.81,3.0x,417147
Raven        [ÿproductÿdetailsÿ],Flower 1.0g,10880,4,11.35,2.8x,417698
Klaritie Farms        [ÿproductÿdetailsÿ],Flower 1.0g,2820,4,12.27,3.1x,419959
Bulldog Weed        [ÿproductÿdetailsÿ],Flower 2.0g,1500,4,11.69,2.9x,412050
Fourdub        [ÿproductÿdetailsÿ],Infused,1720,4,12.22,3.1x,413165
Plan C Farms LLC        [ÿproductÿdetailsÿ],Flower 1.0g,21129,4.01,12.33,3.1x,416206
Grassroots Pharm        [ÿproductÿdetailsÿ],Flower 1.0g,9496,4.01,11.89,3.0x,417303
Articulated Solutions        [ÿproductÿdetailsÿ],Flower 1.0g,5948,4.02,13.08,3.3x,416586
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,37898,4.03,10.82,2.7x,413075
Coastal Enterprises        [ÿproductÿdetailsÿ],Flower 1.0g,17590,4.04,11.96,3.0x,412408
Lilac City Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,2245,4.04,12.07,3.0x,415719
Lifted Holdings        [ÿproductÿdetailsÿ],Flower 1.0g,43225,4.04,11.81,2.9x,417174
Oz Gardenz        [ÿproductÿdetailsÿ],Preroll 2.0g,1758,4.08,13.08,3.2x,413434
Avitas        [ÿproductÿdetailsÿ],Flower 1.0g,8396,4.08,12.87,3.2x,412759
Sky Standard Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,3485,4.09,11.88,2.9x,415980
Green Labs        [ÿproductÿdetailsÿ],Infused,58695,4.09,12.27,3.0x,413076
North Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,12283,4.1,11.68,2.8x,416448
Cultivar Farms        [ÿproductÿdetailsÿ],Flower 1.0g,71619,4.11,11.79,2.9x,417095
Clandestine Consulting        [ÿproductÿdetailsÿ],Preroll 1.0g,8770,4.12,11.16,2.7x,414039
Fireline Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,51254,4.13,11.92,2.9x,417571
Cloud 9 Farms        [ÿproductÿdetailsÿ],Flower 1.0g,4738,4.14,11.84,2.9x,412704
Treedom        [ÿproductÿdetailsÿ],Flower 1.0g,18617,4.15,12.46,3.0x,413920
Hydro Empire        [ÿproductÿdetailsÿ],Flower 1.0g,2260,4.17,13.8,3.3x,416874
Project M        [ÿproductÿdetailsÿ],Flower 1.0g,6438,4.18,12.01,2.9x,417168
Lm Digital        [ÿproductÿdetailsÿ],Infused,255240,4.19,12.25,2.9x,417214
Root Down        [ÿproductÿdetailsÿ],Flower 1.0g,4588,4.2,12.76,3.0x,412273
Origin Cannabis Company        [ÿproductÿdetailsÿ],Flower 1.0g,2355,4.2,14.05,3.3x,415695
Green Volcano Hemp Products        [ÿproductÿdetailsÿ],Flower 3.5g,3696,4.2,15.49,3.7x,412163
Aurum Farms        [ÿproductÿdetailsÿ],Preroll 1.0g,14371,4.22,10.97,2.6x,424484
Gold Caddy        [ÿproductÿdetailsÿ],Flower 1.0g,27621,4.22,11.95,2.8x,415709
Sweet Nirvana Bakery        [ÿproductÿdetailsÿ],Edible,4304,4.22,2.8,0.7x,413138
Ag Grow        [ÿproductÿdetailsÿ],Preroll 1.5g,2469,4.25,14.25,3.4x,412557
Sgb        [ÿproductÿdetailsÿ],Flower 1.0g,6779,4.25,13.37,3.1x,412621
Rootworx        [ÿproductÿdetailsÿ],Flower 2.0g,3834,4.25,20.89,4.9x,413665
Cannaman Farms        [ÿproductÿdetailsÿ],Infused,1955,4.25,12,2.8x,419969
Quality Green Trees        [ÿproductÿdetailsÿ],Flower 1.0g,50435,4.26,13.1,3.1x,413632
Redtail        [ÿproductÿdetailsÿ],Flower 3.5g,1689,4.27,11.9,2.8x,416310
Northwest 7 Point        [ÿproductÿdetailsÿ],Flower 2.0g,2105,4.3,13.31,3.1x,412441
Henderson Distribution        [ÿproductÿdetailsÿ],Edible,22621,4.3,10.82,2.5x,417460
Harmony Farms        [ÿproductÿdetailsÿ],Flower 1.0g,38315,4.31,12.35,2.9x,415449
Bella Jane's        [ÿproductÿdetailsÿ],Infused,4732,4.32,13.47,3.1x,416762
Edgemont Group        [ÿproductÿdetailsÿ],Preroll 1.5g,1559,4.33,13.24,3.1x,422993
Edgemont Group LLC        [ÿproductÿdetailsÿ],Preroll 1.5g,10422,4.33,13.09,3.0x,424980
Treehawk Farms        [ÿproductÿdetailsÿ],Flower 1.0g,16078,4.33,12.69,2.9x,412193
Ionic        [ÿproductÿdetailsÿ],Flower 1.0g,3120,4.35,10.34,2.4x,415712
Sky High Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,10031,4.35,12.43,2.9x,424091
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Flower 1.0g,35935,4.36,12.77,2.9x,417068
Clandestine Consulting        [ÿproductÿdetailsÿ],Flower 1.0g,39368,4.37,12.73,2.9x,414039
Premier Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,3312,4.38,13.6,3.1x,416062
Kettle River Cannabis Company        [ÿproductÿdetailsÿ],Flower 3.5g,4095,4.38,24.32,5.6x,416050
Quantum Capital Advisors        [ÿproductÿdetailsÿ],Flower 2.0g,2628,4.39,13.66,3.1x,413156
Leaves of Grass        [ÿproductÿdetailsÿ],Preroll 2.0g,2684,4.4,14.41,3.3x,416693
G&s Greenery        [ÿproductÿdetailsÿ],Infused,17590,4.44,12.49,2.8x,415986
Twenty Plus        [ÿproductÿdetailsÿ],Flower 2.0g,2066,4.46,19.62,4.4x,413088
Hannah Industries        [ÿproductÿdetailsÿ],Flower 1.0g,59828,4.47,13.03,2.9x,424223
Gabriel        [ÿproductÿdetailsÿ],Preroll 1.5g,2992,4.5,12.92,2.9x,415997
Conscious Cannabis        [ÿproductÿdetailsÿ],Preroll 2.0g,4185,4.5,11.93,2.7x,416008
Northwest Grown Products        [ÿproductÿdetailsÿ],Preroll 2.0g,8978,4.5,15.14,3.4x,416462
Subx        [ÿproductÿdetailsÿ],Flower 1.0g,34538,4.5,12.92,2.9x,412111
Happy Valley Farms        [ÿproductÿdetailsÿ],Flower 1.0g,4730,4.5,13.19,2.9x,412567
Washington Bud Company        [ÿproductÿdetailsÿ],Flower 1.0g,9292,4.5,13,2.9x,412752
G&s Greenery        [ÿproductÿdetailsÿ],Flower 2.0g,3595,4.5,13.51,3.0x,415986
Zoobees Doobees        [ÿproductÿdetailsÿ],Concentrate 0.5g,1440,4.5,12.24,2.7x,412497
Ag Grow        [ÿproductÿdetailsÿ],Concentrate 1.0g,1152,4.5,19.25,4.3x,412557
Techbud        [ÿproductÿdetailsÿ],Concentrate 1.0g,3825,4.5,13.04,2.9x,423188
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Infused,3532,4.5,11.59,2.6x,413075
Quincy Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,5416,4.51,15.15,3.4x,412358
Footprint Biosciences        [ÿproductÿdetailsÿ],Flower 3.5g,3202,4.53,19.44,4.3x,419152
Mas Farms        [ÿproductÿdetailsÿ],Flower 1.0g,24058,4.55,12.75,2.8x,414232
North Coast Growers        [ÿproductÿdetailsÿ],Flower 1.0g,1342,4.6,14.7,3.2x,413163
Calyx And Trichome Creations        [ÿproductÿdetailsÿ],Flower 2.0g,16930,4.6,15.97,3.5x,417106
Okanogan Gold        [ÿproductÿdetailsÿ],Concentrate 1.0g,31845,4.61,16.58,3.6x,423115
Honu Enterprises        [ÿproductÿdetailsÿ],Topical,9500,4.61,17.52,3.8x,412097
Fractal        [ÿproductÿdetailsÿ],Edible,27520,4.63,16.58,3.6x,417364
Agro Technic        [ÿproductÿdetailsÿ],Concentrate 1.0g,2759,4.64,19.14,4.1x,412266
Curious Ventures        [ÿproductÿdetailsÿ],Edible,4022,4.64,10.51,2.3x,416675
Emerald Evolution        [ÿproductÿdetailsÿ],Flower 2.0g,4054,4.65,16.07,3.5x,412392
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,26451,4.65,18.93,4.1x,413170
Alliance 502        [ÿproductÿdetailsÿ],Flower 1.0g,9056,4.66,11.79,2.5x,412949
Silica Phoenix        [ÿproductÿdetailsÿ],Edible,33433,4.66,14.65,3.1x,412236
Prohibition Gold        [ÿproductÿdetailsÿ],Edible,7027,4.66,15.74,3.4x,416698
W.o.w. Industries        [ÿproductÿdetailsÿ],Concentrate 0.5g,3603,4.68,14.65,3.1x,413922
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 1.0g,12787,4.71,13.49,2.9x,412431
G&s Greenery        [ÿproductÿdetailsÿ],Preroll 2.0g,4923,4.72,12.83,2.7x,415986
Big River Farms        [ÿproductÿdetailsÿ],Infused,8375,4.75,13.73,2.9x,415726
Emerald Twist        [ÿproductÿdetailsÿ],Flower 2.0g,1295,4.76,18.01,3.8x,414323
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 2.0g,7688,4.76,14.77,3.1x,418524
Hash Way Recreational        [ÿproductÿdetailsÿ],Preroll 3.0g,8580,4.78,14.27,3.0x,421873
K&m Growers        [ÿproductÿdetailsÿ],Flower 3.5g,6595,4.78,15.86,3.3x,412249
Top Shelf        [ÿproductÿdetailsÿ],Infused,31380,4.79,14.1,2.9x,423396
Sasquatch Greenhouses        [ÿproductÿdetailsÿ],Flower 2.0g,3370,4.8,11.82,2.5x,412208
Serenity Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,1028,4.8,17.89,3.7x,416194
D And S Farms        [ÿproductÿdetailsÿ],Flower 3.5g,19360,4.81,18.72,3.9x,412831
Pioneer Farm        [ÿproductÿdetailsÿ],Flower 3.5g,3096,4.81,14.8,3.1x,416106
502 Processor's Group        [ÿproductÿdetailsÿ],Flower 3.5g,3982,4.84,15.59,3.2x,413478
Grow Op Farms        [ÿproductÿdetailsÿ],Edible,222339,4.86,15.89,3.3x,413287
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Flower 3.5g,18361,4.87,18.82,3.9x,416902
Calyx And Trichome Creations        [ÿproductÿdetailsÿ],Flower 1.0g,1580,4.89,13.46,2.8x,417106
Evergreen Production        [ÿproductÿdetailsÿ],Preroll 1.5g,1380,4.93,12.72,2.6x,412815
Silica Phoenix        [ÿproductÿdetailsÿ],Concentrate 0.5g,3073,4.93,11.58,2.3x,412236
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,23799,4.95,14.12,2.9x,412425
Sourface        [ÿproductÿdetailsÿ],Flower 3.5g,19016,4.95,13.6,2.8x,412679
Peak Supply        [ÿproductÿdetailsÿ],Concentrate 1.0g,29902,4.95,18.25,3.7x,413077
Cascade Growers        [ÿproductÿdetailsÿ],Flower 2.0g,3135,4.96,16.36,3.3x,412180
Nasty Jack's Candy Company        [ÿproductÿdetailsÿ],Edible,40431,4.98,14.59,2.9x,416105
Loaded Soda        [ÿproductÿdetailsÿ],Edible,10825,4.99,16.36,3.3x,417192
Top Shelf        [ÿproductÿdetailsÿ],Preroll 1.5g,1375,5,13.46,2.7x,423396
M And R Distributing        [ÿproductÿdetailsÿ],Preroll 2.0g,1065,5,15.13,3.0x,412258
Green Acre Pharms        [ÿproductÿdetailsÿ],Preroll 2.0g,1525,5,12.56,2.5x,413099
Docandyeti's        [ÿproductÿdetailsÿ],Preroll 2.0g,2625,5,14.43,2.9x,414041
Alis Group        [ÿproductÿdetailsÿ],Preroll 2.0g,1425,5,14,2.8x,415700
Winter Farms        [ÿproductÿdetailsÿ],Preroll 3.0g,2790,5,14.18,2.8x,416130
Agrijuana        [ÿproductÿdetailsÿ],Vape 0.25g,2255,5,15.83,3.2x,415998
Blue Sky Growers        [ÿproductÿdetailsÿ],Flower 2.0g,1000,5,19.67,3.9x,412969
Doc Croc        [ÿproductÿdetailsÿ],Flower 2.0g,3000,5,17.23,3.4x,413948
Olympia Farm Works        [ÿproductÿdetailsÿ],Flower 2.0g,1795,5,15.81,3.2x,423537
Ridgeview Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1820,5,18.9,3.8x,417223
Fireweed Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1955,5,19.62,3.9x,417794
Jbc Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,2510,5,15.65,3.1x,412196
Coastal Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,5593,5,16.83,3.4x,412408
Kai'dro        [ÿproductÿdetailsÿ],Concentrate 0.5g,2230,5,16.15,3.2x,413652
Urban Farms of Washington        [ÿproductÿdetailsÿ],Concentrate 1.0g,11175,5,11.17,2.2x,422323
Heavenly Buds        [ÿproductÿdetailsÿ],Infused,1300,5,16.36,3.3x,417147
Stone Supply        [ÿproductÿdetailsÿ],Infused,8785,5,13.94,2.8x,413463
Cannaseur's Choice        [ÿproductÿdetailsÿ],Infused,1335,5,13.8,2.8x,416908
Daring Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8580,5.02,13.11,2.6x,415881
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 2.0g,6121,5.04,15.21,3.0x,416462
Northwestpearl        [ÿproductÿdetailsÿ],Infused,47132,5.06,14.38,2.8x,413097
Mean the Green        [ÿproductÿdetailsÿ],Flower 3.5g,9975,5.07,20.59,4.1x,416751
Oberfelder Holdings        [ÿproductÿdetailsÿ],Flower 1.0g,1484,5.09,62.83,12.3x,412286
Emerald Mountain        [ÿproductÿdetailsÿ],Edible,42313,5.1,14.71,2.9x,413176
Viva Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,135702,5.11,15.95,3.1x,416609
Sunshine Farming        [ÿproductÿdetailsÿ],Flower 2.0g,2094,5.12,19.06,3.7x,412869
Golden Leaf        [ÿproductÿdetailsÿ],Concentrate 1.0g,3250,5.12,17.06,3.3x,416548
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Edible,27724,5.14,15.11,2.9x,413075
Leaves of Grass        [ÿproductÿdetailsÿ],Flower 2.0g,1800,5.15,19.12,3.7x,416693
Knights Hemplar        [ÿproductÿdetailsÿ],Infused,6864,5.16,17.17,3.3x,412341
Happy Hill Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,12885,5.22,14.32,2.7x,416800
Central Farms LLC        [ÿproductÿdetailsÿ],Flower 3.5g,65612,5.23,19.37,3.7x,412792
Root Down        [ÿproductÿdetailsÿ],Flower 2.0g,9870,5.24,15.01,2.9x,412273
Hanging Gardens of Central Washington        [ÿproductÿdetailsÿ],Flower 3.5g,1312,5.25,14.61,2.8x,416134
Evergreen Nirvana        [ÿproductÿdetailsÿ],Flower 3.5g,9156,5.26,17.72,3.4x,412263
Okanogan Gold        [ÿproductÿdetailsÿ],Flower 7.0g,25354,5.27,17.8,3.4x,423115
Hash Way Recreational        [ÿproductÿdetailsÿ],Concentrate 1.0g,15490,5.29,14.71,2.8x,421873
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Infused,13842,5.29,17.89,3.4x,416502
Dynamic Harvest        [ÿproductÿdetailsÿ],Flower 2.0g,4212,5.3,16,3.0x,416393
Agro Couture        [ÿproductÿdetailsÿ],Concentrate 0.5g,3775,5.32,15.26,2.9x,417142
Winterlife        [ÿproductÿdetailsÿ],Infused,4321,5.32,18.85,3.5x,412808
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,14692,5.34,17.84,3.3x,416902
Inflorescence        [ÿproductÿdetailsÿ],Flower 2.0g,6915,5.36,19.11,3.6x,415156
White Star        [ÿproductÿdetailsÿ],Flower 2.0g,1100,5.38,15.19,2.8x,416579
Blc        [ÿproductÿdetailsÿ],Flower 2.0g,3482,5.38,18.28,3.4x,425046
Viva Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,96809,5.38,15.16,2.8x,416609
Mountain High Organics        [ÿproductÿdetailsÿ],Flower 2.0g,2445,5.39,26.65,4.9x,412576
Sysco Pancho's        [ÿproductÿdetailsÿ],Flower 2.0g,1215,5.4,19.54,3.6x,415762
Kibble Junction        [ÿproductÿdetailsÿ],Concentrate 1.0g,30332,5.4,15.73,2.9x,413335
Aurum Farms        [ÿproductÿdetailsÿ],Flower 1.0g,11226,5.41,13.9,2.6x,424484
Ag Grow        [ÿproductÿdetailsÿ],Flower 2.0g,4170,5.41,22.32,4.1x,412557
Leef        [ÿproductÿdetailsÿ],Infused,3790,5.42,16.51,3.0x,413085
Walden Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,30896,5.43,16.71,3.1x,412024
Alis Group        [ÿproductÿdetailsÿ],Concentrate 1.0g,4758,5.43,16.1,3.0x,415700
"Gorge Processing, LLC        [ÿproductÿdetailsÿ]",Edible,6870,5.43,15.87,2.9x,416557
Saturn Group        [ÿproductÿdetailsÿ],Topical,33692,5.43,16.91,3.1x,412112
Green Freedom        [ÿproductÿdetailsÿ],Flower 2.0g,4516,5.45,16.15,3.0x,412515
Virginia Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,1145,5.45,13.58,2.5x,413029
Growstate-one        [ÿproductÿdetailsÿ],Concentrate 1.0g,207632,5.46,17.66,3.2x,414395
THC Partners        [ÿproductÿdetailsÿ],Edible,6096,5.46,16.32,3.0x,415987
Fsg        [ÿproductÿdetailsÿ],Flower 3.5g,4315,5.47,16.81,3.1x,416578
North Coast Growers        [ÿproductÿdetailsÿ],Preroll 1.0g,1898,5.5,14.14,2.6x,413163
Evergreen Gropro        [ÿproductÿdetailsÿ],Preroll 2.0g,1320,5.5,14.33,2.6x,416412
Tj's Organics        [ÿproductÿdetailsÿ],Flower 1.0g,9042,5.5,14.7,2.7x,416941
Rgl Industries        [ÿproductÿdetailsÿ],Flower 2.0g,1930,5.5,19.26,3.5x,416626
Okanogan Valley Nursery        [ÿproductÿdetailsÿ],Flower 3.5g,1364,5.5,22.16,4.0x,412262
Emerald Mountain        [ÿproductÿdetailsÿ],Concentrate 1.0g,1238,5.5,14.64,2.7x,413176
Deep Flower        [ÿproductÿdetailsÿ],Concentrate 1.0g,1480,5.5,13.58,2.5x,416619
Mfused        [ÿproductÿdetailsÿ],Infused,4152,5.5,14.93,2.7x,415766
Nugreen        [ÿproductÿdetailsÿ],Vape 0.5g,6651,5.52,15.57,2.8x,413943
Cannabis Northwest        [ÿproductÿdetailsÿ],Flower 3.5g,2316,5.53,20.22,3.7x,412738
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Flower 2.0g,3514,5.54,18.15,3.3x,416406
Agro Technic        [ÿproductÿdetailsÿ],Flower 3.5g,21558,5.54,18.93,3.4x,412266
Winterlife        [ÿproductÿdetailsÿ],Edible,41630,5.55,17.24,3.1x,412808
El Rey De La Kush        [ÿproductÿdetailsÿ],Flower 2.0g,1410,5.57,19.44,3.5x,422324
Bondi Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4928,5.58,19.19,3.4x,412141
Dogtown Pioneers        [ÿproductÿdetailsÿ],Edible,70302,5.58,16.02,2.9x,416538
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 2.0g,4855,5.59,18.35,3.3x,412357
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,78552,5.62,17.62,3.1x,417001
Fsg        [ÿproductÿdetailsÿ],Flower 7.0g,1112,5.63,32.17,5.7x,416578
Cannasol Farms        [ÿproductÿdetailsÿ],Flower 2.0g,5530,5.69,13.01,2.3x,412240
Orgrow        [ÿproductÿdetailsÿ],Flower 2.0g,3680,5.69,14.48,2.5x,412784
Saturn Group        [ÿproductÿdetailsÿ],Flower 2.0g,15504,5.7,15.25,2.7x,412112
Suspended Brands        [ÿproductÿdetailsÿ],Flower 2.0g,4813,5.7,17.73,3.1x,412132
Og Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1778,5.7,16.04,2.8x,412687
Sunbloom        [ÿproductÿdetailsÿ],Flower 3.5g,4364,5.7,26.85,4.7x,416367
New Leaf Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,1737,5.71,16.92,3.0x,412070
Honu Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,1203,5.71,10.78,1.9x,412097
"M-r Wholesale, LLC        [ÿproductÿdetailsÿ]",Edible,11396,5.72,17.11,3.0x,412634
Howling Dog Farms        [ÿproductÿdetailsÿ],Flower 3.5g,9210,5.73,19.45,3.4x,415821
Royal Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,9387,5.74,4.99,0.9x,413723
Mj Botanicals        [ÿproductÿdetailsÿ],Concentrate 0.5g,1221,5.75,12.72,2.2x,416765
Cannabis Northwest        [ÿproductÿdetailsÿ],Concentrate 1.0g,110230,5.75,16.14,2.8x,412738
New Leaf Enterprises        [ÿproductÿdetailsÿ],Flower 2.0g,17617,5.76,17.25,3.0x,412070
Carson Unlimited        [ÿproductÿdetailsÿ],Flower 3.5g,31104,5.77,19.61,3.4x,420287
Surefire Growers        [ÿproductÿdetailsÿ],Preroll 2.0g,2600,5.8,18.93,3.3x,415813
Frosted Cannabis        [ÿproductÿdetailsÿ],Preroll 1.5g,9379,5.83,17.61,3.0x,425450
Double Delicious        [ÿproductÿdetailsÿ],Concentrate 0.5g,23333,5.83,20.23,3.5x,414462
Rochester Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,14194,5.83,17.29,3.0x,413002
Tom's Hemp&cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,1024,5.84,17.25,3.0x,412648
Rochester Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1599,5.85,18.31,3.1x,413002
Vulcan Mountain Farm        [ÿproductÿdetailsÿ],Flower 3.5g,7276,5.85,19.4,3.3x,413711
Virginia Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,35244,5.85,17.97,3.1x,425515
Big River Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2340,5.87,15.97,2.7x,415726
Agrijuana        [ÿproductÿdetailsÿ],Vape 0.5g,25387,5.88,17.8,3.0x,415998
Lopez And Orr Co        [ÿproductÿdetailsÿ],Concentrate 1.0g,7995,5.89,19.66,3.3x,417295
Okanogan Gold        [ÿproductÿdetailsÿ],Flower 3.5g,7268,5.9,18.83,3.2x,423115
Evergreen Herbal        [ÿproductÿdetailsÿ],Infused,16738,5.91,16.24,2.7x,78256
Double Delicious        [ÿproductÿdetailsÿ],Vape 0.5g,202734,5.95,19.69,3.3x,414462
Atomic Green        [ÿproductÿdetailsÿ],Flower 7.0g,1517,5.95,18.52,3.1x,413209
Skagit Organics        [ÿproductÿdetailsÿ],Infused,9313,5.97,17.07,2.9x,412843
Ninja Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,22780,5.98,19.26,3.2x,417001
Saturn Group        [ÿproductÿdetailsÿ],Preroll 3.0g,33482,5.99,18.12,3.0x,412112
Top Shelf        [ÿproductÿdetailsÿ],Preroll 3.0g,9036,6,18.74,3.1x,423396
Bluedream        [ÿproductÿdetailsÿ],Flower 1.0g,52764,6,16.05,2.7x,416166
Red Frog        [ÿproductÿdetailsÿ],Flower 2.0g,16320,6,19,3.2x,412437
Kai'dro        [ÿproductÿdetailsÿ],Flower 2.0g,1830,6,17.52,2.9x,413652
Evergrow Northwest        [ÿproductÿdetailsÿ],Flower 2.0g,1130,6,20.46,3.4x,416804
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 2.0g,67500,6,19.71,3.3x,421941
Tumbleweed Farm        [ÿproductÿdetailsÿ],Flower 3.5g,3060,6,19.05,3.2x,412084
Winterlife        [ÿproductÿdetailsÿ],Flower 3.5g,1260,6,18.82,3.1x,412808
Quantum Capital Advisors        [ÿproductÿdetailsÿ],Flower 3.5g,6554,6,20.84,3.5x,413156
Weedies        [ÿproductÿdetailsÿ],Flower 3.5g,2400,6,21.83,3.6x,415873
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 0.5g,1090,6,16.49,2.7x,415998
Axabra        [ÿproductÿdetailsÿ],Concentrate 1.0g,8616,6,17.56,2.9x,412438
Alpha Budz        [ÿproductÿdetailsÿ],Concentrate 1.0g,2796,6,20.29,3.4x,413066
Rainier Valley Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,1050,6,17.56,2.9x,416138
Capital Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,19152,6,23.19,3.9x,416196
Dynamic Harvest        [ÿproductÿdetailsÿ],Concentrate 1.0g,5100,6,17.28,2.9x,416393
Klaritie Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,11700,6,15.58,2.6x,419959
E And M Partners        [ÿproductÿdetailsÿ],Edible,7200,6,22.34,3.7x,416228
Sitka Packaging        [ÿproductÿdetailsÿ],Infused,39018,6,15.02,2.5x,412952
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Flower 3.5g,5328,6.05,20.63,3.4x,413170
Blacksmith Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1074,6.05,22.34,3.7x,413622
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Concentrate 1.0g,363222,6.06,18.57,3.1x,416502
Royale Leisure Industries        [ÿproductÿdetailsÿ],Edible,61686,6.06,21.64,3.6x,414474
509 Da Kine        [ÿproductÿdetailsÿ],Concentrate 1.0g,2745,6.07,21,3.5x,412599
Over the Top        [ÿproductÿdetailsÿ],Concentrate 0.5g,3734,6.08,18.2,3.0x,412056
O.b.c. LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,2360,6.1,17.06,2.8x,416544
D And L Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,8354,6.11,19.07,3.1x,416400
Sitka Packaging        [ÿproductÿdetailsÿ],Concentrate 0.5g,2351,6.11,18.85,3.1x,412952
Arbor Enterprises        [ÿproductÿdetailsÿ],Flower 2.0g,6016,6.12,19.07,3.1x,416043
Medusa Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,14736,6.12,18.25,3.0x,412294
The Calyx Company        [ÿproductÿdetailsÿ],Flower 3.5g,1225,6.12,17.72,2.9x,412688
Gecko Growers        [ÿproductÿdetailsÿ],Flower 3.5g,3718,6.13,20.69,3.4x,412135
Premier Cannabis        [ÿproductÿdetailsÿ],Flower 2.0g,2193,6.14,16.66,2.7x,416062
Forbidden Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,11343,6.14,15.97,2.6x,412274
Pinnacle NW        [ÿproductÿdetailsÿ],Flower 2.0g,1264,6.17,19.25,3.1x,422257
Blue Sky Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,48995,6.17,18.37,3.0x,412969
Wicked Delights        [ÿproductÿdetailsÿ],Edible,1948,6.19,18.4,3.0x,407575
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Flower 3.5g,349124,6.2,21.28,3.4x,416502
Washington Source        [ÿproductÿdetailsÿ],Flower 3.5g,4035,6.2,24.28,3.9x,418443
Washington Packaging And Processing        [ÿproductÿdetailsÿ],Flower 3.5g,14731,6.2,18.26,2.9x,424045
Peace & Love Productions        [ÿproductÿdetailsÿ],Concentrate 1.0g,4401,6.2,15.52,2.5x,413193
