Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Dutch Brothers        [ÿproductÿdetailsÿ],Flower 1.0g,8014,3.67,10.95,3.0x,412246
Lit Fuse Nursery        [ÿproductÿdetailsÿ],Flower 1.0g,2597,3.67,7.52,2.0x,417513
Mountain Hi        [ÿproductÿdetailsÿ],Flower 1.0g,2025,3.68,10.2,2.8x,412446
Northwestpearl        [ÿproductÿdetailsÿ],Flower 1.0g,4742,3.68,9.34,2.5x,413097
Platinum Leaf Society        [ÿproductÿdetailsÿ],Flower 1.0g,1809,3.69,12.19,3.3x,412744
Solar Gold Gardens LLC        [ÿproductÿdetailsÿ],Flower 1.0g,1550,3.69,10.87,2.9x,412757
Olympic Mountain Man Farm        [ÿproductÿdetailsÿ],Flower 1.0g,6106,3.69,11.97,3.2x,413001
Olympus Horticulture        [ÿproductÿdetailsÿ],Flower 1.0g,45942,3.69,10.55,2.9x,413107
Absolute Oils        [ÿproductÿdetailsÿ],Flower 1.0g,1408,3.69,10.25,2.8x,421839
Canna Organix        [ÿproductÿdetailsÿ],Preroll 1.0g,11820,3.7,10.58,2.9x,415835
R&b Group        [ÿproductÿdetailsÿ],Preroll 2.0g,2664,3.7,11.57,3.1x,412615
Dna Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,7476,3.71,11,3.0x,413464
Yield Farms        [ÿproductÿdetailsÿ],Edible,1773,3.71,11.89,3.2x,412337
Gecko Growers        [ÿproductÿdetailsÿ],Flower 2.0g,3688,3.73,9.2,2.5x,412135
Bmf Washington        [ÿproductÿdetailsÿ],Infused,1875,3.74,11.26,3.0x,412149
Virginia Company        [ÿproductÿdetailsÿ],Preroll 1.5g,2250,3.75,11.32,3.0x,414038
Auricag        [ÿproductÿdetailsÿ],Flower 1.0g,4099,3.75,11.58,3.1x,412118
Ground Up Cultivation        [ÿproductÿdetailsÿ],Flower 1.0g,2895,3.75,10.97,2.9x,415933
Northwest Finest        [ÿproductÿdetailsÿ],Flower 1.0g,5183,3.75,10.38,2.8x,416499
Green Volcano Hemp Products        [ÿproductÿdetailsÿ],Flower 3.5g,24960,3.75,12.04,3.2x,412163
Dose Oil        [ÿproductÿdetailsÿ],Concentrate 0.5g,1860,3.75,10.92,2.9x,423842
Premium Creations        [ÿproductÿdetailsÿ],Edible,21133,3.76,12.19,3.2x,417586
Windy River Research        [ÿproductÿdetailsÿ],Preroll 1.0g,3426,3.78,10.56,2.8x,413467
Treehawk Farms        [ÿproductÿdetailsÿ],Flower 1.0g,12591,3.79,12.01,3.2x,412193
Red Ridge Farmns        [ÿproductÿdetailsÿ],Flower 1.0g,7979,3.79,11.09,2.9x,412627
Hometown Herbs        [ÿproductÿdetailsÿ],Flower 1.0g,4003,3.81,12.33,3.2x,416133
Premium Cannabis Producers LLC        [ÿproductÿdetailsÿ],Flower 1.0g,3035,3.81,11.04,2.9x,417051
Canna Processing        [ÿproductÿdetailsÿ],Infused,62013,3.81,11.05,2.9x,419189
Cannaseur's Choice        [ÿproductÿdetailsÿ],Flower 1.0g,47107,3.82,11.64,3.1x,416908
THC Partners        [ÿproductÿdetailsÿ],Preroll 1.0g,1498,3.83,10.56,2.8x,415987
Aurum Farms        [ÿproductÿdetailsÿ],Preroll 1.0g,25356,3.83,10.98,2.9x,424484
Sweetwater Farms        [ÿproductÿdetailsÿ],Flower 1.0g,14320,3.83,11.24,2.9x,424256
Bacons Buds        [ÿproductÿdetailsÿ],Flower 1.0g,12873,3.84,11.66,3.0x,412288
Alliance 502        [ÿproductÿdetailsÿ],Flower 1.0g,13802,3.84,11.65,3.0x,412949
Coastal Enterprises        [ÿproductÿdetailsÿ],Flower 1.0g,11951,3.85,12.01,3.1x,412408
Empyreal Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,3378,3.86,11.74,3.0x,415969
Top Shelf        [ÿproductÿdetailsÿ],Infused,15838,3.87,11.2,2.9x,423396
Pacific Northwest Growers        [ÿproductÿdetailsÿ],Flower 1.0g,7310,3.88,12.13,3.1x,412068
Artizen Cannabis Company        [ÿproductÿdetailsÿ],Flower 1.0g,150296,3.88,12.01,3.1x,413462
Peak Supply        [ÿproductÿdetailsÿ],Flower 2.0g,2172,3.88,17.2,4.4x,413077
Saturn Group        [ÿproductÿdetailsÿ],Flower 1.0g,21152,3.89,10.09,2.6x,412112
Quality Growers        [ÿproductÿdetailsÿ],Flower 1.0g,10841,3.9,12.26,3.1x,417338
North Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,11484,3.92,11.95,3.0x,416448
Heavenly Buds        [ÿproductÿdetailsÿ],Flower 1.0g,18796,3.92,11.56,2.9x,417147
Greenrush        [ÿproductÿdetailsÿ],Flower 1.0g,9132,3.93,11.29,2.9x,412295
Rolling Farms        [ÿproductÿdetailsÿ],Infused,21137,3.93,11.98,3.1x,416113
Khush Kush        [ÿproductÿdetailsÿ],Flower 1.0g,19488,3.94,12.41,3.1x,413145
Articulated Solutions        [ÿproductÿdetailsÿ],Flower 1.0g,10935,3.94,12.3,3.1x,416586
Docandyeti's        [ÿproductÿdetailsÿ],Flower 1.0g,15077,3.95,11.46,2.9x,414041
Grx2        [ÿproductÿdetailsÿ],Flower 1.0g,6530,3.95,11.52,2.9x,424285
Okanogan Valley Nursery        [ÿproductÿdetailsÿ],Flower 3.5g,28725,3.95,19.18,4.9x,412262
Pioneer Production And Processing        [ÿproductÿdetailsÿ],Flower 1.0g,16380,3.96,11.6,2.9x,416063
Driftboat        [ÿproductÿdetailsÿ],Flower 1.0g,10358,3.96,12.06,3.0x,416551
"Gorge Processing, LLC        [ÿproductÿdetailsÿ]",Edible,2462,3.96,17.06,4.3x,416557
Virginia Company        [ÿproductÿdetailsÿ],Flower 1.0g,21217,3.97,11.95,3.0x,414038
"Legendary Laboratories, LLC        [ÿproductÿdetailsÿ]",Flower 1.0g,3970,3.97,11.29,2.8x,424500
Thcbd        [ÿproductÿdetailsÿ],Flower 1.0g,2645,3.98,11.65,2.9x,413131
Wicked Weed        [ÿproductÿdetailsÿ],Flower 1.0g,4729,3.98,12.02,3.0x,416155
Grassroots Pharm        [ÿproductÿdetailsÿ],Flower 1.0g,6408,3.98,11.94,3.0x,417303
Doc Croc        [ÿproductÿdetailsÿ],Flower 1.0g,23927,3.99,10.29,2.6x,413948
Kokua Services        [ÿproductÿdetailsÿ],Preroll 1.0g,7896,4,12.19,3.0x,412074
Cordus        [ÿproductÿdetailsÿ],Preroll 1.5g,2160,4,10.42,2.6x,418921
Mj Productions        [ÿproductÿdetailsÿ],Flower 1.0g,4204,4,11.62,2.9x,412109
Mama J's        [ÿproductÿdetailsÿ],Flower 1.0g,1000,4,11.57,2.9x,412233
Root Down        [ÿproductÿdetailsÿ],Flower 1.0g,9840,4,12.56,3.1x,412273
Ag Grow        [ÿproductÿdetailsÿ],Flower 1.0g,2548,4,11.63,2.9x,412557
Stone Supply        [ÿproductÿdetailsÿ],Flower 1.0g,6432,4,11.1,2.8x,413463
Mns - Pnp        [ÿproductÿdetailsÿ],Flower 1.0g,1160,4,11.37,2.8x,415689
Svin Garden        [ÿproductÿdetailsÿ],Flower 1.0g,4532,4,11.52,2.9x,415820
Canna Organix        [ÿproductÿdetailsÿ],Flower 1.0g,27192,4,11.91,3.0x,415835
Mt. Baker Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,5472,4,11.43,2.9x,415917
Casual Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,1648,4,10.92,2.7x,416032
Greenleaf Industries        [ÿproductÿdetailsÿ],Flower 1.0g,1040,4,12.54,3.1x,417274
Raven        [ÿproductÿdetailsÿ],Flower 1.0g,7476,4,11.38,2.8x,417698
Bulldog Weed        [ÿproductÿdetailsÿ],Flower 2.0g,1500,4,11.7,2.9x,412050
Orgrow        [ÿproductÿdetailsÿ],Flower 2.0g,1600,4,12.41,3.1x,412784
Tranquil Forest        [ÿproductÿdetailsÿ],Flower 2.0g,1200,4,11.74,2.9x,415831
Silica Phoenix        [ÿproductÿdetailsÿ],Concentrate 0.5g,1664,4,9.77,2.4x,412236
Golden Leaf        [ÿproductÿdetailsÿ],Concentrate 0.5g,2108,4,15.46,3.9x,416548
Cloud 9 Farms        [ÿproductÿdetailsÿ],Flower 1.0g,8808,4.01,11.95,3.0x,412704
Emerald Peaks        [ÿproductÿdetailsÿ],Flower 1.0g,26287,4.01,13.17,3.3x,416198
Trail Blazin Productions        [ÿproductÿdetailsÿ],Preroll 1.25g,17243,4.02,11.26,2.8x,412082
Windy River Research        [ÿproductÿdetailsÿ],Flower 1.0g,11092,4.02,13.43,3.3x,413467
Trail Blazin Productions        [ÿproductÿdetailsÿ],Flower 1.0g,16821,4.03,12.42,3.1x,412082
Treedom        [ÿproductÿdetailsÿ],Flower 1.0g,21300,4.03,12.84,3.2x,413920
Knights Hemplar        [ÿproductÿdetailsÿ],Infused,4981,4.03,14.44,3.6x,412341
Solar Joes        [ÿproductÿdetailsÿ],Preroll 2.0g,1443,4.04,10.57,2.6x,415819
Avitas        [ÿproductÿdetailsÿ],Flower 1.0g,10253,4.04,13.3,3.3x,412759
Plan C Farms LLC        [ÿproductÿdetailsÿ],Flower 1.0g,18370,4.05,12.44,3.1x,416206
Naked Emperor        [ÿproductÿdetailsÿ],Flower 3.5g,15194,4.05,13.86,3.4x,416231
Cannapothecary        [ÿproductÿdetailsÿ],Infused,1320,4.05,14.63,3.6x,412625
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,38955,4.06,11.38,2.8x,413075
Green Labs        [ÿproductÿdetailsÿ],Infused,63372,4.06,12.08,3.0x,413076
Naked Emperor        [ÿproductÿdetailsÿ],Concentrate 1.0g,5055,4.09,17.63,4.3x,416231
Clandestine Consulting        [ÿproductÿdetailsÿ],Preroll 1.0g,12778,4.1,12.02,2.9x,414039
Viscro Holdings        [ÿproductÿdetailsÿ],Flower 1.0g,4940,4.1,11.52,2.8x,412656
Two Brothers        [ÿproductÿdetailsÿ],Flower 1.0g,8570,4.12,11.19,2.7x,413690
Honey Creek Enterprises        [ÿproductÿdetailsÿ],Flower 1.0g,5994,4.12,12.23,3.0x,416517
Cultivar Farms        [ÿproductÿdetailsÿ],Flower 1.0g,44467,4.12,12.35,3.0x,417095
Sky Standard Gardens        [ÿproductÿdetailsÿ],Preroll 1.0g,2858,4.13,11.88,2.9x,415980
Washington Bud Company        [ÿproductÿdetailsÿ],Flower 1.0g,6672,4.13,12.93,3.1x,412752
Solar Joes        [ÿproductÿdetailsÿ],Preroll 1.0g,7319,4.15,6.56,1.6x,415819
Project M        [ÿproductÿdetailsÿ],Flower 1.0g,3632,4.17,12.09,2.9x,417168
Lifted Holdings        [ÿproductÿdetailsÿ],Flower 1.0g,23940,4.17,12.13,2.9x,417174
Oz Gardenz        [ÿproductÿdetailsÿ],Preroll 2.0g,2284,4.18,12,2.9x,413434
Hypothesis Gardens        [ÿproductÿdetailsÿ],Infused,14785,4.18,9.3,2.2x,416519
THC Partners        [ÿproductÿdetailsÿ],Flower 1.0g,22137,4.2,12.31,2.9x,415987
Premier Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,3469,4.2,13.09,3.1x,416062
Lm Digital        [ÿproductÿdetailsÿ],Infused,239438,4.2,12.25,2.9x,417214
Evergreen Nirvana        [ÿproductÿdetailsÿ],Flower 3.5g,31684,4.21,14.45,3.4x,412263
Fireline Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,46413,4.23,12.24,2.9x,417571
Hartman's Happy Home Farm        [ÿproductÿdetailsÿ],Flower 1.0g,2231,4.25,11.34,2.7x,412198
Hash Way Recreational        [ÿproductÿdetailsÿ],Flower 1.0g,2780,4.25,12.56,3.0x,421873
Kibble Junction        [ÿproductÿdetailsÿ],Concentrate 1.0g,18628,4.25,14.47,3.4x,413335
Freya Farm        [ÿproductÿdetailsÿ],Flower 1.0g,2351,4.26,12.22,2.9x,416690
Pioneer Production And Processing        [ÿproductÿdetailsÿ],Preroll 1.25g,13852,4.27,8.84,2.1x,416063
Leaves of Grass        [ÿproductÿdetailsÿ],Preroll 2.0g,6564,4.27,14.19,3.3x,416693
Doc Croc        [ÿproductÿdetailsÿ],Preroll 2.0g,5461,4.28,13.75,3.2x,413948
Sgb        [ÿproductÿdetailsÿ],Flower 1.0g,3446,4.29,13.76,3.2x,412621
Fourdub        [ÿproductÿdetailsÿ],Infused,2545,4.3,12.08,2.8x,413165
Edgemont Group        [ÿproductÿdetailsÿ],Preroll 1.5g,13380,4.33,13.09,3.0x,422993
Cannabis Northwest        [ÿproductÿdetailsÿ],Flower 3.5g,1016,4.33,11.42,2.6x,412738
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Infused,1590,4.33,13.25,3.1x,412431
Henderson Distribution        [ÿproductÿdetailsÿ],Edible,12840,4.33,9.71,2.2x,417460
G&s Greenery        [ÿproductÿdetailsÿ],Infused,13251,4.34,13.13,3.0x,415986
Over the Top        [ÿproductÿdetailsÿ],Flower 1.0g,18744,4.36,10.76,2.5x,412056
Lilac City Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,2069,4.36,13.52,3.1x,415719
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Flower 1.0g,50499,4.36,12.97,3.0x,417068
Clandestine Consulting        [ÿproductÿdetailsÿ],Flower 1.0g,40791,4.38,12.73,2.9x,414039
Vulcan Mountain Farm        [ÿproductÿdetailsÿ],Topical,1050,4.38,9.04,2.1x,413711
Quincy Green        [ÿproductÿdetailsÿ],Flower 2.0g,2108,4.39,15.55,3.5x,412358
Quality Green Trees        [ÿproductÿdetailsÿ],Flower 1.0g,36095,4.4,13.02,3.0x,413632
Budco Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1012,4.4,13.01,3.0x,412902
Quantum Capital Advisors        [ÿproductÿdetailsÿ],Flower 2.0g,3420,4.4,13.99,3.2x,413156
Best Source Producers        [ÿproductÿdetailsÿ],Flower 2.0g,3410,4.4,16.67,3.8x,413613
Spinning Heads        [ÿproductÿdetailsÿ],Flower 2.0g,1184,4.4,13.74,3.1x,413718
Harmony Farms        [ÿproductÿdetailsÿ],Flower 1.0g,17146,4.41,13.04,3.0x,415449
Honu Enterprises        [ÿproductÿdetailsÿ],Topical,7736,4.42,19.48,4.4x,412097
Emerald Evolution        [ÿproductÿdetailsÿ],Flower 1.0g,10722,4.43,11.91,2.7x,412392
Northwest 7 Point        [ÿproductÿdetailsÿ],Flower 2.0g,2285,4.44,10.71,2.4x,412441
THC Farm        [ÿproductÿdetailsÿ],Flower 1.0g,9809,4.45,12.26,2.8x,416100
The Calyx Company        [ÿproductÿdetailsÿ],Flower 3.5g,8180,4.45,21.54,4.8x,412688
Lost Lake Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,3192,4.48,12.72,2.8x,412978
Hannah Industries        [ÿproductÿdetailsÿ],Flower 1.0g,39061,4.48,13.2,2.9x,424223
Dynamic Harvest        [ÿproductÿdetailsÿ],Flower 2.0g,19148,4.48,13.2,2.9x,416393
Gabriel        [ÿproductÿdetailsÿ],Preroll 1.5g,6970,4.5,12.6,2.8x,415997
Subx        [ÿproductÿdetailsÿ],Flower 1.0g,27641,4.5,12.98,2.9x,412111
Zoobees Doobees        [ÿproductÿdetailsÿ],Concentrate 0.5g,1080,4.5,12.2,2.7x,412497
G&s Greenery        [ÿproductÿdetailsÿ],Flower 2.0g,4392,4.52,14.01,3.1x,415986
Prohibition Gold        [ÿproductÿdetailsÿ],Edible,3144,4.54,14.85,3.3x,416698
Mas Farms        [ÿproductÿdetailsÿ],Flower 1.0g,12834,4.55,12.62,2.8x,414232
Omg Sykes        [ÿproductÿdetailsÿ],Infused,4425,4.57,11.36,2.5x,412720
Big River Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,4277,4.6,13.29,2.9x,415726
Sky High Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,5859,4.63,13.03,2.8x,424091
502 Processor's Group        [ÿproductÿdetailsÿ],Flower 3.5g,12047,4.65,16.67,3.6x,413478
Okanogan Gold        [ÿproductÿdetailsÿ],Concentrate 1.0g,13207,4.65,15.04,3.2x,423115
North Gardens        [ÿproductÿdetailsÿ],Preroll 1.5g,2198,4.66,11.7,2.5x,416448
Alis Group        [ÿproductÿdetailsÿ],Preroll 2.0g,2031,4.67,12.41,2.7x,415700
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 1.0g,10162,4.68,13.86,3.0x,412431
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,25245,4.68,15.96,3.4x,413170
G&s Greenery        [ÿproductÿdetailsÿ],Preroll 2.0g,2277,4.72,13.65,2.9x,415986
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Edible,22834,4.74,14.07,3.0x,413075
Fractal        [ÿproductÿdetailsÿ],Edible,26764,4.74,17.96,3.8x,417364
Ag Grow        [ÿproductÿdetailsÿ],Preroll 1.5g,3752,4.75,13.27,2.8x,412557
Hash Way Recreational        [ÿproductÿdetailsÿ],Preroll 3.0g,10490,4.76,14.59,3.1x,421873
Sasquatch Greenhouses        [ÿproductÿdetailsÿ],Flower 2.0g,1920,4.8,12.5,2.6x,412208
Nettles Unlimited        [ÿproductÿdetailsÿ],Concentrate 0.5g,6650,4.81,14.99,3.1x,412762
Grow Op Farms        [ÿproductÿdetailsÿ],Edible,179504,4.84,15.63,3.2x,413287
WA Grower        [ÿproductÿdetailsÿ],Concentrate 1.0g,42861,4.86,14.06,2.9x,417380
Cannaseur's Choice        [ÿproductÿdetailsÿ],Infused,2800,4.88,13.69,2.8x,416908
Silica Phoenix        [ÿproductÿdetailsÿ],Edible,32211,4.89,13.03,2.7x,412236
Sourface        [ÿproductÿdetailsÿ],Flower 3.5g,18295,4.9,14.57,3.0x,412679
Peak Supply        [ÿproductÿdetailsÿ],Flower 3.5g,16746,4.92,23.32,4.7x,413077
Nasty Jack's Candy Company        [ÿproductÿdetailsÿ],Edible,33583,4.93,14.28,2.9x,416105
Natural Mystic Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1273,4.95,14.69,3.0x,412155
Green Acre Pharms        [ÿproductÿdetailsÿ],Preroll 2.0g,1675,4.96,14.29,2.9x,413099
Docandyeti's        [ÿproductÿdetailsÿ],Preroll 2.0g,7105,4.99,14.37,2.9x,414041
Emerald Twist        [ÿproductÿdetailsÿ],Flower 2.0g,1392,4.99,16,3.2x,414323
Cascade Growers        [ÿproductÿdetailsÿ],Flower 2.0g,2365,5,16.22,3.2x,412180
High Five Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2370,5,16.29,3.3x,416746
Mean the Green        [ÿproductÿdetailsÿ],Flower 3.5g,3300,5,15.94,3.2x,416751
Ridgeview Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2250,5,19.07,3.8x,417223
C Block Group        [ÿproductÿdetailsÿ],Flower 7.0g,1000,5,19.3,3.9x,412728
Techbud        [ÿproductÿdetailsÿ],Flower 7.0g,4800,5,14.3,2.9x,423188
Kai'dro        [ÿproductÿdetailsÿ],Concentrate 0.5g,1490,5,16.24,3.2x,413652
Quincy Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,1335,5,14.31,2.9x,412358
Henderson Distribution        [ÿproductÿdetailsÿ],Concentrate 1.0g,2970,5,15.17,3.0x,417460
Puffin Farm        [ÿproductÿdetailsÿ],Infused,1000,5,12.33,2.5x,413021
Stone Supply        [ÿproductÿdetailsÿ],Infused,7650,5,13.81,2.8x,413463
Oleum Extracts        [ÿproductÿdetailsÿ],Infused,7385,5,14.17,2.8x,412991
Northwestpearl        [ÿproductÿdetailsÿ],Infused,65180,5.01,13.87,2.8x,413097
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,27768,5.03,14.36,2.9x,412425
K&m Growers        [ÿproductÿdetailsÿ],Flower 3.5g,18843,5.04,16.21,3.2x,412249
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2730,5.05,15.27,3.0x,418524
D And L Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,5497,5.08,22.15,4.4x,416400
Heavenly Buds        [ÿproductÿdetailsÿ],Infused,1420,5.09,14.93,2.9x,417147
Emerald Mountain        [ÿproductÿdetailsÿ],Edible,40594,5.09,15.11,3.0x,413176
M And R Distributing        [ÿproductÿdetailsÿ],Preroll 2.0g,2978,5.11,15.38,3.0x,412258
Golden Leaf        [ÿproductÿdetailsÿ],Concentrate 1.0g,8160,5.11,15.54,3.0x,416548
Agro Couture        [ÿproductÿdetailsÿ],Concentrate 0.5g,2575,5.12,14.11,2.8x,417142
Dogtown Pioneers        [ÿproductÿdetailsÿ],Edible,34961,5.12,14.42,2.8x,416538
Root Down        [ÿproductÿdetailsÿ],Flower 2.0g,13600,5.15,15.04,2.9x,412273
Walden Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,21356,5.15,16.78,3.3x,412024
Rochester Farms        [ÿproductÿdetailsÿ],Flower 2.0g,3554,5.2,15.63,3.0x,413002
Tumbleweed Farm        [ÿproductÿdetailsÿ],Flower 3.5g,1470,5.25,16.52,3.1x,412084
Desert Valley Growers        [ÿproductÿdetailsÿ],Flower 3.5g,1538,5.25,16.04,3.1x,412260
Footprint Biosciences        [ÿproductÿdetailsÿ],Flower 3.5g,2152,5.25,18.61,3.5x,419152
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,40722,5.26,16.43,3.1x,417001
W.o.w. Industries        [ÿproductÿdetailsÿ],Concentrate 0.5g,3298,5.29,15.45,2.9x,413922
Dynamic Harvest        [ÿproductÿdetailsÿ],Concentrate 1.0g,2026,5.29,15.4,2.9x,416393
"M-r Wholesale, LLC        [ÿproductÿdetailsÿ]",Edible,10945,5.31,16.29,3.1x,412634
D And S Farms        [ÿproductÿdetailsÿ],Flower 3.5g,23974,5.32,17.18,3.2x,412831
Aurum Farms        [ÿproductÿdetailsÿ],Flower 1.0g,10025,5.35,15.11,2.8x,424484
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Infused,12780,5.36,17.21,3.2x,416502
Red Ridge Farmns        [ÿproductÿdetailsÿ],Edible,4832,5.37,17.33,3.2x,412627
Central Farms LLC        [ÿproductÿdetailsÿ],Flower 3.5g,95924,5.38,20.77,3.9x,412792
Poorman Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,36140,5.38,15.93,3.0x,415921
Leaves of Grass        [ÿproductÿdetailsÿ],Flower 2.0g,2280,5.4,20.32,3.8x,416693
Saturn Group        [ÿproductÿdetailsÿ],Topical,26916,5.41,16.61,3.1x,412112
THC Partners        [ÿproductÿdetailsÿ],Edible,4417,5.43,15.63,2.9x,415987
Viva Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,143496,5.44,16.99,3.1x,416609
Winterlife        [ÿproductÿdetailsÿ],Infused,4795,5.46,17.88,3.3x,412808
Jms. Consultants        [ÿproductÿdetailsÿ],Edible,12481,5.48,19.35,3.5x,416423
Leef        [ÿproductÿdetailsÿ],Infused,5958,5.49,17.2,3.1x,413085
Tj's Organics        [ÿproductÿdetailsÿ],Flower 1.0g,4978,5.5,14.73,2.7x,416941
Kai'dro        [ÿproductÿdetailsÿ],Flower 2.0g,2536,5.5,18.38,3.3x,413652
New Horizon Holdings        [ÿproductÿdetailsÿ],Flower 2.0g,1716,5.5,17.77,3.2x,415752
Howling Dog Farms        [ÿproductÿdetailsÿ],Flower 3.5g,3320,5.5,16.23,3.0x,415821
Mfused        [ÿproductÿdetailsÿ],Infused,1622,5.5,15.23,2.8x,415766
Perecan Farm        [ÿproductÿdetailsÿ],Vape 0.5g,7516,5.51,13.92,2.5x,413667
Medusa Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,16797,5.51,17.5,3.2x,412294
Doc Croc        [ÿproductÿdetailsÿ],Concentrate 0.5g,1751,5.53,13.88,2.5x,413948
Bondi Farms        [ÿproductÿdetailsÿ],Flower 2.0g,6272,5.54,18.67,3.4x,412141
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 2.0g,3840,5.54,18.37,3.3x,412357
Fc Processor-3        [ÿproductÿdetailsÿ],Flower 3.5g,10845,5.54,18.43,3.3x,413952
Silica Phoenix        [ÿproductÿdetailsÿ],Flower 3.5g,16494,5.55,19.44,3.5x,412236
Lopez And Orr Co        [ÿproductÿdetailsÿ],Flower 3.5g,33616,5.57,14.84,2.7x,417295
Agro Technic        [ÿproductÿdetailsÿ],Flower 3.5g,2569,5.58,15.98,2.9x,412266
Momma Chan        [ÿproductÿdetailsÿ],Flower 3.5g,12310,5.59,23.3,4.2x,417150
Inflorescence        [ÿproductÿdetailsÿ],Flower 2.0g,8640,5.6,19.33,3.5x,415156
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,4686,5.6,18.97,3.4x,416902
Double Delicious        [ÿproductÿdetailsÿ],Edible,3485,5.62,17.88,3.2x,414462
Okanogan High Country Products        [ÿproductÿdetailsÿ],Flower 3.5g,13527,5.63,22.36,4.0x,412540
Docandyeti's        [ÿproductÿdetailsÿ],Flower 2.0g,5743,5.66,17,3.0x,414041
Bbb Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1750,5.67,17.05,3.0x,412601
Lucky Devil Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1610,5.67,14.5,2.6x,414040
O.b.c. LLC        [ÿproductÿdetailsÿ],Flower 7.0g,1630,5.67,21.71,3.8x,416544
Buddy Boy Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1232,5.71,18.7,3.3x,412053
Vulcan Mountain Farm        [ÿproductÿdetailsÿ],Flower 3.5g,6762,5.71,23.22,4.1x,413711
Full Throttle Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1140,5.73,16.93,3.0x,412636
Winterlife        [ÿproductÿdetailsÿ],Edible,32243,5.73,19.23,3.4x,412808
Puffin Farm        [ÿproductÿdetailsÿ],Preroll 1.5g,1150,5.75,17.56,3.1x,413021
Cascade Crops        [ÿproductÿdetailsÿ],Flower 2.0g,1725,5.75,17.6,3.1x,412077
Bella Jane's        [ÿproductÿdetailsÿ],Infused,5407,5.76,14.64,2.5x,416762
Hash Way Recreational        [ÿproductÿdetailsÿ],Concentrate 1.0g,26220,5.77,15.62,2.7x,421873
Double Delicious        [ÿproductÿdetailsÿ],Vape 0.5g,149625,5.78,19.46,3.4x,414462
Carson Unlimited        [ÿproductÿdetailsÿ],Flower 3.5g,10395,5.78,15.62,2.7x,420287
Sysco Pancho's        [ÿproductÿdetailsÿ],Flower 2.0g,2206,5.8,19.26,3.3x,415762
Forbidden Farms        [ÿproductÿdetailsÿ],Infused,31068,5.8,15.73,2.7x,412274
The Lazy Bee Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,2731,5.81,18.13,3.1x,412597
Doc Croc        [ÿproductÿdetailsÿ],Flower 2.0g,2620,5.82,16.05,2.8x,413948
Rochester Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8884,5.82,16.92,2.9x,413002
Om Shiv        [ÿproductÿdetailsÿ],Flower 2.0g,2656,5.83,14.42,2.5x,412235
Peak Supply        [ÿproductÿdetailsÿ],Concentrate 1.0g,3534,5.83,20.29,3.5x,413077
"Mrs Green Jeans & the Captain, LLC        [ÿproductÿdetailsÿ]",Concentrate 1.0g,1820,5.83,18.15,3.1x,423373
Over the Top        [ÿproductÿdetailsÿ],Concentrate 0.5g,2932,5.85,19,3.2x,412056
Loaded Soda        [ÿproductÿdetailsÿ],Edible,10135,5.85,17.31,3.0x,417192
Viva Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,70504,5.87,17.62,3.0x,416609
