Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Peace & Love Productions        [ÿproductÿdetailsÿ],Infused,2575,9.55,14.01,1.5x,413193
Ionic        [ÿproductÿdetailsÿ],Concentrate 0.5g,2660,9.56,31.36,3.3x,415712
Silica Phoenix        [ÿproductÿdetailsÿ],Concentrate 1.0g,37087,9.56,28.84,3.0x,412236
New Horizon Holdings        [ÿproductÿdetailsÿ],Flower 3.5g,1992,9.57,31.56,3.3x,415752
THC Farm        [ÿproductÿdetailsÿ],Concentrate 0.5g,7993,9.57,28.91,3.0x,416100
Budco Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,5175,9.57,27.53,2.9x,412902
Happy Hill Farms        [ÿproductÿdetailsÿ],Flower 7.0g,2082,9.59,19.82,2.1x,416800
Kush Valley        [ÿproductÿdetailsÿ],Concentrate 1.0g,43600,9.6,26.43,2.8x,416606
Rainier Acres        [ÿproductÿdetailsÿ],Concentrate 1.0g,3630,9.6,25.83,2.7x,416942
Odo        [ÿproductÿdetailsÿ],Concentrate 1.0g,19949,9.6,23.91,2.5x,417498
Sourface        [ÿproductÿdetailsÿ],Flower 7.0g,7945,9.62,27.03,2.8x,412679
Millennium Marijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,55088,9.62,27.66,2.9x,413432
Orange State        [ÿproductÿdetailsÿ],Flower 3.5g,3000,9.63,29.14,3.0x,412409
Hilltop Highgrade        [ÿproductÿdetailsÿ],Flower 3.5g,1830,9.63,25.72,2.7x,415958
Squeeze Room        [ÿproductÿdetailsÿ],Concentrate 1.0g,6440,9.63,25.32,2.6x,421102
Rootworx        [ÿproductÿdetailsÿ],Concentrate 1.0g,1940,9.64,25.93,2.7x,413665
The Lazy Bee Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,9200,9.65,30.2,3.1x,412597
Spocannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,2150,9.67,29.83,3.1x,416960
Fc Processor-3        [ÿproductÿdetailsÿ],Flower 7.0g,8699,9.7,27.56,2.8x,413952
Pingston Creek Botanical        [ÿproductÿdetailsÿ],Concentrate 1.0g,3822,9.71,22.38,2.3x,412826
Amber Brick        [ÿproductÿdetailsÿ],Concentrate 1.0g,43585,9.71,28.91,3.0x,416929
Alis Group        [ÿproductÿdetailsÿ],Flower 7.0g,4871,9.72,25.6,2.6x,415700
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 2.0g,3956,9.74,27.1,2.8x,412431
Edgemont Group        [ÿproductÿdetailsÿ],Flower 3.5g,107476,9.74,29.59,3.0x,422993
Experience Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,8196,9.75,29.89,3.1x,412072
M And R Distributing        [ÿproductÿdetailsÿ],Concentrate 1.0g,59222,9.75,28.61,2.9x,412258
Coastal Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,1327,9.75,31.59,3.2x,412408
Kettle River Cannabis Company        [ÿproductÿdetailsÿ],Flower 3.5g,9248,9.79,28.27,2.9x,416050
Freedom Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,9175,9.79,24.05,2.5x,413204
Old School        [ÿproductÿdetailsÿ],Flower 3.5g,1015,9.8,30.71,3.1x,413377
1937 Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6923,9.8,31.68,3.2x,416738
Dose Oil        [ÿproductÿdetailsÿ],Vape 0.5g,3518,9.81,30.43,3.1x,423842
Origens        [ÿproductÿdetailsÿ],Concentrate 1.0g,5303,9.82,27.1,2.8x,412891
Ogz Fire Weed        [ÿproductÿdetailsÿ],Concentrate 1.0g,7123,9.82,25.2,2.6x,416737
Twelfth Man Mary LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,2425,9.83,18.94,1.9x,412616
Fire Four LLC        [ÿproductÿdetailsÿ],Flower 3.5g,6130,9.85,26.72,2.7x,416795
Oliver's Farm        [ÿproductÿdetailsÿ],Concentrate 1.0g,9190,9.85,30.16,3.1x,412185
Avitas        [ÿproductÿdetailsÿ],Concentrate 0.5g,5044,9.88,25.05,2.5x,412759
Boggy Boon        [ÿproductÿdetailsÿ],Flower 3.5g,48130,9.92,32.15,3.2x,416935
Over the Top        [ÿproductÿdetailsÿ],Concentrate 1.0g,52582,9.92,27.86,2.8x,412056
Grow Op Farms        [ÿproductÿdetailsÿ],Vape 0.5g,176348,9.94,28.79,2.9x,413287
Symington Holdings Ii        [ÿproductÿdetailsÿ],Flower 3.5g,4685,9.96,28.16,2.8x,415777
Upper Skagit Ventures        [ÿproductÿdetailsÿ],Flower 3.5g,1895,9.97,28.33,2.8x,416027
Greenrush        [ÿproductÿdetailsÿ],Concentrate 0.5g,2790,9.97,34.61,3.5x,412295
Xtracted Labs        [ÿproductÿdetailsÿ],Vape 0.25g,2613,10,24.34,2.4x,412347
Pearl Extracts        [ÿproductÿdetailsÿ],Vape 0.25g,5760,10,32.02,3.2x,415768
Greenrush        [ÿproductÿdetailsÿ],Vape 0.5g,2700,10,28.1,2.8x,412295
Alis Group        [ÿproductÿdetailsÿ],Vape 0.5g,6110,10,29.59,3.0x,415700
Klaritie Farms        [ÿproductÿdetailsÿ],Vape 0.5g,1800,10,29.12,2.9x,419959
Aurum Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2000,10,29.95,3.0x,424484
Cascade Crops        [ÿproductÿdetailsÿ],Flower 3.5g,1485,10,27,2.7x,412077
The Clone Zone        [ÿproductÿdetailsÿ],Flower 3.5g,30200,10,35.16,3.5x,412598
Mountain High Garden        [ÿproductÿdetailsÿ],Flower 3.5g,2000,10,26.93,2.7x,415955
Rolling Farms        [ÿproductÿdetailsÿ],Flower 3.5g,11090,10,31.26,3.1x,416113
J D        [ÿproductÿdetailsÿ],Concentrate 0.25g,2870,10,28.66,2.9x,419136
Alphapheno        [ÿproductÿdetailsÿ],Concentrate 1.0g,1390,10,28.81,2.9x,412104
Red Frog        [ÿproductÿdetailsÿ],Concentrate 1.0g,1220,10,29.42,2.9x,412437
Northwest 7 Point        [ÿproductÿdetailsÿ],Concentrate 1.0g,4210,10,26.82,2.7x,412441
Chiliwist Creek Farm        [ÿproductÿdetailsÿ],Concentrate 1.0g,1400,10,27.24,2.7x,413657
Virginia Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,2830,10,28.8,2.9x,414038
Lilac City Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,4000,10,27.05,2.7x,415719
Svin Garden        [ÿproductÿdetailsÿ],Concentrate 1.0g,8330,10,27.27,2.7x,415820
Hash Dog        [ÿproductÿdetailsÿ],Concentrate 1.0g,1250,10,29.87,3.0x,415885
Ground Up Cultivation        [ÿproductÿdetailsÿ],Concentrate 1.0g,2000,10,26.19,2.6x,415933
Golden Tree        [ÿproductÿdetailsÿ],Concentrate 1.0g,1600,10,30.38,3.0x,416107
Plan C Farms LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,5160,10,26.52,2.7x,416206
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,11190,10,28.29,2.8x,416406
Fractal        [ÿproductÿdetailsÿ],Concentrate 1.0g,2000,10,27.45,2.7x,417364
Cannaman Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2100,10,23.44,2.3x,419969
Leaph        [ÿproductÿdetailsÿ],Infused,1240,10,35.99,3.6x,417010
Dose Oil        [ÿproductÿdetailsÿ],Topical,3270,10,29.69,3.0x,423842
Venspark        [ÿproductÿdetailsÿ],Topical,4360,10,27.31,2.7x,417326
Sticky Budz        [ÿproductÿdetailsÿ],Topical,5840,10,31.71,3.2x,412076
Top Shelf        [ÿproductÿdetailsÿ],Vape 0.5g,32407,10.02,31.49,3.1x,423396
Manastash Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,5445,10.04,29.76,3.0x,413123
Bella Jane's        [ÿproductÿdetailsÿ],Flower 3.5g,6836,10.06,28.72,2.9x,416762
American Best Supply        [ÿproductÿdetailsÿ],Flower 7.0g,1545,10.06,40.5,4.0x,412624
Kitty's Canna Connection        [ÿproductÿdetailsÿ],Flower 7.0g,2077,10.08,38.78,3.8x,417185
Natural Mystic Farms        [ÿproductÿdetailsÿ],Flower 7.0g,7755,10.1,31.78,3.1x,412155
Green Freedom        [ÿproductÿdetailsÿ],Flower 3.5g,93877,10.11,32.12,3.2x,412515
Om Shiv        [ÿproductÿdetailsÿ],Flower 3.5g,9412,10.12,27.43,2.7x,412235
502 Processor's Group        [ÿproductÿdetailsÿ],Concentrate 0.5g,107757,10.12,31.37,3.1x,413478
Chiliwist Creek Farm        [ÿproductÿdetailsÿ],Flower 3.5g,4509,10.14,29.43,2.9x,413657
Cannasol Farms        [ÿproductÿdetailsÿ],Flower 3.5g,9866,10.15,31.23,3.1x,412240
Alis Group        [ÿproductÿdetailsÿ],Flower 3.5g,26016,10.15,31.9,3.1x,415700
The Green Vault        [ÿproductÿdetailsÿ],Flower 3.5g,16860,10.15,30.91,3.0x,415711
Exotic Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6085,10.15,29.87,2.9x,415932
Sticky Budz        [ÿproductÿdetailsÿ],Flower 3.5g,31279,10.16,32.71,3.2x,412076
Bmf Washington        [ÿproductÿdetailsÿ],Concentrate 1.0g,41187,10.16,28.39,2.8x,412149
Axabra        [ÿproductÿdetailsÿ],Flower 3.5g,2588,10.17,29.28,2.9x,412438
Top Cut Farms        [ÿproductÿdetailsÿ],Flower 3.5g,25640,10.18,30.87,3.0x,412299
Omg Sykes        [ÿproductÿdetailsÿ],Flower 3.5g,47760,10.2,31.1,3.0x,412720
Toucan Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6341,10.2,30.53,3.0x,412741
North Coast Concentrates        [ÿproductÿdetailsÿ],Concentrate 1.0g,4955,10.2,25.15,2.5x,79912
Double Dutch        [ÿproductÿdetailsÿ],Flower 3.5g,9592,10.21,30.02,2.9x,413084
Meii        [ÿproductÿdetailsÿ],Flower 3.5g,2606,10.23,28.6,2.8x,416021
Artizen Cannabis Company        [ÿproductÿdetailsÿ],Vape 0.5g,71139,10.24,33.46,3.3x,413462
Nugreen        [ÿproductÿdetailsÿ],Vape 1.0g,11200,10.24,31.78,3.1x,413943
The Clone Zone        [ÿproductÿdetailsÿ],Vape 0.5g,3619,10.25,28.88,2.8x,412598
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 3.5g,97892,10.25,29.47,2.9x,421941
WA Weed        [ÿproductÿdetailsÿ],Concentrate 0.5g,18730,10.26,30.6,3.0x,412363
509 Da Kine        [ÿproductÿdetailsÿ],Flower 3.5g,3812,10.27,31.46,3.1x,412599
Double Delicious        [ÿproductÿdetailsÿ],Flower 3.5g,1781,10.27,35.87,3.5x,414462
Green Acre Pharms        [ÿproductÿdetailsÿ],Concentrate 1.0g,5442,10.27,28.57,2.8x,413099
Rgl Industries        [ÿproductÿdetailsÿ],Flower 3.5g,48450,10.28,33.54,3.3x,416626
Blooming City        [ÿproductÿdetailsÿ],Flower 3.5g,2192,10.29,31.57,3.1x,415853
M And R Distributing        [ÿproductÿdetailsÿ],Vape 0.5g,13100,10.31,30.64,3.0x,412258
Leef        [ÿproductÿdetailsÿ],Flower 3.5g,10800,10.31,31.11,3.0x,413085
Footprint Biosciences        [ÿproductÿdetailsÿ],Flower 7.0g,2447,10.31,30.58,3.0x,419152
Craft Elixirs        [ÿproductÿdetailsÿ],Concentrate 0.5g,5474,10.31,30.01,2.9x,415697
Kohl Processing Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,2138,10.31,27.76,2.7x,416772
Dose Oil        [ÿproductÿdetailsÿ],Concentrate 1.0g,53902,10.32,29.95,2.9x,423842
Suspended Brands        [ÿproductÿdetailsÿ],Vape 0.5g,19806,10.34,31.3,3.0x,412132
Blc        [ÿproductÿdetailsÿ],Flower 3.5g,28018,10.34,27.31,2.6x,425046
5th House Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2210,10.35,30.91,3.0x,416057
Rolling Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,7843,10.35,30.91,3.0x,416113
North West Roots        [ÿproductÿdetailsÿ],Flower 3.5g,2999,10.36,37.28,3.6x,413651
Kokua Services        [ÿproductÿdetailsÿ],Flower 2.0g,15940,10.38,29.31,2.8x,412074
Methow Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,1590,10.38,31.66,3.1x,412875
Ionic        [ÿproductÿdetailsÿ],Vape 0.5g,62739,10.4,30.03,2.9x,415712
Sweet Pack        [ÿproductÿdetailsÿ],Flower 7.0g,1040,10.4,34.38,3.3x,416493
J D        [ÿproductÿdetailsÿ],Vape 0.5g,35593,10.41,30.56,2.9x,419136
Solar Joes        [ÿproductÿdetailsÿ],Flower 1.0g,3297,10.41,8.78,0.8x,415819
Bmf Washington        [ÿproductÿdetailsÿ],Flower 3.5g,182284,10.42,29.33,2.8x,412149
Auricag        [ÿproductÿdetailsÿ],Concentrate 0.5g,8430,10.42,26.15,2.5x,412118
Dank Inc.        [ÿproductÿdetailsÿ],Concentrate 1.0g,1990,10.43,28.3,2.7x,416677
Silica Phoenix        [ÿproductÿdetailsÿ],Flower 7.0g,9320,10.45,28.92,2.8x,412236
Arbor Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,3464,10.45,26.96,2.6x,416043
Skagit Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,23440,10.48,31.08,3.0x,412843
Mno        [ÿproductÿdetailsÿ],Flower 3.5g,13645,10.49,30.51,2.9x,413090
Heylo        [ÿproductÿdetailsÿ],Vape 0.5g,2695,10.5,32.87,3.1x,417288
Crop Circle Co        [ÿproductÿdetailsÿ],Flower 3.5g,4232,10.5,34.32,3.3x,412105
Tropic Grow        [ÿproductÿdetailsÿ],Flower 3.5g,3024,10.5,29.61,2.8x,412106
Bondi Farms        [ÿproductÿdetailsÿ],Flower 3.5g,41968,10.5,33.45,3.2x,412141
Red Frog        [ÿproductÿdetailsÿ],Flower 3.5g,27562,10.5,30.81,2.9x,412437
Sitka Packaging        [ÿproductÿdetailsÿ],Flower 3.5g,2268,10.5,30.18,2.9x,412952
U4ik Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,14385,10.5,31.48,3.0x,414272
Kush Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2048,10.5,30.67,2.9x,414287
The Potting Bench        [ÿproductÿdetailsÿ],Flower 3.5g,3073,10.5,23.06,2.2x,416545
Northwest Preferred        [ÿproductÿdetailsÿ],Flower 3.5g,2116,10.5,30.84,2.9x,417127
Vancouver Weed Company        [ÿproductÿdetailsÿ],Concentrate 0.5g,3040,10.5,24.7,2.4x,416184
Docandyeti's        [ÿproductÿdetailsÿ],Concentrate 1.0g,4040,10.5,28.97,2.8x,414041
Rainier Valley Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,1315,10.53,25.25,2.4x,416138
Platinum Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,12608,10.58,30.63,2.9x,417200
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Infused,3025,10.6,17.97,1.7x,412431
Heylo        [ÿproductÿdetailsÿ],Concentrate 0.5g,4446,10.61,31.79,3.0x,417288
Suspended Brands        [ÿproductÿdetailsÿ],Flower 3.5g,93353,10.63,30.95,2.9x,412132
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 7.0g,17522,10.63,35.11,3.3x,417001
Doctor And Crook        [ÿproductÿdetailsÿ],Flower 3.5g,11353,10.64,29.34,2.8x,416831
Forbidden Farms        [ÿproductÿdetailsÿ],Flower 3.5g,27856,10.65,31.15,2.9x,412274
Mountain High Organics        [ÿproductÿdetailsÿ],Flower 3.5g,1974,10.65,35.98,3.4x,412576
Pacific Glo        [ÿproductÿdetailsÿ],Flower 3.5g,4692,10.65,32.81,3.1x,422928
Zenta Garden        [ÿproductÿdetailsÿ],Flower 3.5g,10495,10.65,31.73,3.0x,423681
Gold Services        [ÿproductÿdetailsÿ],Infused,54180,10.65,26.85,2.5x,412861
Rochester Farms        [ÿproductÿdetailsÿ],Flower 3.5g,16455,10.67,29.94,2.8x,413002
Hash Way Recreational        [ÿproductÿdetailsÿ],Flower 3.5g,9871,10.67,36.25,3.4x,421873
Root Down        [ÿproductÿdetailsÿ],Concentrate 1.0g,1396,10.67,29.69,2.8x,412273
Pearl Extracts        [ÿproductÿdetailsÿ],Vape 0.5g,78006,10.68,31.41,2.9x,415768
J D        [ÿproductÿdetailsÿ],Concentrate 0.5g,6090,10.68,30.43,2.8x,419136
Craft Elixirs        [ÿproductÿdetailsÿ],Vape 0.5g,13840,10.69,33.29,3.1x,415697
Ionic        [ÿproductÿdetailsÿ],Concentrate 1.0g,23638,10.69,30.04,2.8x,415712
Green Revolution        [ÿproductÿdetailsÿ],Edible,369797,10.7,33.98,3.2x,416334
Avitas        [ÿproductÿdetailsÿ],Vape 0.5g,308403,10.72,32.26,3.0x,412759
Hannah Industries        [ÿproductÿdetailsÿ],Concentrate 0.5g,11513,10.72,32.45,3.0x,424223
Green Brothers Farms        [ÿproductÿdetailsÿ],Flower 3.5g,7204,10.73,36.21,3.4x,417950
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Flower 7.0g,3148,10.73,31.31,2.9x,413170
Puffin Farm        [ÿproductÿdetailsÿ],Vape 0.5g,10395,10.75,33.78,3.1x,413021
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 3.5g,20760,10.75,33,3.1x,416462
Grx2        [ÿproductÿdetailsÿ],Concentrate 1.0g,17386,10.76,30.63,2.8x,424285
502 Processor's Group        [ÿproductÿdetailsÿ],Vape 0.5g,8846,10.79,33.02,3.1x,413478
Buddy Boy Farms        [ÿproductÿdetailsÿ],Flower 3.5g,38353,10.81,33.38,3.1x,412053
Perma        [ÿproductÿdetailsÿ],Flower 3.5g,3268,10.82,32.65,3.0x,416124
Greenrush        [ÿproductÿdetailsÿ],Concentrate 1.0g,17861,10.83,28.31,2.6x,412295
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,4348,10.83,37.09,3.4x,415998
Sasquatch Cannabis Company        [ÿproductÿdetailsÿ],Flower 3.5g,8415,10.84,30.83,2.8x,416561
Jsm Nisqually        [ÿproductÿdetailsÿ],Flower 3.5g,2387,10.85,28.93,2.7x,416584
Sound Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,20866,10.85,33.98,3.1x,417237
Edgemont Group        [ÿproductÿdetailsÿ],Concentrate 1.0g,46592,10.85,30.31,2.8x,422993
Cascadia Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,41906,10.87,33.81,3.1x,412964
Green Dreamer        [ÿproductÿdetailsÿ],Flower 2.0g,3640,10.88,27.51,2.5x,413469
The Cascade Gnome        [ÿproductÿdetailsÿ],Flower 3.5g,3924,10.9,32.51,3.0x,413177
Winter Farms        [ÿproductÿdetailsÿ],Flower 3.5g,7722,10.91,31.13,2.9x,416130
Filucy Bay Farms        [ÿproductÿdetailsÿ],Flower 3.5g,4366,10.92,28.79,2.6x,415456
Lopez And Orr Co        [ÿproductÿdetailsÿ],Vape 0.5g,3795,10.93,32.11,2.9x,417295
Lucky Devil Farms        [ÿproductÿdetailsÿ],Flower 3.5g,28682,10.93,27.96,2.6x,414040
Spinning Heads        [ÿproductÿdetailsÿ],Concentrate 0.5g,1550,10.94,17.72,1.6x,413718
Yava        [ÿproductÿdetailsÿ],Concentrate 0.5g,38996,10.96,32.13,2.9x,416510
Dynamic Processors        [ÿproductÿdetailsÿ],Topical,12525,10.97,34.25,3.1x,417163
Platinum Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,6596,10.99,30.16,2.7x,414115
Sitka Packaging        [ÿproductÿdetailsÿ],Preroll 3.0g,3080,11,33.63,3.1x,412952
WA Weed        [ÿproductÿdetailsÿ],Vape 0.5g,1100,11,31.58,2.9x,412363
Yava        [ÿproductÿdetailsÿ],Vape 0.5g,9207,11,32.46,3.0x,416510
Firebros        [ÿproductÿdetailsÿ],Flower 2.0g,10835,11,28.35,2.6x,416025
Tj's Organics        [ÿproductÿdetailsÿ],Flower 2.0g,1056,11,27.93,2.5x,416941
Good Vibes Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,1430,11,31.49,2.9x,412830
Fourdub        [ÿproductÿdetailsÿ],Concentrate 1.0g,1100,11,32.94,3.0x,413165
Wicked Weed        [ÿproductÿdetailsÿ],Concentrate 1.0g,1117,11,28.17,2.6x,416155
J.e.t.        [ÿproductÿdetailsÿ],Concentrate 1.0g,2145,11,30.14,2.7x,416990
M And R Distributing        [ÿproductÿdetailsÿ],Flower 3.5g,78244,11.03,32.05,2.9x,412258
West Plains Ag        [ÿproductÿdetailsÿ],Flower 3.5g,6079,11.05,35.88,3.2x,412754
Clandestine Consulting        [ÿproductÿdetailsÿ],Concentrate 1.0g,46143,11.05,29.96,2.7x,414039
Lost Lake Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,6592,11.06,33.58,3.0x,412978
Jbm Enterprises LLC        [ÿproductÿdetailsÿ],Vape 0.5g,63933,11.07,33.15,3.0x,414281
Solar Gold Gardens LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,11180,11.09,33.74,3.0x,412757
Pcf Management        [ÿproductÿdetailsÿ],Flower 3.5g,16564,11.1,25.09,2.3x,412062
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Flower 3.5g,20747,11.1,33.3,3.0x,415970
'oh' Mcdonald Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,4372,11.1,31.08,2.8x,413650
Diosa Verde        [ÿproductÿdetailsÿ],Flower 3.5g,4697,11.11,36.11,3.2x,412594
Farming Full Circle        [ÿproductÿdetailsÿ],Flower 3.5g,1135,11.12,31.86,2.9x,412254
Sunshine Farming        [ÿproductÿdetailsÿ],Flower 3.5g,87513,11.13,34.21,3.1x,412869
Cascadia Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,38449,11.15,30.42,2.7x,412964
Louis W        [ÿproductÿdetailsÿ],Flower 3.5g,3045,11.17,27.2,2.4x,415691
My Weed Bunny        [ÿproductÿdetailsÿ],Concentrate 0.5g,4054,11.17,30.18,2.7x,412031
Green Chiefs        [ÿproductÿdetailsÿ],Flower 3.5g,15594,11.18,32.77,2.9x,412672
Prince Farms        [ÿproductÿdetailsÿ],Flower 3.5g,10057,11.18,36.57,3.3x,422368
Sysco Pancho's        [ÿproductÿdetailsÿ],Flower 3.5g,9177,11.19,33.92,3.0x,415762
Fc Processor-2        [ÿproductÿdetailsÿ],Vape 0.5g,14112,11.2,34.17,3.1x,413954
Evergreen Gropro        [ÿproductÿdetailsÿ],Flower 3.5g,5712,11.2,30.15,2.7x,416412
Going Green        [ÿproductÿdetailsÿ],Flower 14.0g,2834,11.2,37.36,3.3x,413110
North Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,31735,11.2,30.37,2.7x,416448
Green Ghost        [ÿproductÿdetailsÿ],Flower 3.5g,3906,11.23,32.3,2.9x,412301
Ogz Fire Weed        [ÿproductÿdetailsÿ],Flower 3.5g,21437,11.24,30.42,2.7x,416737
Stone Supply        [ÿproductÿdetailsÿ],Flower 7.0g,2914,11.24,33.5,3.0x,413463
Emerald Peaks        [ÿproductÿdetailsÿ],Flower 3.5g,43818,11.25,36.56,3.2x,416198
The Sunshine Tiki Hut        [ÿproductÿdetailsÿ],Flower 3.5g,3589,11.25,33.89,3.0x,417198
The Clone Zone        [ÿproductÿdetailsÿ],Concentrate 0.5g,6151,11.25,32.93,2.9x,412598
Lm Digital        [ÿproductÿdetailsÿ],Concentrate 0.5g,1360,11.25,29.92,2.7x,417214
Forbidden Farms        [ÿproductÿdetailsÿ],Flower 7.0g,12514,11.29,28,2.5x,412274
Green Light Baked Goods        [ÿproductÿdetailsÿ],Edible,27811,11.29,35.42,3.1x,415685
Laughing Grass Marijuana Production And Proce        [ÿproductÿdetailsÿ],Flower 3.5g,4803,11.3,34.35,3.0x,414145
Experience Organics        [ÿproductÿdetailsÿ],Flower 3.5g,5232,11.31,34.55,3.1x,412072
4evergreen Trees        [ÿproductÿdetailsÿ],Flower 3.5g,20095,11.33,34.91,3.1x,413855
Starleaf        [ÿproductÿdetailsÿ],Flower 7.0g,6800,11.33,29.02,2.6x,415815
Evergrow Northwest        [ÿproductÿdetailsÿ],Flower 3.5g,22153,11.34,34.27,3.0x,416804
High End Farms        [ÿproductÿdetailsÿ],Flower 3.5g,3817,11.35,33.95,3.0x,414200
Crystal Forest Farms        [ÿproductÿdetailsÿ],Flower 3.5g,3691,11.35,29.26,2.6x,415694
Salish Sea Industries        [ÿproductÿdetailsÿ],Flower 3.5g,1990,11.37,36.4,3.2x,413942
Highrolr        [ÿproductÿdetailsÿ],Flower 3.5g,1365,11.38,38.18,3.4x,412893
Going Green        [ÿproductÿdetailsÿ],Flower 3.5g,8190,11.38,29.95,2.6x,413110
Methow Horticulture        [ÿproductÿdetailsÿ],Flower 3.5g,1433,11.38,35.59,3.1x,414143
Grassroots Pharm        [ÿproductÿdetailsÿ],Flower 3.5g,4188,11.38,31.4,2.8x,417303
Hazy Daze        [ÿproductÿdetailsÿ],Flower 3.5g,6202,11.39,31.43,2.8x,412452
Artizen Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,9505,11.4,30.37,2.7x,413462
Fairwinds Manufacturing        [ÿproductÿdetailsÿ],Edible,172314,11.41,33.68,3.0x,414286
Poorman Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,6362,11.42,33.14,2.9x,415921
Georgetown Cannabis Co.        [ÿproductÿdetailsÿ],Flower 3.5g,1145,11.45,34.02,3.0x,415688
Knights Hemplar        [ÿproductÿdetailsÿ],Flower 3.5g,43165,11.48,33.12,2.9x,412341
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Flower 3.5g,542405,11.48,33.85,2.9x,412882
Hannah Industries        [ÿproductÿdetailsÿ],Vape 0.5g,44174,11.49,34.78,3.0x,424223
Treedom        [ÿproductÿdetailsÿ],Concentrate 1.0g,9743,11.49,31.97,2.8x,413920
Doctor And Crook        [ÿproductÿdetailsÿ],Vape 0.5g,17870,11.5,33.02,2.9x,416831
Propacwa        [ÿproductÿdetailsÿ],Flower 3.5g,1782,11.5,35,3.0x,413133
Viscro Holdings        [ÿproductÿdetailsÿ],Concentrate 0.5g,1150,11.5,29.4,2.6x,412656
Dutch Brothers        [ÿproductÿdetailsÿ],Flower 3.5g,12646,11.51,38.56,3.3x,412246
Herbal Tech        [ÿproductÿdetailsÿ],Flower 3.5g,2170,11.51,33.97,3.0x,416272
Billows of Haze        [ÿproductÿdetailsÿ],Flower 3.5g,7742,11.52,38.36,3.3x,417631
Leaph        [ÿproductÿdetailsÿ],Concentrate 1.0g,17710,11.52,33.43,2.9x,417010
Ecc        [ÿproductÿdetailsÿ],Concentrate 1.0g,65703,11.55,32.71,2.8x,417148
Deepwater Botanicals        [ÿproductÿdetailsÿ],Flower 3.5g,15109,11.57,35.19,3.0x,412154
Nettles Unlimited        [ÿproductÿdetailsÿ],Flower 3.5g,16963,11.57,36.36,3.1x,412762
Growing Like a Weed        [ÿproductÿdetailsÿ],Flower 3.5g,27921,11.57,36.67,3.2x,419128
The High Point        [ÿproductÿdetailsÿ],Concentrate 1.0g,2595,11.57,30.96,2.7x,413625
Mother Earth Farms        [ÿproductÿdetailsÿ],Topical,1826,11.57,39.68,3.4x,425080
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 3.5g,13821,11.58,34.55,3.0x,418524
Cannaman Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6822,11.59,33.42,2.9x,419969
Leaph        [ÿproductÿdetailsÿ],Flower 3.5g,43497,11.6,36.53,3.2x,417010
