Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Cultivar Farms        [ÿproductÿdetailsÿ],Flower 1.0g,40523,4.35,12.16,2.8x,417095
Grx2        [ÿproductÿdetailsÿ],Flower 1.0g,1710,4.38,13.32,3.0x,424285
Grow Op Farms        [ÿproductÿdetailsÿ],Edible,188579,4.38,13.76,3.1x,413287
Leaves of Grass        [ÿproductÿdetailsÿ],Preroll 2.0g,4048,4.4,14.72,3.3x,416693
Gabriel        [ÿproductÿdetailsÿ],Preroll 1.5g,23849,4.41,12.72,2.9x,415997
Happy Valley Farms        [ÿproductÿdetailsÿ],Flower 1.0g,5814,4.41,14.46,3.3x,412567
Green Volcano Hemp Products        [ÿproductÿdetailsÿ],Flower 3.5g,21856,4.41,17.78,4.0x,412163
Odo        [ÿproductÿdetailsÿ],Concentrate 0.5g,1790,4.41,11.52,2.6x,417498
Mas Farms        [ÿproductÿdetailsÿ],Flower 1.0g,20428,4.45,13.09,2.9x,414232
Lilac City Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,4476,4.45,13.61,3.1x,415719
Emerald Peaks Garden        [ÿproductÿdetailsÿ],Flower 1.0g,8095,4.47,14.81,3.3x,414464
Premier Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,2585,4.47,13.56,3.0x,416062
Green Freedom        [ÿproductÿdetailsÿ],Concentrate 0.5g,10627,4.48,12.77,2.9x,412515
Northwest Grown Products        [ÿproductÿdetailsÿ],Preroll 2.0g,6255,4.5,16.53,3.7x,416462
Subx        [ÿproductÿdetailsÿ],Flower 1.0g,28125,4.5,13.32,3.0x,412111
Washington Bud Company        [ÿproductÿdetailsÿ],Flower 1.0g,4590,4.5,12.52,2.8x,412752
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Infused,1598,4.5,11.7,2.6x,413075
Ag Grow        [ÿproductÿdetailsÿ],Preroll 1.5g,1804,4.51,13.76,3.1x,412557
G&s Greenery        [ÿproductÿdetailsÿ],Infused,8252,4.52,13.8,3.1x,415986
Trichometechnologies        [ÿproductÿdetailsÿ],Flower 2.0g,2040,4.53,16.22,3.6x,412362
Hannah Industries        [ÿproductÿdetailsÿ],Flower 1.0g,50310,4.57,13.15,2.9x,424223
Mno        [ÿproductÿdetailsÿ],Concentrate 0.5g,3700,4.57,12.51,2.7x,413090
Clandestine Consulting        [ÿproductÿdetailsÿ],Flower 1.0g,58735,4.58,13.06,2.9x,414039
Leaph        [ÿproductÿdetailsÿ],Preroll 2.0g,1850,4.6,16.26,3.5x,417010
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 1.0g,10775,4.6,13.29,2.9x,412431
Sasquatch Greenhouses        [ÿproductÿdetailsÿ],Flower 2.0g,1840,4.6,12.6,2.7x,412208
Green Acre Pharms        [ÿproductÿdetailsÿ],Preroll 2.0g,1060,4.61,16.36,3.5x,413099
Avitas        [ÿproductÿdetailsÿ],Flower 1.0g,11715,4.64,14.12,3.0x,412759
Royal Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,1395,4.65,19.48,4.2x,413723
Mt Baker Homegrown        [ÿproductÿdetailsÿ],Concentrate 0.5g,1465,4.65,14.42,3.1x,412500
Sky High Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,8175,4.68,13.94,3.0x,424091
Crop Circle Co        [ÿproductÿdetailsÿ],Flower 1.0g,2054,4.7,15.95,3.4x,412105
Silica Phoenix        [ÿproductÿdetailsÿ],Edible,24923,4.71,13.65,2.9x,412236
Hang Roots        [ÿproductÿdetailsÿ],Preroll 1.5g,8229,4.72,13.02,2.8x,415771
Doc Croc        [ÿproductÿdetailsÿ],Preroll 2.0g,4096,4.78,15.96,3.3x,413948
Natural Mystic Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1425,4.81,15.4,3.2x,412155
Hash Way Recreational        [ÿproductÿdetailsÿ],Preroll 3.0g,16425,4.88,14.82,3.0x,421873
G&s Greenery        [ÿproductÿdetailsÿ],Preroll 2.0g,2390,4.89,13.96,2.9x,415986
Blooming City        [ÿproductÿdetailsÿ],Concentrate 1.0g,1266,4.89,15.88,3.3x,415853
Tumbleweed Farm        [ÿproductÿdetailsÿ],Flower 3.5g,2800,4.9,15.81,3.2x,412084
Calyx And Trichome Creations        [ÿproductÿdetailsÿ],Flower 1.0g,4214,4.91,12.53,2.6x,417106
Agrijuana        [ÿproductÿdetailsÿ],Flower 2.0g,3142,4.91,19.46,4.0x,415998
G&s Greenery        [ÿproductÿdetailsÿ],Flower 2.0g,4555,4.92,16.2,3.3x,415986
Okanogan Gold        [ÿproductÿdetailsÿ],Concentrate 1.0g,10061,4.97,17.33,3.5x,423115
Platinum Enterprises        [ÿproductÿdetailsÿ],Preroll 3.0g,1992,4.98,13.87,2.8x,414115
K&m Growers        [ÿproductÿdetailsÿ],Flower 3.5g,26579,4.98,16.6,3.3x,412249
M And R Distributing        [ÿproductÿdetailsÿ],Preroll 2.0g,3290,5,14.35,2.9x,412258
Docandyeti's        [ÿproductÿdetailsÿ],Preroll 2.0g,6185,5,14.69,2.9x,414041
Alis Group        [ÿproductÿdetailsÿ],Preroll 2.0g,1750,5,14.31,2.9x,415700
Blue Rock Acres        [ÿproductÿdetailsÿ],Preroll 3.0g,1025,5,19.51,3.9x,412357
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Preroll 3.0g,1000,5,13.57,2.7x,416406
Perecan Farm        [ÿproductÿdetailsÿ],Vape 0.5g,2500,5,14.78,3.0x,413667
North Coast Growers        [ÿproductÿdetailsÿ],Flower 1.0g,2050,5,13.02,2.6x,413163
Driftboat        [ÿproductÿdetailsÿ],Flower 1.0g,4710,5,13.84,2.8x,416551
High Five Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2515,5,15.81,3.2x,416746
Golden Leaf        [ÿproductÿdetailsÿ],Concentrate 0.5g,1400,5,18.86,3.8x,416548
Agro Couture        [ÿproductÿdetailsÿ],Concentrate 0.5g,3635,5,14.16,2.8x,417142
Medusa Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,1750,5,21.13,4.2x,412294
Mountain High Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,3574,5,23.44,4.7x,412576
NW Nectar        [ÿproductÿdetailsÿ],Concentrate 1.0g,6935,5,20.59,4.1x,415864
"Farmers Distributors-wa, Inc        [ÿproductÿdetailsÿ]",Concentrate 1.0g,34580,5,14.7,2.9x,420031
Stone Supply        [ÿproductÿdetailsÿ],Infused,1110,5,13.69,2.7x,413463
Knights Hemplar        [ÿproductÿdetailsÿ],Infused,7200,5,14.02,2.8x,412341
Evergreen Nirvana        [ÿproductÿdetailsÿ],Flower 3.5g,24043,5.01,21.79,4.4x,412263
Northwestpearl        [ÿproductÿdetailsÿ],Infused,41342,5.02,13.59,2.7x,413097
Orgrow        [ÿproductÿdetailsÿ],Flower 2.0g,4035,5.06,15.18,3.0x,412784
Honu Enterprises        [ÿproductÿdetailsÿ],Infused,1801,5.08,12.78,2.5x,412097
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,14454,5.1,14.64,2.9x,416902
Emerald Mountain        [ÿproductÿdetailsÿ],Edible,26092,5.1,14.81,2.9x,413176
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,28432,5.11,14.65,2.9x,412425
Cordus        [ÿproductÿdetailsÿ],Flower 2.0g,1518,5.15,20.85,4.0x,418921
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Vape 0.25g,5255,5.16,15.55,3.0x,413170
Nasty Jack's Candy Company        [ÿproductÿdetailsÿ],Edible,50455,5.16,12.52,2.4x,416105
Double Delicious        [ÿproductÿdetailsÿ],Concentrate 0.5g,4422,5.17,20.25,3.9x,414462
Prohibition Gold        [ÿproductÿdetailsÿ],Edible,1475,5.17,18.59,3.6x,416698
Agro Technic        [ÿproductÿdetailsÿ],Flower 3.5g,7000,5.2,16.46,3.2x,412266
Cinc-o-dos        [ÿproductÿdetailsÿ],Concentrate 1.0g,2164,5.2,25.77,5.0x,412566
Circanna        [ÿproductÿdetailsÿ],Concentrate 0.5g,2920,5.21,15.38,3.0x,413174
Top Shelf        [ÿproductÿdetailsÿ],Infused,7754,5.23,13.31,2.5x,423396
Absolute Oils        [ÿproductÿdetailsÿ],Edible,3389,5.24,13.34,2.5x,415964
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Vape 0.5g,2295,5.25,19.15,3.6x,413170
Pinoy Inc        [ÿproductÿdetailsÿ],Flower 3.5g,2208,5.27,18.09,3.4x,424047
Fc Processor-3        [ÿproductÿdetailsÿ],Flower 3.5g,6874,5.3,15.01,2.8x,413952
Curious Crow Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,7471,5.32,25.36,4.8x,416657
Agrijuana        [ÿproductÿdetailsÿ],Vape 0.5g,17827,5.33,15.75,3.0x,415998
Lucky Devil Farms        [ÿproductÿdetailsÿ],Flower 2.0g,7200,5.33,17.61,3.3x,414040
Peak Supply        [ÿproductÿdetailsÿ],Flower 3.5g,14997,5.37,20.63,3.8x,413077
Inflorescence        [ÿproductÿdetailsÿ],Flower 2.0g,1935,5.38,18.56,3.5x,415156
Hash Way Recreational        [ÿproductÿdetailsÿ],Concentrate 1.0g,8060,5.38,14.57,2.7x,421873
C Block Group        [ÿproductÿdetailsÿ],Concentrate 1.0g,8384,5.39,19.51,3.6x,412728
Leaves of Grass        [ÿproductÿdetailsÿ],Flower 2.0g,4620,5.41,19.05,3.5x,416693
Big River Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,9858,5.42,16.17,3.0x,415726
Aurum Farms        [ÿproductÿdetailsÿ],Flower 1.0g,16438,5.44,15.23,2.8x,424484
Blue Sky Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,37980,5.44,16.39,3.0x,412969
Tom's Hemp&cannabis        [ÿproductÿdetailsÿ],Topical,3000,5.44,14.21,2.6x,412648
Gecko Growers        [ÿproductÿdetailsÿ],Flower 3.5g,2502,5.45,20.02,3.7x,412135
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 2.0g,1938,5.46,18.56,3.4x,412357
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,81209,5.46,17.93,3.3x,417001
W.o.w. Industries        [ÿproductÿdetailsÿ],Concentrate 0.5g,4598,5.46,13.87,2.5x,413922
Evergrow Northwest        [ÿproductÿdetailsÿ],Concentrate 1.0g,3239,5.46,21.22,3.9x,416804
Fourdub        [ÿproductÿdetailsÿ],Flower 2.0g,2143,5.47,20.94,3.8x,413165
North Coast Growers        [ÿproductÿdetailsÿ],Preroll 1.0g,11649,5.5,14.1,2.6x,413163
Tj's Organics        [ÿproductÿdetailsÿ],Flower 1.0g,6699,5.5,13.99,2.5x,416941
Sweet Pack        [ÿproductÿdetailsÿ],Flower 3.5g,3020,5.5,17,3.1x,416493
Snowcrest        [ÿproductÿdetailsÿ],Concentrate 0.5g,6105,5.5,18.34,3.3x,417291
Leef        [ÿproductÿdetailsÿ],Infused,1650,5.5,16.25,3.0x,413085
Saturn Group        [ÿproductÿdetailsÿ],Topical,20897,5.51,17.22,3.1x,412112
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4250,5.52,14.96,2.7x,418524
Winterlife        [ÿproductÿdetailsÿ],Infused,6950,5.52,16.72,3.0x,412808
Redtail        [ÿproductÿdetailsÿ],Flower 3.5g,4080,5.54,20.96,3.8x,416310
Be Kind Buds        [ÿproductÿdetailsÿ],Flower 3.5g,13893,5.54,19.44,3.5x,416353
Black Diamond Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,18114,5.54,25.74,4.6x,416511
Miller Marijuana Farms        [ÿproductÿdetailsÿ],Flower 3.5g,7101,5.55,14.98,2.7x,423175
Dogtown Pioneers        [ÿproductÿdetailsÿ],Edible,70326,5.56,15.99,2.9x,416538
New Leaf Enterprises        [ÿproductÿdetailsÿ],Flower 2.0g,17144,5.57,19.97,3.6x,412070
Forbidden Farms        [ÿproductÿdetailsÿ],Infused,30095,5.57,14.3,2.6x,412274
Dynamic Harvest        [ÿproductÿdetailsÿ],Concentrate 1.0g,3766,5.63,18.01,3.2x,416393
Suspended Brands        [ÿproductÿdetailsÿ],Flower 2.0g,3600,5.66,16.07,2.8x,412132
Chipper Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,21528,5.67,12.18,2.1x,412622
Fractal        [ÿproductÿdetailsÿ],Edible,36372,5.67,15.91,2.8x,417364
Bang's Cannabis Company        [ÿproductÿdetailsÿ],Infused,14286,5.67,16.67,2.9x,412402
Quincy Green        [ÿproductÿdetailsÿ],Flower 2.0g,1449,5.68,21.79,3.8x,412358
Fine Detail Greenway        [ÿproductÿdetailsÿ],Preroll 2.0g,3067,5.7,19.13,3.4x,412400
Saturn Group        [ÿproductÿdetailsÿ],Flower 2.0g,22030,5.7,16.2,2.8x,412112
Peace & Love Productions        [ÿproductÿdetailsÿ],Concentrate 1.0g,15323,5.7,17,3.0x,413193
Naked Emperor        [ÿproductÿdetailsÿ],Concentrate 1.0g,12730,5.71,16.66,2.9x,416231
Puffin Farm        [ÿproductÿdetailsÿ],Preroll 1.5g,1782,5.75,17.56,3.1x,413021
E & B Growers        [ÿproductÿdetailsÿ],Flower 2.0g,1250,5.75,12.07,2.1x,412449
Pioneer Farm        [ÿproductÿdetailsÿ],Flower 7.0g,4391,5.75,20.66,3.6x,416106
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 0.5g,2053,5.75,17.49,3.0x,415998
Loaded Soda        [ÿproductÿdetailsÿ],Edible,26976,5.75,16.87,2.9x,417192
Herbal Research And Development        [ÿproductÿdetailsÿ],Infused,2918,5.76,21.66,3.8x,412645
Double Delicious        [ÿproductÿdetailsÿ],Vape 0.5g,108258,5.79,20.81,3.6x,414462
Skagit Organics        [ÿproductÿdetailsÿ],Infused,8915,5.79,15.4,2.7x,412843
Upper Skagit Ventures        [ÿproductÿdetailsÿ],Flower 2.0g,1653,5.8,18.44,3.2x,416027
Dynamic Harvest        [ÿproductÿdetailsÿ],Flower 2.0g,1914,5.8,14.41,2.5x,416393
North Gardens        [ÿproductÿdetailsÿ],Concentrate 0.5g,1080,5.81,18.12,3.1x,416448
Buddy Boy Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4040,5.82,17.69,3.0x,412053
502 Processor's Group        [ÿproductÿdetailsÿ],Flower 3.5g,5042,5.82,20.35,3.5x,413478
Root Down        [ÿproductÿdetailsÿ],Flower 2.0g,7800,5.83,17.89,3.1x,412273
12/12 Gardens        [ÿproductÿdetailsÿ],Infused,7596,5.83,14.37,2.5x,417272
509 Da Kine        [ÿproductÿdetailsÿ],Flower 2.0g,1146,5.84,17.68,3.0x,412599
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Flower 3.5g,10138,5.84,16.9,2.9x,413170
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Flower 2.0g,2718,5.85,16.91,2.9x,416406
D And S Farms        [ÿproductÿdetailsÿ],Flower 3.5g,11144,5.85,18.57,3.2x,412831
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Infused,2258,5.85,16.46,2.8x,416902
North Coast Concentrates        [ÿproductÿdetailsÿ],Concentrate 0.5g,1010,5.88,16.74,2.8x,79912
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,3060,5.88,18.56,3.2x,413170
"Sea of Green, LLC        [ÿproductÿdetailsÿ]",Flower 3.5g,2279,5.89,27.92,4.7x,412819
"Gorge Processing, LLC        [ÿproductÿdetailsÿ]",Edible,6064,5.92,17.24,2.9x,416557
Medusa Gardens        [ÿproductÿdetailsÿ],Infused,8915,5.92,18.15,3.1x,412294
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,11144,5.93,18.3,3.1x,413170
Wow Weed        [ÿproductÿdetailsÿ],Flower 7.0g,2866,5.95,28.66,4.8x,413038
Sitka Packaging        [ÿproductÿdetailsÿ],Flower 2.0g,3273,5.96,17.73,3.0x,412952
Saturn Group        [ÿproductÿdetailsÿ],Preroll 3.0g,34972,5.97,17.66,3.0x,412112
Sourface        [ÿproductÿdetailsÿ],Flower 3.5g,23354,5.97,15.6,2.6x,412679
Winterlife        [ÿproductÿdetailsÿ],Flower 3.5g,2490,5.99,19.14,3.2x,412808
Red Ridge Farmns        [ÿproductÿdetailsÿ],Edible,6264,5.99,20.4,3.4x,412627
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Edible,573547,5.99,20.79,3.5x,412882
Washington Bud Company        [ÿproductÿdetailsÿ],Preroll 1.25g,1530,6,16.78,2.8x,412752
Cedar Creek Cannabis        [ÿproductÿdetailsÿ],Preroll 1.5g,1440,6,17.03,2.8x,415971
Spinning Heads        [ÿproductÿdetailsÿ],Preroll 2.0g,3702,6,17.67,2.9x,413718
Surefire Growers        [ÿproductÿdetailsÿ],Preroll 2.0g,1914,6,19.55,3.3x,415813
Green Dreamer        [ÿproductÿdetailsÿ],Flower 1.0g,2364,6,15.38,2.6x,413469
Cascade Crops        [ÿproductÿdetailsÿ],Flower 2.0g,1675,6,17.3,2.9x,412077
Bondi Farms        [ÿproductÿdetailsÿ],Flower 2.0g,5376,6,18.84,3.1x,412141
Om Shiv        [ÿproductÿdetailsÿ],Flower 2.0g,2400,6,14.57,2.4x,412235
Red Frog        [ÿproductÿdetailsÿ],Flower 2.0g,7800,6,18.86,3.1x,412437
Cascadia Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,3900,6,21.27,3.5x,412964
Rochester Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1898,6,16.39,2.7x,413002
Double Dutch        [ÿproductÿdetailsÿ],Flower 2.0g,1225,6,15.97,2.7x,413084
Kai'dro        [ÿproductÿdetailsÿ],Flower 2.0g,2730,6,19.05,3.2x,413652
Kush Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1860,6,17.49,2.9x,414287
Sysco Pancho's        [ÿproductÿdetailsÿ],Flower 2.0g,1133,6,20.57,3.4x,415762
Gardens Royale        [ÿproductÿdetailsÿ],Flower 2.0g,1200,6,19.02,3.2x,416700
Boggy Boon        [ÿproductÿdetailsÿ],Flower 2.0g,2796,6,19.29,3.2x,416935
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 2.0g,9522,6,20.23,3.4x,421941
Black Sands Ranch        [ÿproductÿdetailsÿ],Flower 3.5g,7092,6,18.24,3.0x,412329
Greenzone        [ÿproductÿdetailsÿ],Flower 3.5g,1560,6,19.74,3.3x,412529
Green Labs        [ÿproductÿdetailsÿ],Flower 3.5g,2160,6,19.65,3.3x,413076
Weedies        [ÿproductÿdetailsÿ],Flower 3.5g,6444,6,21.68,3.6x,415873
Buddy Boy Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,2004,6,21.44,3.6x,412053
Coastal Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,2706,6,17.4,2.9x,412408
All Green Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,2400,6,20.19,3.4x,416330
Herbal Research And Development        [ÿproductÿdetailsÿ],Concentrate 1.0g,1020,6,23.75,4.0x,412645
Sideways Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,1800,6,20,3.3x,412959
Kibble Junction        [ÿproductÿdetailsÿ],Concentrate 1.0g,16800,6,18.48,3.1x,413335
The Happy Crowd        [ÿproductÿdetailsÿ],Concentrate 1.0g,2100,6,11.74,2.0x,416843
"Mrs Green Jeans & the Captain, LLC        [ÿproductÿdetailsÿ]",Concentrate 1.0g,1626,6,19.38,3.2x,423373
Heavenly Buds        [ÿproductÿdetailsÿ],Infused,2454,6,16.75,2.8x,417147
Venspark        [ÿproductÿdetailsÿ],Edible,20576,6.07,9.7,1.6x,417326
Alon        [ÿproductÿdetailsÿ],Concentrate 1.0g,17452,6.08,19.59,3.2x,422685
Lopez And Orr Co        [ÿproductÿdetailsÿ],Flower 3.5g,38010,6.1,17.01,2.8x,417295
Grower George        [ÿproductÿdetailsÿ],Concentrate 1.0g,6651,6.12,18.52,3.0x,413950
Central Farms LLC        [ÿproductÿdetailsÿ],Flower 3.5g,95114,6.14,21.24,3.5x,412792
Green Freedom        [ÿproductÿdetailsÿ],Flower 2.0g,7053,6.15,20.14,3.3x,412515
Evergreen Herbal        [ÿproductÿdetailsÿ],Infused,19641,6.15,15.83,2.6x,78256
Mountain High Organics        [ÿproductÿdetailsÿ],Flower 2.0g,1062,6.17,27.54,4.5x,412576
Curious Crow Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,3908,6.17,21.41,3.5x,416657
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 2.0g,14589,6.18,18.57,3.0x,416462
Prohibition Brands        [ÿproductÿdetailsÿ],Preroll 1.5g,6677,6.2,18.07,2.9x,414042
Doc Croc        [ÿproductÿdetailsÿ],Flower 2.0g,2534,6.2,15.95,2.6x,413948
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Concentrate 0.25g,2200,6.2,18.7,3.0x,417068
Growing Like a Weed        [ÿproductÿdetailsÿ],Concentrate 1.0g,18885,6.22,18.66,3.0x,419128
Fireweed Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1318,6.23,19.25,3.1x,417794
Northwest Preferred        [ÿproductÿdetailsÿ],Flower 2.0g,1070,6.25,19.68,3.1x,417127
The High Point        [ÿproductÿdetailsÿ],Flower 2.0g,9482,6.26,17.62,2.8x,413625
Green Labs        [ÿproductÿdetailsÿ],Edible,122043,6.26,19.41,3.1x,413076
Millennium Marijuana        [ÿproductÿdetailsÿ],Concentrate 0.5g,21270,6.27,18.28,2.9x,413432
Grow Op Farms        [ÿproductÿdetailsÿ],Flower 2.0g,155676,6.28,19.48,3.1x,413287
Acme Acres LLC        [ÿproductÿdetailsÿ],Flower 3.5g,9972,6.29,22.39,3.6x,412892
Medicine Woman        [ÿproductÿdetailsÿ],Flower 3.5g,1682,6.3,18.51,2.9x,413179
M And R Distributing        [ÿproductÿdetailsÿ],Flower 2.0g,6477,6.33,18.03,2.8x,412258
Green Brothers Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1961,6.34,21.02,3.3x,417950
Viva Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,92681,6.34,18.27,2.9x,416609
Viva Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,105277,6.35,19.02,3.0x,416609
High End Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1280,6.37,17.93,2.8x,414200
D And S Farms        [ÿproductÿdetailsÿ],Flower 7.0g,6691,6.37,19.46,3.1x,412831
Rochester Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,14760,6.37,22.75,3.6x,413002
Washington Packaging And Processing        [ÿproductÿdetailsÿ],Flower 3.5g,1830,6.38,18.29,2.9x,424045
Skagit Organics        [ÿproductÿdetailsÿ],Flower 2.0g,39166,6.39,18.69,2.9x,412843
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Concentrate 1.0g,275077,6.39,20.6,3.2x,416502
Daring Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6994,6.4,16.17,2.5x,415881
Inland Empire Growing        [ÿproductÿdetailsÿ],Concentrate 1.0g,4232,6.44,22.19,3.4x,412760
D And L Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,4356,6.45,19.71,3.1x,416400
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Concentrate 0.5g,1925,6.45,18.72,2.9x,417068
Legal Beverages        [ÿproductÿdetailsÿ],Edible,109028,6.45,17.76,2.8x,412373
Bmf Washington        [ÿproductÿdetailsÿ],Flower 2.0g,10517,6.47,19.75,3.1x,412149
El Rey De La Kush        [ÿproductÿdetailsÿ],Flower 2.0g,9366,6.47,19.04,2.9x,422324
Forbidden Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,10152,6.48,16.79,2.6x,412274
Edgemont Group        [ÿproductÿdetailsÿ],Flower 2.0g,1896,6.49,19.08,2.9x,422993
Omg Sykes        [ÿproductÿdetailsÿ],Flower 2.0g,2015,6.5,23.53,3.6x,412720
Going Green        [ÿproductÿdetailsÿ],Flower 2.0g,3575,6.5,18.53,2.9x,413110
Emerald Peaks        [ÿproductÿdetailsÿ],Flower 2.0g,4030,6.5,20.85,3.2x,416198
Hill Top Growers        [ÿproductÿdetailsÿ],Flower 3.5g,6825,6.5,22.2,3.4x,425153
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 7.0g,2620,6.5,18.7,2.9x,412357
Ag Grow        [ÿproductÿdetailsÿ],Concentrate 1.0g,2242,6.5,19.35,3.0x,412557
Northwest Grown Products        [ÿproductÿdetailsÿ],Concentrate 1.0g,1788,6.5,19.04,2.9x,416462
Fireweed Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8099,6.5,14.67,2.3x,417794
The Greenery Extracts        [ÿproductÿdetailsÿ],Edible,20099,6.5,20.56,3.2x,416982
Bella Jane's        [ÿproductÿdetailsÿ],Flower 2.0g,3813,6.51,19.28,3.0x,416762
Top Shelf        [ÿproductÿdetailsÿ],Preroll 3.0g,8748,6.53,20.54,3.1x,423396
Growstate-one        [ÿproductÿdetailsÿ],Concentrate 1.0g,128921,6.55,20.45,3.1x,414395
White Star        [ÿproductÿdetailsÿ],Concentrate 1.0g,39601,6.56,17.44,2.7x,416579
Jbc Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2895,6.58,24.76,3.8x,412196
Kettle River Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,78880,6.58,19.49,3.0x,416050
Exotic Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,1850,6.6,22.65,3.4x,415932
Craft Elixirs        [ÿproductÿdetailsÿ],Edible,41141,6.61,18.46,2.8x,415697
Pacific Glo        [ÿproductÿdetailsÿ],Concentrate 1.0g,11560,6.62,20.56,3.1x,422928
Alpha Budz        [ÿproductÿdetailsÿ],Concentrate 1.0g,4280,6.63,20.43,3.1x,413066
Sunshine Farming        [ÿproductÿdetailsÿ],Concentrate 1.0g,30381,6.64,21.9,3.3x,412869
Prohibition Brands        [ÿproductÿdetailsÿ],Preroll 3.0g,1676,6.65,19,2.9x,414042
Cascade Growers        [ÿproductÿdetailsÿ],Flower 3.5g,1995,6.65,19.49,2.9x,412180
Sourface        [ÿproductÿdetailsÿ],Concentrate 1.0g,7798,6.65,14.67,2.2x,412679
Royale Leisure Industries        [ÿproductÿdetailsÿ],Edible,52959,6.65,22.81,3.4x,414474
Pcf Management        [ÿproductÿdetailsÿ],Concentrate 1.0g,4063,6.66,20.34,3.1x,412062
Greater Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,1998,6.66,19.48,2.9x,423329
THC Partners        [ÿproductÿdetailsÿ],Edible,7788,6.66,16.66,2.5x,415987
Klaritie Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,4552,6.67,20.8,3.1x,419959
Evergreen Production        [ÿproductÿdetailsÿ],Flower 2.0g,11765,6.68,22.13,3.3x,412815
Golden Tree        [ÿproductÿdetailsÿ],Flower 2.0g,17955,6.68,22.62,3.4x,416107
Winterlife        [ÿproductÿdetailsÿ],Edible,64298,6.68,20.16,3.0x,412808
Sitka Packaging        [ÿproductÿdetailsÿ],Infused,40980,6.69,16.14,2.4x,412952
West Plains Ag        [ÿproductÿdetailsÿ],Flower 2.0g,5135,6.7,21.26,3.2x,412754
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Flower 2.0g,43822,6.71,20.03,3.0x,412882
Rock Island Farm        [ÿproductÿdetailsÿ],Flower 2.0g,2162,6.72,22.96,3.4x,425023
Double Delicious        [ÿproductÿdetailsÿ],Concentrate 1.0g,6938,6.72,21.86,3.3x,414462
