Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Freya Farm        [ÿproductÿdetailsÿ],Flower 1.0g,5812,4.31,12.48,2.9x,416690
Grow Op Farms        [ÿproductÿdetailsÿ],Edible,220224,4.31,14.39,3.3x,413287
Black Diamond Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,12592,4.32,17.51,4.1x,416511
Edgemont Group        [ÿproductÿdetailsÿ],Preroll 1.5g,9968,4.33,13.39,3.1x,422993
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Flower 1.0g,44323,4.33,12.76,2.9x,417068
Sky High Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,11450,4.33,12.78,3.0x,424091
Harmony Farms        [ÿproductÿdetailsÿ],Flower 1.0g,14888,4.34,13.4,3.1x,415449
Lm Digital        [ÿproductÿdetailsÿ],Infused,131847,4.34,12.99,3.0x,417214
Tom's Hemp&cannabis        [ÿproductÿdetailsÿ],Infused,1020,4.35,11.48,2.6x,412648
Premium Creations        [ÿproductÿdetailsÿ],Edible,19745,4.35,13.05,3.0x,417586
G&s Greenery        [ÿproductÿdetailsÿ],Concentrate 0.5g,1060,4.36,12.37,2.8x,415986
Leaves of Grass        [ÿproductÿdetailsÿ],Preroll 2.0g,7084,4.4,14.26,3.2x,416693
Clandestine Consulting        [ÿproductÿdetailsÿ],Flower 1.0g,45565,4.4,13.01,3.0x,414039
Origin Cannabis Company        [ÿproductÿdetailsÿ],Flower 1.0g,4420,4.4,12.99,3.0x,415695
Driftboat        [ÿproductÿdetailsÿ],Flower 1.0g,4588,4.45,13.9,3.1x,416551
Gabriel        [ÿproductÿdetailsÿ],Preroll 1.5g,25086,4.46,12.58,2.8x,415997
Mas Farms        [ÿproductÿdetailsÿ],Flower 1.0g,10809,4.47,12.42,2.8x,414232
Kibble Junction        [ÿproductÿdetailsÿ],Concentrate 1.0g,30762,4.49,12.22,2.7x,413335
Northwest Grown Products        [ÿproductÿdetailsÿ],Preroll 2.0g,15052,4.5,14.43,3.2x,416462
Subx        [ÿproductÿdetailsÿ],Flower 1.0g,29250,4.5,13.09,2.9x,412111
Happy Valley Farms        [ÿproductÿdetailsÿ],Flower 1.0g,3758,4.5,14.74,3.3x,412567
Washington Bud Company        [ÿproductÿdetailsÿ],Flower 1.0g,7088,4.5,13.13,2.9x,412752
420 Growers And Processors        [ÿproductÿdetailsÿ],Flower 3.5g,12661,4.5,21.95,4.9x,412200
Black Sands Ranch        [ÿproductÿdetailsÿ],Flower 3.5g,5595,4.5,18.71,4.2x,412329
Blue Roots Cannabis        [ÿproductÿdetailsÿ],Infused,2916,4.5,12.99,2.9x,413075
Hannah Industries        [ÿproductÿdetailsÿ],Flower 1.0g,50919,4.51,13.22,2.9x,424223
Heavenly Buds        [ÿproductÿdetailsÿ],Edible,1808,4.54,8.51,1.9x,417147
Avitas        [ÿproductÿdetailsÿ],Flower 1.0g,10973,4.56,13.54,3.0x,412759
Alis Group        [ÿproductÿdetailsÿ],Infused,5891,4.56,12.13,2.7x,415700
Honu Enterprises        [ÿproductÿdetailsÿ],Infused,1558,4.56,12.07,2.6x,412097
Symington Holdings Ii        [ÿproductÿdetailsÿ],Flower 1.0g,1649,4.58,12.48,2.7x,415777
Lifted Holdings        [ÿproductÿdetailsÿ],Preroll 1.0g,15301,4.59,9.15,2.0x,417174
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 1.0g,15870,4.64,13.6,2.9x,412431
Viva Cannabis        [ÿproductÿdetailsÿ],Flower 2.0g,6193,4.67,10.89,2.3x,416609
Sourface        [ÿproductÿdetailsÿ],Flower 3.5g,15560,4.7,13.97,3.0x,412679
"M-r Wholesale, LLC        [ÿproductÿdetailsÿ]",Edible,14167,4.7,15.89,3.4x,412634
Green Acre Pharms        [ÿproductÿdetailsÿ],Infused,1478,4.71,13.19,2.8x,413099
G&s Greenery        [ÿproductÿdetailsÿ],Preroll 2.0g,1815,4.72,14.58,3.1x,415986
Ag Grow        [ÿproductÿdetailsÿ],Preroll 1.5g,1069,4.75,13.87,2.9x,412557
Sasquatch Greenhouses        [ÿproductÿdetailsÿ],Flower 2.0g,1920,4.8,12.2,2.5x,412208
Laughing Grass Marijuana Production And Proce        [ÿproductÿdetailsÿ],Flower 2.0g,1260,4.8,13.48,2.8x,414145
Fire Four LLC        [ÿproductÿdetailsÿ],Infused,2865,4.8,13.71,2.9x,416795
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4445,4.85,14.79,3.1x,418524
Viva Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,80623,4.89,16.75,3.4x,416609
Gensys One        [ÿproductÿdetailsÿ],Flower 3.5g,3920,4.9,15.77,3.2x,412593
Techbud        [ÿproductÿdetailsÿ],Concentrate 1.0g,8840,4.91,12.82,2.6x,423188
Leaph        [ÿproductÿdetailsÿ],Preroll 2.0g,5500,4.93,15.38,3.1x,417010
502 Processor's Group        [ÿproductÿdetailsÿ],Flower 3.5g,15260,4.94,17.83,3.6x,413478
Okanogan Gold        [ÿproductÿdetailsÿ],Concentrate 1.0g,10684,4.95,15.08,3.0x,423115
Tumbleweed Farm        [ÿproductÿdetailsÿ],Flower 3.5g,2975,4.96,16.03,3.2x,412084
Curious Crow Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,18250,4.97,18.33,3.7x,416657
Northwestpearl        [ÿproductÿdetailsÿ],Infused,76780,4.98,13.54,2.7x,413097
Docandyeti's        [ÿproductÿdetailsÿ],Preroll 2.0g,10355,5,14.74,2.9x,414041
Fine Detail Greenway        [ÿproductÿdetailsÿ],Preroll 3.0g,1000,5,14.26,2.9x,412400
Hash Way Recreational        [ÿproductÿdetailsÿ],Preroll 3.0g,8975,5,15.08,3.0x,421873
Calyx And Trichome Creations        [ÿproductÿdetailsÿ],Flower 1.0g,3250,5,11.79,2.4x,417106
Cascade Growers        [ÿproductÿdetailsÿ],Flower 2.0g,3880,5,16.93,3.4x,412180
Fresh Kind Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2100,5,16.02,3.2x,416039
Lopez And Orr Co        [ÿproductÿdetailsÿ],Flower 2.0g,2215,5,14.64,2.9x,417295
Naked Emperor        [ÿproductÿdetailsÿ],Flower 3.5g,1530,5,14.77,3.0x,416231
Caldwell Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,6620,5,20.7,4.1x,417087
O.b.c. LLC        [ÿproductÿdetailsÿ],Flower 7.0g,2170,5,21.14,4.2x,416544
Okanogan Gold        [ÿproductÿdetailsÿ],Flower 7.0g,1155,5,14.62,2.9x,423115
Nettles Unlimited        [ÿproductÿdetailsÿ],Concentrate 0.5g,1825,5,15.77,3.2x,412762
Mno        [ÿproductÿdetailsÿ],Concentrate 0.5g,1000,5,24.45,4.9x,413090
Kai'dro        [ÿproductÿdetailsÿ],Concentrate 0.5g,1575,5,14.58,2.9x,413652
Chipper Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,3625,5,16.44,3.3x,412622
Sunnyside Northwest        [ÿproductÿdetailsÿ],Concentrate 1.0g,1250,5,15.88,3.2x,416672
Happy Hill Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,25950,5,14.16,2.8x,416800
Venspark        [ÿproductÿdetailsÿ],Concentrate 1.0g,2165,5,11.65,2.3x,417326
Henderson Distribution        [ÿproductÿdetailsÿ],Concentrate 1.0g,7820,5,17.17,3.4x,417460
Urban Farms of Washington        [ÿproductÿdetailsÿ],Concentrate 1.0g,12210,5,10.38,2.1x,422323
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Infused,2475,5,13.45,2.7x,412431
Stone Supply        [ÿproductÿdetailsÿ],Infused,4140,5,13.77,2.8x,413463
Knights Hemplar        [ÿproductÿdetailsÿ],Infused,13070,5,14.31,2.9x,412341
Oleum Extracts        [ÿproductÿdetailsÿ],Infused,2400,5,13.82,2.8x,412991
M And R Distributing        [ÿproductÿdetailsÿ],Preroll 2.0g,7432,5.01,14.42,2.9x,412258
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,33602,5.01,14.62,2.9x,412425
G&s Greenery        [ÿproductÿdetailsÿ],Infused,5274,5.01,14.32,2.9x,415986
Winterlife        [ÿproductÿdetailsÿ],Infused,3613,5.03,18.03,3.6x,412808
Green Volcano Hemp Products        [ÿproductÿdetailsÿ],Flower 3.5g,11104,5.06,17.12,3.4x,412163
Alis Group        [ÿproductÿdetailsÿ],Concentrate 1.0g,2147,5.06,14.35,2.8x,415700
Double Delicious        [ÿproductÿdetailsÿ],Flower 2.0g,3730,5.08,15.89,3.1x,414462
Silica Phoenix        [ÿproductÿdetailsÿ],Edible,46804,5.1,14.6,2.9x,412236
Emerald Mountain        [ÿproductÿdetailsÿ],Edible,37691,5.12,15.11,3.0x,413176
Hash Way Recreational        [ÿproductÿdetailsÿ],Concentrate 1.0g,21746,5.13,14.9,2.9x,421873
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 2.0g,3341,5.14,17.96,3.5x,412357
K&m Growers        [ÿproductÿdetailsÿ],Flower 3.5g,20809,5.14,16.06,3.1x,412249
"Farmers Distributors-wa, Inc        [ÿproductÿdetailsÿ]",Concentrate 1.0g,55425,5.16,14.98,2.9x,420031
Central Farms LLC        [ÿproductÿdetailsÿ],Flower 3.5g,128328,5.17,21.87,4.2x,412792
D And S Farms        [ÿproductÿdetailsÿ],Flower 3.5g,9961,5.17,20.04,3.9x,412831
Cascadia Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,13070,5.19,17.63,3.4x,412964
G&s Greenery        [ÿproductÿdetailsÿ],Flower 2.0g,4649,5.19,16.27,3.1x,415986
THC Partners        [ÿproductÿdetailsÿ],Edible,6277,5.23,13.29,2.5x,415987
Fc Processor-3        [ÿproductÿdetailsÿ],Flower 3.5g,5114,5.24,17.37,3.3x,413952
Crystal Forest Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1575,5.25,28.65,5.5x,415694
Footprint Biosciences        [ÿproductÿdetailsÿ],Flower 3.5g,2488,5.25,15.78,3.0x,419152
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,2085,5.25,17.8,3.4x,413170
Dynamic Harvest        [ÿproductÿdetailsÿ],Concentrate 1.0g,3100,5.25,18.12,3.5x,416393
Nasty Jack's Candy Company        [ÿproductÿdetailsÿ],Edible,45450,5.28,14.06,2.7x,416105
Kelly Production And Processing        [ÿproductÿdetailsÿ],Flower 2.0g,1880,5.29,20.8,3.9x,413143
Double Delicious        [ÿproductÿdetailsÿ],Concentrate 0.5g,10965,5.29,20.79,3.9x,414462
Perecan Farm        [ÿproductÿdetailsÿ],Vape 0.5g,1583,5.3,15.2,2.9x,413667
Hells Canyon Cannabis Company        [ÿproductÿdetailsÿ],Preroll 3.0g,1240,5.33,15.15,2.8x,417202
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Vape 0.25g,2920,5.33,15.84,3.0x,413170
Dogtown Pioneers        [ÿproductÿdetailsÿ],Edible,70426,5.34,16.06,3.0x,416538
Aurum Farms        [ÿproductÿdetailsÿ],Flower 1.0g,15787,5.36,14.9,2.8x,424484
Leaves of Grass        [ÿproductÿdetailsÿ],Flower 2.0g,4360,5.4,19.69,3.6x,416693
Saturn Group        [ÿproductÿdetailsÿ],Topical,38448,5.42,16.86,3.1x,412112
New Horizon Holdings        [ÿproductÿdetailsÿ],Flower 2.0g,1837,5.47,16.65,3.0x,415752
Viva Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,115958,5.47,17.7,3.2x,416609
Fractal        [ÿproductÿdetailsÿ],Edible,28409,5.47,16.17,3.0x,417364
New Leaf Enterprises        [ÿproductÿdetailsÿ],Flower 2.0g,16372,5.48,19.67,3.6x,412070
Tj's Organics        [ÿproductÿdetailsÿ],Flower 1.0g,7997,5.5,14.91,2.7x,416941
Green Zombie        [ÿproductÿdetailsÿ],Concentrate 0.5g,2200,5.5,12.55,2.3x,414114
Leef        [ÿproductÿdetailsÿ],Infused,3025,5.5,17.25,3.1x,413085
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 0.5g,2067,5.52,20.35,3.7x,415998
Daring Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6995,5.54,14,2.5x,415881
Agro Couture        [ÿproductÿdetailsÿ],Concentrate 0.5g,5100,5.55,15.38,2.8x,417142
Sysco Pancho's        [ÿproductÿdetailsÿ],Flower 2.0g,2493,5.57,20.33,3.6x,415762
Sweet Pack        [ÿproductÿdetailsÿ],Flower 3.5g,1670,5.57,17.37,3.1x,416493
Fine Detail Greenway        [ÿproductÿdetailsÿ],Preroll 2.0g,1466,5.59,18.49,3.3x,412400
Full Throttle Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1120,5.6,15.61,2.8x,412636
Prohibition Brands        [ÿproductÿdetailsÿ],Preroll 1.5g,2860,5.61,17.49,3.1x,414042
Forbidden Farms        [ÿproductÿdetailsÿ],Infused,48093,5.63,13.87,2.5x,412274
Washington Packaging And Processing        [ÿproductÿdetailsÿ],Flower 3.5g,2874,5.67,17.55,3.1x,424045
Str8fire Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,5223,5.68,16.77,3.0x,413337
Blue Sky Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,31994,5.69,18.09,3.2x,412969
Saturn Group        [ÿproductÿdetailsÿ],Flower 2.0g,17528,5.7,16.02,2.8x,412112
Forbidden Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8906,5.73,14.49,2.5x,412274
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,67245,5.74,17.94,3.1x,417001
Puffin Farm        [ÿproductÿdetailsÿ],Preroll 1.5g,1380,5.75,17.56,3.1x,413021
Cinc-o-dos        [ÿproductÿdetailsÿ],Flower 3.5g,1596,5.75,18.06,3.1x,412566
Peace & Love Productions        [ÿproductÿdetailsÿ],Concentrate 1.0g,7653,5.75,17.78,3.1x,413193
Heritage Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2386,5.75,18.29,3.2x,416614
Bondi Farms        [ÿproductÿdetailsÿ],Flower 2.0g,6784,5.76,18.09,3.1x,412141
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 2.0g,16569,5.76,17.73,3.1x,416462
Agro Technic        [ÿproductÿdetailsÿ],Flower 3.5g,2918,5.77,18.92,3.3x,412266
Carson Unlimited        [ÿproductÿdetailsÿ],Flower 3.5g,8460,5.78,18.08,3.1x,420287
The Greenery Extracts        [ÿproductÿdetailsÿ],Edible,28759,5.78,17.71,3.1x,416982
Greencrest Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,2055,5.8,23.43,4.0x,417069
Klaritie Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,1300,5.8,19.32,3.3x,419959
Double Delicious        [ÿproductÿdetailsÿ],Vape 0.5g,165914,5.82,20.28,3.5x,414462
Doc Croc        [ÿproductÿdetailsÿ],Flower 2.0g,3097,5.82,16.91,2.9x,413948
Agrijuana        [ÿproductÿdetailsÿ],Flower 2.0g,2780,5.86,20.34,3.5x,415998
Coastal Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,1732,5.86,18.39,3.1x,412408
Green Freedom        [ÿproductÿdetailsÿ],Concentrate 0.5g,14707,5.86,23.09,3.9x,412515
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Flower 2.0g,3030,5.87,18.19,3.1x,416406
Over the Top        [ÿproductÿdetailsÿ],Preroll 3.0g,86606,5.88,19.13,3.3x,412056
Root Down        [ÿproductÿdetailsÿ],Flower 2.0g,8850,5.89,17.91,3.0x,412273
Doc Croc        [ÿproductÿdetailsÿ],Concentrate 0.5g,5531,5.91,14.21,2.4x,413948
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Flower 3.5g,18342,5.93,18.45,3.1x,413170
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Infused,13752,5.93,18.52,3.1x,416502
Sitka Packaging        [ÿproductÿdetailsÿ],Flower 2.0g,2360,5.94,17.02,2.9x,412952
High State Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2300,5.95,23.5,3.9x,412573
Walden Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,32387,5.95,20.33,3.4x,412024
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8826,5.95,21.73,3.6x,413170
NW Nectar        [ÿproductÿdetailsÿ],Concentrate 1.0g,8891,5.95,20.73,3.5x,415864
Buddy Boy Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4400,5.96,18.33,3.1x,412053
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 2.0g,25782,5.96,19.7,3.3x,421941
Peak Supply        [ÿproductÿdetailsÿ],Flower 3.5g,35530,5.96,22.57,3.8x,413077
Green Freedom        [ÿproductÿdetailsÿ],Flower 2.0g,3750,5.97,19.95,3.3x,412515
Honu Enterprises        [ÿproductÿdetailsÿ],Topical,5033,5.97,25.57,4.3x,412097
Medusa Gardens        [ÿproductÿdetailsÿ],Infused,3560,5.99,17.1,2.9x,412294
Washington Bud Company        [ÿproductÿdetailsÿ],Preroll 1.25g,2490,6,18.12,3.0x,412752
Cedar Creek Cannabis        [ÿproductÿdetailsÿ],Preroll 1.5g,2040,6,17.52,2.9x,415971
Spinning Heads        [ÿproductÿdetailsÿ],Preroll 2.0g,3000,6,17.97,3.0x,413718
Surefire Growers        [ÿproductÿdetailsÿ],Preroll 2.0g,3528,6,19.49,3.2x,415813
Saturn Group        [ÿproductÿdetailsÿ],Preroll 3.0g,46866,6,17.51,2.9x,412112
Hazy Daze        [ÿproductÿdetailsÿ],Preroll 3.0g,2160,6,15.62,2.6x,412452
Cannasol Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1625,6,20.89,3.5x,412240
Farming Full Circle        [ÿproductÿdetailsÿ],Flower 2.0g,1920,6,21.44,3.6x,412254
Red Frog        [ÿproductÿdetailsÿ],Flower 2.0g,7740,6,19.04,3.2x,412437
The Lazy Bee Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,1320,6,19.33,3.2x,412597
Orgrow        [ÿproductÿdetailsÿ],Flower 2.0g,1800,6,19.73,3.3x,412784
Double Dutch        [ÿproductÿdetailsÿ],Flower 2.0g,3300,6,17.2,2.9x,413084
Kai'dro        [ÿproductÿdetailsÿ],Flower 2.0g,1350,6,18.71,3.1x,413652
High End Farms        [ÿproductÿdetailsÿ],Flower 2.0g,3114,6,16.38,2.7x,414200
Kush Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1770,6,17.22,2.9x,414287
Inflorescence        [ÿproductÿdetailsÿ],Flower 2.0g,4650,6,22.49,3.7x,415156
Gardens Royale        [ÿproductÿdetailsÿ],Flower 2.0g,1734,6,14.25,2.4x,416700
Sugarleaf Farm        [ÿproductÿdetailsÿ],Flower 2.0g,1290,6,16.76,2.8x,423406
Greenzone        [ÿproductÿdetailsÿ],Flower 3.5g,2460,6,20.98,3.5x,412529
The Calyx Company        [ÿproductÿdetailsÿ],Flower 3.5g,3796,6,20.29,3.4x,412688
Howling Dog Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1080,6,18.41,3.1x,415821
Weedies        [ÿproductÿdetailsÿ],Flower 3.5g,1710,6,21.2,3.5x,415873
Fourdub        [ÿproductÿdetailsÿ],Concentrate 0.5g,1200,6,17.54,2.9x,413165
Cannasol Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,1060,6,16.56,2.8x,412240
Quincy Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,2710,6,16.09,2.7x,412358
Painted Stump        [ÿproductÿdetailsÿ],Concentrate 1.0g,6000,6,18.27,3.0x,412997
Rochester Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,16926,6,22.03,3.7x,413002
Methow Horticulture        [ÿproductÿdetailsÿ],Concentrate 1.0g,1194,6,18,3.0x,414143
Surefire Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,1440,6,17.93,3.0x,415813
Driftboat        [ÿproductÿdetailsÿ],Concentrate 1.0g,1386,6,19.03,3.2x,416551
Green Thumb Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,2400,6,19.55,3.3x,416583
Happy Valley Farms        [ÿproductÿdetailsÿ],Infused,3000,6,22.11,3.7x,412567
Double Delicious        [ÿproductÿdetailsÿ],Concentrate 1.0g,32688,6.01,19.58,3.3x,414462
"Gorge Processing, LLC        [ÿproductÿdetailsÿ]",Edible,7180,6.01,18.16,3.0x,416557
Top Shelf        [ÿproductÿdetailsÿ],Preroll 3.0g,6679,6.02,21.35,3.5x,423396
D And L Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,5289,6.02,19.74,3.3x,416400
Loaded Soda        [ÿproductÿdetailsÿ],Edible,15846,6.03,17.43,2.9x,417192
Evergreen Herbal        [ÿproductÿdetailsÿ],Infused,16784,6.05,16.02,2.6x,78256
Sunshine Farming        [ÿproductÿdetailsÿ],Flower 2.0g,2110,6.09,20.61,3.4x,412869
Craft Elixirs        [ÿproductÿdetailsÿ],Edible,50197,6.09,15.77,2.6x,415697
Doctor And Crook        [ÿproductÿdetailsÿ],Flower 2.0g,1525,6.1,18.69,3.1x,416831
Techbud        [ÿproductÿdetailsÿ],Flower 7.0g,16533,6.1,14.45,2.4x,423188
Suspended Brands        [ÿproductÿdetailsÿ],Flower 2.0g,1897,6.11,18.25,3.0x,412132
Double Delicious        [ÿproductÿdetailsÿ],Edible,7292,6.12,18.4,3.0x,414462
Tom's Hemp&cannabis        [ÿproductÿdetailsÿ],Topical,4784,6.12,14.06,2.3x,412648
Mountain High Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,9608,6.13,21.34,3.5x,412576
Docandyeti's        [ÿproductÿdetailsÿ],Flower 2.0g,6769,6.17,18.66,3.0x,414041
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Edible,702919,6.17,21.47,3.5x,412882
Top Shelf        [ÿproductÿdetailsÿ],Flower 2.0g,101586,6.22,18.64,3.0x,423396
Klaritie Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,6420,6.22,16.92,2.7x,419959
Ladyhelm Farm        [ÿproductÿdetailsÿ],Flower 7.0g,2395,6.23,18.87,3.0x,412372
Skagit Organics        [ÿproductÿdetailsÿ],Concentrate 0.5g,3552,6.23,19.14,3.1x,412843
Dose Oil        [ÿproductÿdetailsÿ],Concentrate 0.5g,5462,6.23,12.05,1.9x,423842
Edgemont Group        [ÿproductÿdetailsÿ],Flower 2.0g,1902,6.24,17.13,2.7x,422993
Odo        [ÿproductÿdetailsÿ],Concentrate 0.5g,1135,6.24,16.29,2.6x,417498
Royale Leisure Industries        [ÿproductÿdetailsÿ],Edible,78813,6.24,22.4,3.6x,414474
W.o.w. Industries        [ÿproductÿdetailsÿ],Flower 2.0g,1667,6.25,17.59,2.8x,413922
Trichometechnologies        [ÿproductÿdetailsÿ],Flower 3.5g,15638,6.25,20.49,3.3x,412362
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Concentrate 0.25g,2019,6.25,20.8,3.3x,417068
Grower George        [ÿproductÿdetailsÿ],Concentrate 1.0g,7307,6.25,20.49,3.3x,413950
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Infused,1100,6.25,16.15,2.6x,416902
Skagit Organics        [ÿproductÿdetailsÿ],Infused,13325,6.25,17.73,2.8x,412843
Monkey Grass Farms        [ÿproductÿdetailsÿ],Flower 3.5g,24924,6.29,21.21,3.4x,412618
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Concentrate 1.0g,249879,6.3,19.85,3.2x,416502
Rochester Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1514,6.31,20.96,3.3x,413002
Central Farms LLC        [ÿproductÿdetailsÿ],Flower 7.0g,8320,6.32,22.82,3.6x,412792
Venspark        [ÿproductÿdetailsÿ],Vape 0.5g,15650,6.33,14.6,2.3x,417326
Venspark        [ÿproductÿdetailsÿ],Edible,25714,6.33,11.94,1.9x,417326
Sgb        [ÿproductÿdetailsÿ],Preroll 1.5g,2555,6.35,16.86,2.7x,412621
Jms. Consultants        [ÿproductÿdetailsÿ],Edible,6881,6.35,21,3.3x,416423
M And R Distributing        [ÿproductÿdetailsÿ],Flower 2.0g,9091,6.37,18.81,3.0x,412258
Peak Supply        [ÿproductÿdetailsÿ],Concentrate 1.0g,7821,6.38,20.85,3.3x,413077
Northwest Services Unlimited        [ÿproductÿdetailsÿ],Flower 3.5g,1480,6.4,20.15,3.1x,424306
Hill Top Growers        [ÿproductÿdetailsÿ],Flower 3.5g,13298,6.42,21.69,3.4x,425153
Agrijuana        [ÿproductÿdetailsÿ],Vape 0.5g,25790,6.44,17.28,2.7x,415998
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 7.0g,4262,6.44,20.66,3.2x,412357
Leaph        [ÿproductÿdetailsÿ],Flower 2.0g,15456,6.45,19.88,3.1x,417010
Gecko Growers        [ÿproductÿdetailsÿ],Flower 3.5g,4335,6.45,19.78,3.1x,412135
Growstate-one        [ÿproductÿdetailsÿ],Flower 3.5g,1248,6.45,30.28,4.7x,414395
Okanogan High Country Products        [ÿproductÿdetailsÿ],Flower 3.5g,13986,6.47,24.27,3.8x,412540
Green & Golden        [ÿproductÿdetailsÿ],Flower 3.5g,3038,6.47,22.71,3.5x,415710
Jbm Enterprises LLC        [ÿproductÿdetailsÿ],Flower 2.0g,13070,6.48,20.78,3.2x,414281
Calvin's Best        [ÿproductÿdetailsÿ],Flower 3.5g,5793,6.48,19.23,3.0x,418185
Winterlife        [ÿproductÿdetailsÿ],Edible,50888,6.49,19.97,3.1x,412808
Skagit Organics        [ÿproductÿdetailsÿ],Flower 2.0g,52169,6.5,18.59,2.9x,412843
Going Green        [ÿproductÿdetailsÿ],Flower 2.0g,2034,6.5,18.23,2.8x,413110
Emerald Peaks        [ÿproductÿdetailsÿ],Flower 2.0g,5590,6.5,20.72,3.2x,416198
Alpha Budz        [ÿproductÿdetailsÿ],Flower 3.5g,3432,6.5,19.54,3.0x,413066
Bad Ass Herbs        [ÿproductÿdetailsÿ],Concentrate 1.0g,28288,6.5,20.25,3.1x,412626
Big River Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2850,6.5,14.78,2.3x,415726
Autrees Nursery        [ÿproductÿdetailsÿ],Concentrate 1.0g,1301,6.5,34.44,5.3x,416175
Northwest Grown Products        [ÿproductÿdetailsÿ],Concentrate 1.0g,1300,6.5,19.03,2.9x,416462
Bang's Cannabis Company        [ÿproductÿdetailsÿ],Infused,3738,6.5,17.67,2.7x,412402
Jbc Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1815,6.52,22.64,3.5x,412196
Red Ridge Farmns        [ÿproductÿdetailsÿ],Edible,19048,6.52,19.95,3.1x,412627
Evergreen Production        [ÿproductÿdetailsÿ],Flower 2.0g,6800,6.53,21.52,3.3x,412815
Green Labs        [ÿproductÿdetailsÿ],Edible,140190,6.55,20.15,3.1x,413076
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Flower 2.0g,60200,6.57,19.91,3.0x,412882
Grow Op Farms        [ÿproductÿdetailsÿ],Flower 2.0g,115322,6.57,19.14,2.9x,413287
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Flower 3.5g,195040,6.57,21.38,3.3x,416502
Evergreen Nirvana        [ÿproductÿdetailsÿ],Flower 3.5g,10249,6.58,21.49,3.3x,412263
Pdt Technologies        [ÿproductÿdetailsÿ],Flower 3.5g,2633,6.58,26.7,4.1x,415707
Growstate-one        [ÿproductÿdetailsÿ],Concentrate 1.0g,77322,6.58,20.18,3.1x,414395
