Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Alis Group        [ÿproductÿdetailsÿ],Flower 7.0g,11582,9.78,21.53,2.2x,415700
Delta#nine        [ÿproductÿdetailsÿ],Flower 3.5g,3175,9.79,30.9,3.2x,412747
Perecan Farm        [ÿproductÿdetailsÿ],Concentrate 1.0g,61324,9.79,28.42,2.9x,413667
Full Throttle Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1470,9.8,26.99,2.8x,412636
Greenrush        [ÿproductÿdetailsÿ],Concentrate 1.0g,20086,9.8,28.21,2.9x,412295
Silica Phoenix        [ÿproductÿdetailsÿ],Flower 3.5g,1579,9.81,28.49,2.9x,412236
Doctor And Crook        [ÿproductÿdetailsÿ],Flower 3.5g,12371,9.81,30.79,3.1x,416831
Kush Comfort Farms        [ÿproductÿdetailsÿ],Flower 3.5g,5015,9.83,28.6,2.9x,417735
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,4685,9.84,26.07,2.6x,412425
Craft Elixirs        [ÿproductÿdetailsÿ],Concentrate 0.5g,3617,9.84,29.7,3.0x,415697
Honu Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,22221,9.84,25.36,2.6x,412097
Millennium Marijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,88420,9.84,27.58,2.8x,413432
Conscious Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,146909,9.85,32.27,3.3x,416008
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Topical,58089,9.85,30.53,3.1x,412882
J D        [ÿproductÿdetailsÿ],Concentrate 0.25g,4690,9.86,29.57,3.0x,419136
Squeeze Room        [ÿproductÿdetailsÿ],Concentrate 1.0g,2328,9.86,26.62,2.7x,421102
Sysco Pancho's        [ÿproductÿdetailsÿ],Flower 3.5g,7138,9.88,33.23,3.4x,415762
Farmer's Fresh        [ÿproductÿdetailsÿ],Topical,2084,9.88,23.33,2.4x,415713
Agro Couture        [ÿproductÿdetailsÿ],Flower 3.5g,37777,9.89,30.27,3.1x,417142
Rolling Farms        [ÿproductÿdetailsÿ],Flower 3.5g,72827,9.9,34.34,3.5x,416113
Top Shelf        [ÿproductÿdetailsÿ],Vape 0.5g,64766,9.94,30.74,3.1x,423396
Boggy Boon        [ÿproductÿdetailsÿ],Flower 3.5g,32692,9.94,31.65,3.2x,416935
Forbidden Farms        [ÿproductÿdetailsÿ],Flower 3.5g,34777,9.95,30.84,3.1x,412274
Sticky Budz        [ÿproductÿdetailsÿ],Topical,9400,9.96,30.48,3.1x,412076
Upper Skagit Ventures        [ÿproductÿdetailsÿ],Flower 3.5g,1297,9.97,28.41,2.8x,416027
Honu Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,14409,9.98,28.13,2.8x,412097
Kettle River Cannabis Company        [ÿproductÿdetailsÿ],Flower 3.5g,2714,9.98,30.95,3.1x,416050
Zoobees Doobees        [ÿproductÿdetailsÿ],Flower 3.5g,6471,9.99,28.82,2.9x,412497
Pearl Extracts        [ÿproductÿdetailsÿ],Vape 0.25g,13860,10,33.33,3.3x,415768
Greenrush        [ÿproductÿdetailsÿ],Vape 0.5g,4700,10,26.29,2.6x,412295
Green Chiefs        [ÿproductÿdetailsÿ],Vape 0.5g,3000,10,29.31,2.9x,412672
502 Processor's Group        [ÿproductÿdetailsÿ],Vape 0.5g,5100,10,31.83,3.2x,413478
Alis Group        [ÿproductÿdetailsÿ],Vape 0.5g,2740,10,28.09,2.8x,415700
Dose Oil        [ÿproductÿdetailsÿ],Vape 0.5g,4650,10,29.83,3.0x,423842
Aurum Farms        [ÿproductÿdetailsÿ],Flower 2.0g,6800,10,26.45,2.6x,424484
Double Dutch        [ÿproductÿdetailsÿ],Flower 3.5g,20961,10,29.55,3.0x,413084
Manastash Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,5800,10,29.11,2.9x,413123
Exotic Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2760,10,30.79,3.1x,415932
Mountain High Garden        [ÿproductÿdetailsÿ],Flower 3.5g,3130,10,29.01,2.9x,415955
Hilltop Highgrade        [ÿproductÿdetailsÿ],Flower 3.5g,6524,10,29.68,3.0x,415958
1937 Farms        [ÿproductÿdetailsÿ],Flower 3.5g,9207,10,29.75,3.0x,416738
Hood Canal Green Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1050,10,28.28,2.8x,416871
Licensee 420278 is no longer active        [ÿproductÿdetailsÿ],Flower 3.5g,1500,10,34.22,3.4x,420278
Kitty's Canna Connection        [ÿproductÿdetailsÿ],Flower 7.0g,2000,10,38.84,3.9x,417185
Okanogan High Country Products        [ÿproductÿdetailsÿ],Flower 28.0g,1390,10,42.4,4.2x,412540
Auricag        [ÿproductÿdetailsÿ],Concentrate 0.5g,1330,10,26.75,2.7x,412118
Greenrush        [ÿproductÿdetailsÿ],Concentrate 0.5g,3320,10,32.47,3.2x,412295
WA Weed        [ÿproductÿdetailsÿ],Concentrate 0.5g,26740,10,29.98,3.0x,412363
The Green Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,1400,10,15.93,1.6x,412403
Northwest 7 Point        [ÿproductÿdetailsÿ],Concentrate 1.0g,3170,10,27.37,2.7x,412441
Budco Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,5800,10,26.26,2.6x,412902
Chiliwist Creek Farm        [ÿproductÿdetailsÿ],Concentrate 1.0g,2170,10,26.55,2.7x,413657
Rootworx        [ÿproductÿdetailsÿ],Concentrate 1.0g,1600,10,26.41,2.6x,413665
Lilac City Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,6090,10,26.46,2.6x,415719
Svin Garden        [ÿproductÿdetailsÿ],Concentrate 1.0g,15450,10,27.32,2.7x,415820
Golden Tree        [ÿproductÿdetailsÿ],Concentrate 1.0g,2640,10,28.67,2.9x,416107
Hometown Herbs        [ÿproductÿdetailsÿ],Concentrate 1.0g,1000,10,24.87,2.5x,416133
Wicked Weed        [ÿproductÿdetailsÿ],Concentrate 1.0g,1448,10,28.67,2.9x,416155
Plan C Farms LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,14200,10,29.26,2.9x,416206
Forte Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,1000,10,34.24,3.4x,416431
Good Weed Terraponics        [ÿproductÿdetailsÿ],Concentrate 1.0g,1000,10,28.47,2.8x,417082
Quality Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,2970,10,28.32,2.8x,417338
Grx2        [ÿproductÿdetailsÿ],Concentrate 1.0g,6030,10,29.2,2.9x,424285
Dose Oil        [ÿproductÿdetailsÿ],Topical,5370,10,30.94,3.1x,423842
Sustainnabis Company        [ÿproductÿdetailsÿ],Topical,1630,10,28.17,2.8x,413087
Venspark        [ÿproductÿdetailsÿ],Topical,7280,10,28.02,2.8x,417326
M And R Distributing        [ÿproductÿdetailsÿ],Concentrate 1.0g,56918,10.01,28.49,2.8x,412258
Perma        [ÿproductÿdetailsÿ],Flower 3.5g,4168,10.02,30.04,3.0x,416124
Acme Acres LLC        [ÿproductÿdetailsÿ],Flower 7.0g,11616,10.02,32.26,3.2x,412892
Rgl Industries        [ÿproductÿdetailsÿ],Flower 3.5g,34420,10.03,32.46,3.2x,416626
Daring Farms        [ÿproductÿdetailsÿ],Flower 7.0g,5076,10.03,23.63,2.4x,415881
Prohibition Gold        [ÿproductÿdetailsÿ],Topical,3895,10.05,35.93,3.6x,416698
Artizen Cannabis Company        [ÿproductÿdetailsÿ],Vape 0.5g,111026,10.06,31.33,3.1x,413462
Bondi Farms        [ÿproductÿdetailsÿ],Flower 3.5g,27246,10.07,32.9,3.3x,412141
Sitka Packaging        [ÿproductÿdetailsÿ],Preroll 3.0g,6675,10.09,31.25,3.1x,412952
Fc Processor-2        [ÿproductÿdetailsÿ],Vape 0.5g,12964,10.09,30.43,3.0x,413954
Silica Phoenix        [ÿproductÿdetailsÿ],Concentrate 1.0g,19563,10.1,31.38,3.1x,412236
Arbor Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,4530,10.14,29.65,2.9x,416043
Skagit Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,32398,10.15,31.53,3.1x,412843
Rochester Farms        [ÿproductÿdetailsÿ],Flower 3.5g,42749,10.16,30.02,3.0x,413002
West Plains Ag        [ÿproductÿdetailsÿ],Flower 3.5g,9804,10.18,33.59,3.3x,412754
Silver Trees        [ÿproductÿdetailsÿ],Flower 3.5g,2264,10.18,30.71,3.0x,413064
O.b.c. LLC        [ÿproductÿdetailsÿ],Flower 3.5g,4143,10.18,30.96,3.0x,416544
Kokua Services        [ÿproductÿdetailsÿ],Flower 2.0g,24744,10.19,29.21,2.9x,412074
Vancouver Weed Company        [ÿproductÿdetailsÿ],Concentrate 0.5g,2085,10.2,23.37,2.3x,416184
Mother Earth Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,3285,10.2,24.89,2.4x,425080
Doc Croc        [ÿproductÿdetailsÿ],Flower 3.5g,32908,10.21,34.4,3.4x,413948
Poorman Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,4767,10.21,31.54,3.1x,415921
M And R Distributing        [ÿproductÿdetailsÿ],Concentrate 0.5g,6720,10.22,29.74,2.9x,412258
K&m Growers        [ÿproductÿdetailsÿ],Flower 7.0g,13624,10.24,29.06,2.8x,412249
M And R Distributing        [ÿproductÿdetailsÿ],Vape 0.5g,2870,10.25,29.81,2.9x,412258
Farming Full Circle        [ÿproductÿdetailsÿ],Flower 3.5g,2555,10.25,29.96,2.9x,412254
Sticky Budz        [ÿproductÿdetailsÿ],Flower 3.5g,8645,10.26,32.87,3.2x,412076
Canna Organix        [ÿproductÿdetailsÿ],Concentrate 0.5g,18856,10.26,27.17,2.6x,415835
Experience Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,6230,10.27,28.34,2.8x,412072
New Leaf Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,3190,10.28,29.7,2.9x,412070
Happy Trailz        [ÿproductÿdetailsÿ],Flower 3.5g,3411,10.32,32.83,3.2x,416744
Glens Plant Farm        [ÿproductÿdetailsÿ],Flower 3.5g,2244,10.32,28.87,2.8x,418910
509 Da Kine        [ÿproductÿdetailsÿ],Flower 3.5g,6508,10.33,28.09,2.7x,412599
Mno        [ÿproductÿdetailsÿ],Flower 3.5g,10983,10.33,30.59,3.0x,413090
Docandyeti's        [ÿproductÿdetailsÿ],Concentrate 1.0g,14214,10.34,27.75,2.7x,414041
Green Freedom        [ÿproductÿdetailsÿ],Flower 3.5g,37455,10.39,32.45,3.1x,412515
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 3.5g,91636,10.39,30.5,2.9x,421941
THC Farm        [ÿproductÿdetailsÿ],Flower 3.5g,29708,10.41,31.82,3.1x,416100
Carson Unlimited        [ÿproductÿdetailsÿ],Flower 7.0g,5988,10.41,37.77,3.6x,420287
The Clone Zone        [ÿproductÿdetailsÿ],Concentrate 0.5g,3445,10.41,32.39,3.1x,412598
Rainier Acres        [ÿproductÿdetailsÿ],Concentrate 1.0g,5540,10.43,29.5,2.8x,416942
Pearl Extracts        [ÿproductÿdetailsÿ],Vape 0.5g,106921,10.44,30.81,2.9x,415768
Fourdub        [ÿproductÿdetailsÿ],Concentrate 1.0g,5060,10.44,34.22,3.3x,413165
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Flower 7.0g,9506,10.47,25.54,2.4x,415970
502 Processor's Group        [ÿproductÿdetailsÿ],Concentrate 0.5g,92762,10.47,31.3,3.0x,413478
Doctor And Crook        [ÿproductÿdetailsÿ],Concentrate 1.0g,6098,10.47,31.86,3.0x,416831
Blc        [ÿproductÿdetailsÿ],Flower 3.5g,49711,10.48,31.41,3.0x,425046
Rolling Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,22117,10.49,32.17,3.1x,416113
Tropic Grow        [ÿproductÿdetailsÿ],Flower 3.5g,7854,10.5,30.35,2.9x,412106
Sitka Packaging        [ÿproductÿdetailsÿ],Flower 3.5g,3780,10.5,30.46,2.9x,412952
Blue Sky Growers        [ÿproductÿdetailsÿ],Flower 3.5g,1575,10.5,28.74,2.7x,412969
Old School        [ÿproductÿdetailsÿ],Flower 3.5g,1008,10.5,31.76,3.0x,413377
High End Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2468,10.5,31.07,3.0x,414200
Kush Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2541,10.5,33.37,3.2x,414287
Tranquil Forest        [ÿproductÿdetailsÿ],Flower 3.5g,3938,10.5,30.64,2.9x,415831
Meii        [ÿproductÿdetailsÿ],Flower 3.5g,8337,10.5,27.75,2.6x,416021
Fresh Kind Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6405,10.5,32.57,3.1x,416039
Bella Jane's        [ÿproductÿdetailsÿ],Flower 3.5g,2751,10.5,33.34,3.2x,416762
Hash Way Recreational        [ÿproductÿdetailsÿ],Flower 3.5g,9022,10.5,30.07,2.9x,421873
Big Ridge Farms        [ÿproductÿdetailsÿ],Flower 7.0g,1680,10.5,27.47,2.6x,413139
Crystal Forest Farms        [ÿproductÿdetailsÿ],Flower 7.0g,4042,10.5,45.42,4.3x,415694
Footprint Biosciences        [ÿproductÿdetailsÿ],Flower 7.0g,2268,10.5,31.74,3.0x,419152
Louis W        [ÿproductÿdetailsÿ],Concentrate 1.0g,4480,10.5,23.76,2.3x,415691
Dank Inc.        [ÿproductÿdetailsÿ],Concentrate 1.0g,4823,10.5,28.82,2.7x,416677
Dose Oil        [ÿproductÿdetailsÿ],Concentrate 1.0g,47970,10.5,30.05,2.9x,423842
Winter Farms        [ÿproductÿdetailsÿ],Flower 3.5g,18300,10.51,32.64,3.1x,416130
Green Acre Pharms        [ÿproductÿdetailsÿ],Concentrate 1.0g,13402,10.56,30.4,2.9x,413099
Ionic        [ÿproductÿdetailsÿ],Concentrate 0.5g,3475,10.58,31.38,3.0x,415712
Suspended Brands        [ÿproductÿdetailsÿ],Vape 0.5g,28830,10.59,31.18,2.9x,412132
Suspended Brands        [ÿproductÿdetailsÿ],Flower 3.5g,110213,10.6,31.03,2.9x,412132
Bmf Washington        [ÿproductÿdetailsÿ],Flower 3.5g,162775,10.61,30.58,2.9x,412149
Omg Sykes        [ÿproductÿdetailsÿ],Flower 3.5g,56369,10.61,29.92,2.8x,412720
Nugreen        [ÿproductÿdetailsÿ],Flower 3.5g,8201,10.62,32.12,3.0x,413943
Suspended Brands        [ÿproductÿdetailsÿ],Concentrate 1.0g,8197,10.62,28.78,2.7x,412132
Avitas        [ÿproductÿdetailsÿ],Vape 0.5g,246077,10.63,32.61,3.1x,412759
Dandelion Farms        [ÿproductÿdetailsÿ],Flower 3.5g,27567,10.63,29.95,2.8x,417155
Amber Brick        [ÿproductÿdetailsÿ],Concentrate 1.0g,29920,10.63,29.41,2.8x,416929
Manna Production        [ÿproductÿdetailsÿ],Flower 3.5g,5294,10.65,32.14,3.0x,412678
Sunshine Farming        [ÿproductÿdetailsÿ],Flower 3.5g,114273,10.66,33.68,3.2x,412869
Hazy Daze        [ÿproductÿdetailsÿ],Flower 3.5g,5807,10.67,32.99,3.1x,412452
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Concentrate 0.5g,1765,10.67,17.07,1.6x,415970
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Flower 3.5g,39766,10.69,31.81,3.0x,415970
Zenta Garden        [ÿproductÿdetailsÿ],Flower 3.5g,7355,10.7,30.22,2.8x,423681
Puffin Farm        [ÿproductÿdetailsÿ],Vape 0.5g,10406,10.73,33.19,3.1x,413021
Cascadia Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,66562,10.75,32.16,3.0x,412964
Toucan Farms        [ÿproductÿdetailsÿ],Flower 3.5g,5371,10.78,32.2,3.0x,412741
Jbm Enterprises LLC        [ÿproductÿdetailsÿ],Vape 0.5g,73142,10.79,32.34,3.0x,414281
Avitas        [ÿproductÿdetailsÿ],Vape 0.25g,5400,10.82,35.05,3.2x,412759
Pacific Glo        [ÿproductÿdetailsÿ],Flower 3.5g,6582,10.83,29.68,2.7x,422928
The Cascade Gnome        [ÿproductÿdetailsÿ],Flower 3.5g,6890,10.85,33.44,3.1x,413177
"Superdave Genetics, Terp Gawd        [ÿproductÿdetailsÿ]",Flower 2.0g,6288,10.86,24.46,2.3x,413223
Green Revolution        [ÿproductÿdetailsÿ],Edible,397781,10.86,32.82,3.0x,416334
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 3.5g,12017,10.87,34.24,3.2x,418524
420 Natural        [ÿproductÿdetailsÿ],Flower 3.5g,10438,10.9,36.63,3.4x,416426
J D        [ÿproductÿdetailsÿ],Vape 0.5g,31574,10.92,31.55,2.9x,419136
Lopez And Orr Co        [ÿproductÿdetailsÿ],Vape 0.5g,1650,10.93,31.11,2.8x,417295
Conscious Family Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2979,10.94,37.28,3.4x,413431
Heavyweight Heights        [ÿproductÿdetailsÿ],Flower 3.5g,3220,10.94,32.9,3.0x,417024
Starleaf        [ÿproductÿdetailsÿ],Flower 7.0g,4803,10.98,44.18,4.0x,415815
Yava        [ÿproductÿdetailsÿ],Concentrate 0.5g,45970,10.98,32.34,2.9x,416510
Lost Lake Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,6518,10.99,32.73,3.0x,412978
Cannagenesis        [ÿproductÿdetailsÿ],Flower 3.5g,3352,10.99,30.38,2.8x,413380
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,12699,10.99,35.09,3.2x,415998
WA Weed        [ÿproductÿdetailsÿ],Vape 0.5g,1100,11,29.04,2.6x,412363
Yava        [ÿproductÿdetailsÿ],Vape 0.5g,3355,11,32.05,2.9x,416510
Firebros        [ÿproductÿdetailsÿ],Flower 2.0g,11308,11,27.43,2.5x,416025
Tj's Organics        [ÿproductÿdetailsÿ],Flower 2.0g,1320,11,27.47,2.5x,416941
Prince Farms        [ÿproductÿdetailsÿ],Flower 3.5g,11172,11,34.12,3.1x,422368
Pdt Technologies        [ÿproductÿdetailsÿ],Flower 7.0g,3168,11,33.28,3.0x,415707
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 7.0g,3942,11,32.17,2.9x,417001
Northwestpearl        [ÿproductÿdetailsÿ],Concentrate 0.5g,3632,11,28.37,2.6x,413097
Fantasy Farms LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,6600,11,32.19,2.9x,413858
M And R Distributing        [ÿproductÿdetailsÿ],Flower 3.5g,78498,11.01,32.36,2.9x,412258
Platinum Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,4303,11.03,31.37,2.8x,414115
Xtracted Labs        [ÿproductÿdetailsÿ],Vape 0.25g,4347,11.04,29,2.6x,412347
Filucy Bay Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1097,11.05,29.41,2.7x,415456
Platinum Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,8122,11.05,35.02,3.2x,417200
Craft Elixirs        [ÿproductÿdetailsÿ],Vape 0.5g,22208,11.06,32.67,3.0x,415697
Laughing Grass Marijuana Production And Proce        [ÿproductÿdetailsÿ],Flower 3.5g,1421,11.06,32.98,3.0x,414145
Cascadia Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,33520,11.06,30.06,2.7x,412964
Green Ghost        [ÿproductÿdetailsÿ],Flower 3.5g,3316,11.08,34.63,3.1x,412301
Leef        [ÿproductÿdetailsÿ],Flower 3.5g,10596,11.08,32.77,3.0x,413085
Diosa Verde        [ÿproductÿdetailsÿ],Flower 3.5g,6325,11.09,33.49,3.0x,412594
Methow Horticulture        [ÿproductÿdetailsÿ],Flower 3.5g,2068,11.09,35.96,3.2x,414143
Going Green        [ÿproductÿdetailsÿ],Flower 3.5g,8595,11.11,28.22,2.5x,413110
Clandestine Consulting        [ÿproductÿdetailsÿ],Concentrate 1.0g,49611,11.11,29.72,2.7x,414039
Dynamic Processors        [ÿproductÿdetailsÿ],Topical,6351,11.12,34.18,3.1x,417163
The Sunshine Tiki Hut        [ÿproductÿdetailsÿ],Flower 3.5g,1346,11.14,33.8,3.0x,417198
Medusa Gardens        [ÿproductÿdetailsÿ],Flower 7.0g,1597,11.15,32.04,2.9x,412294
Pingston Creek Botanical        [ÿproductÿdetailsÿ],Flower 3.5g,8763,11.19,36.93,3.3x,412826
Raven        [ÿproductÿdetailsÿ],Concentrate 1.0g,7829,11.19,32.12,2.9x,417698
Dutch Brothers        [ÿproductÿdetailsÿ],Flower 3.5g,17524,11.2,39.27,3.5x,412246
Ltdn Resources        [ÿproductÿdetailsÿ],Flower 3.5g,1232,11.2,27.68,2.5x,415793
Kohl Processing Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,3167,11.2,31.6,2.8x,416772
Sound Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,25771,11.23,33.42,3.0x,417237
Northwest 7 Point        [ÿproductÿdetailsÿ],Flower 3.5g,1300,11.24,33.57,3.0x,412441
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Flower 7.0g,13352,11.24,34.07,3.0x,416502
Nugreen        [ÿproductÿdetailsÿ],Vape 1.0g,26195,11.27,31.65,2.8x,413943
Experience Organics        [ÿproductÿdetailsÿ],Flower 3.5g,19200,11.27,33.92,3.0x,412072
Spinning Heads        [ÿproductÿdetailsÿ],Flower 3.5g,67452,11.27,34.56,3.1x,413718
Ogz Fire Weed        [ÿproductÿdetailsÿ],Flower 3.5g,25639,11.27,33.62,3.0x,416737
Cultivar Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,7805,11.28,28.95,2.6x,417095
The High Point        [ÿproductÿdetailsÿ],Flower 3.5g,35584,11.29,31.91,2.8x,413625
Eco Ventures        [ÿproductÿdetailsÿ],Flower 3.5g,16039,11.3,34.18,3.0x,416853
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Flower 3.5g,545230,11.31,33.31,2.9x,412882
Evergreen Gropro        [ÿproductÿdetailsÿ],Flower 3.5g,6735,11.32,31.28,2.8x,416412
Bmf Washington        [ÿproductÿdetailsÿ],Concentrate 1.0g,61637,11.32,29.9,2.6x,412149
Mountain High Garden        [ÿproductÿdetailsÿ],Flower 7.0g,1450,11.33,34.28,3.0x,415955
Inflorescence        [ÿproductÿdetailsÿ],Concentrate 1.0g,5302,11.33,40.42,3.6x,415156
Gold Services        [ÿproductÿdetailsÿ],Infused,72546,11.33,23.46,2.1x,412861
Golden Tree        [ÿproductÿdetailsÿ],Flower 3.5g,189971,11.35,33.99,3.0x,416107
Wow Weed        [ÿproductÿdetailsÿ],Flower 3.5g,2358,11.36,41.7,3.7x,413038
Kouchlock Productions        [ÿproductÿdetailsÿ],Flower 7.0g,1420,11.36,28.26,2.5x,412630
Salish Sea Industries        [ÿproductÿdetailsÿ],Flower 3.5g,2274,11.37,36.04,3.2x,413942
Serenity Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,6484,11.37,33.73,3.0x,416194
Evergrow Northwest        [ÿproductÿdetailsÿ],Flower 3.5g,25433,11.37,35.15,3.1x,416804
Pcf Management        [ÿproductÿdetailsÿ],Flower 3.5g,24660,11.38,24.48,2.2x,412062
4evergreen Trees        [ÿproductÿdetailsÿ],Flower 3.5g,24970,11.39,35.04,3.1x,413855
Heylo        [ÿproductÿdetailsÿ],Vape 0.5g,1470,11.4,32.59,2.9x,417288
Bmf Washington        [ÿproductÿdetailsÿ],Concentrate 0.5g,75600,11.41,39.18,3.4x,412149
Blacksmith Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2164,11.43,36.03,3.2x,413622
Synchronic        [ÿproductÿdetailsÿ],Flower 3.5g,2416,11.43,32.1,2.8x,416524
Ecc        [ÿproductÿdetailsÿ],Concentrate 1.0g,87470,11.43,31.11,2.7x,417148
Stone Supply        [ÿproductÿdetailsÿ],Flower 7.0g,4387,11.44,30.78,2.7x,413463
Cedar Creek Cannabis        [ÿproductÿdetailsÿ],Vape 0.5g,8880,11.45,35.48,3.1x,415971
Xtracted Labs        [ÿproductÿdetailsÿ],Concentrate 0.25g,23556,11.46,34.34,3.0x,412347
Leef        [ÿproductÿdetailsÿ],Vape 0.5g,3565,11.5,38.57,3.4x,413085
Sustainnabis Company        [ÿproductÿdetailsÿ],Flower 3.5g,1322,11.5,33.14,2.9x,413087
Cannaman Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1840,11.5,36.73,3.2x,419969
Cinc-o-dos        [ÿproductÿdetailsÿ],Flower 7.0g,1706,11.51,33.73,2.9x,412566
Mt Baker Growers        [ÿproductÿdetailsÿ],Flower 3.5g,6515,11.54,36.42,3.2x,416153
Solar Gold Gardens LLC        [ÿproductÿdetailsÿ],Concentrate 1.0g,10335,11.54,33.96,2.9x,412757
Doctor And Crook        [ÿproductÿdetailsÿ],Vape 0.5g,21834,11.55,32.48,2.8x,416831
Billy's Goat (greatest of All Things)        [ÿproductÿdetailsÿ],Flower 3.5g,2310,11.55,32.01,2.8x,412179
Tantus        [ÿproductÿdetailsÿ],Concentrate 1.0g,9703,11.56,35.55,3.1x,415802
Fc Processor-2        [ÿproductÿdetailsÿ],Concentrate 1.0g,1398,11.57,24.17,2.1x,413954
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,9260,11.58,33.78,2.9x,416406
Winterlife        [ÿproductÿdetailsÿ],Flower 7.0g,1227,11.59,37.04,3.2x,412808
Washington's Best        [ÿproductÿdetailsÿ],Flower 3.5g,189053,11.6,35.6,3.1x,416199
WA Weed        [ÿproductÿdetailsÿ],Concentrate 1.0g,4150,11.6,31.79,2.7x,412363
Fairwinds Manufacturing        [ÿproductÿdetailsÿ],Edible,201263,11.63,35.17,3.0x,414286
Two Heads Co.        [ÿproductÿdetailsÿ],Vape 0.5g,56389,11.64,32.87,2.8x,412904
Delta Processing        [ÿproductÿdetailsÿ],Vape 0.5g,4182,11.66,39.79,3.4x,419892
Arbor Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,17594,11.66,36.12,3.1x,416043
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 3.5g,28971,11.66,35.31,3.0x,416462
Royal Tree Gardens        [ÿproductÿdetailsÿ],Concentrate 0.5g,23569,11.67,35.86,3.1x,412425
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Concentrate 1.0g,8500,11.67,37.03,3.2x,412431
Hannah Industries        [ÿproductÿdetailsÿ],Vape 0.5g,39636,11.69,34.55,3.0x,424223
Platinum Leaf Society        [ÿproductÿdetailsÿ],Flower 3.5g,8776,11.69,33.87,2.9x,412744
Puffin Farm        [ÿproductÿdetailsÿ],Flower 3.5g,10553,11.71,34.22,2.9x,413021
Knights Hemplar        [ÿproductÿdetailsÿ],Flower 3.5g,43252,11.72,33.79,2.9x,412341
Top Shelf        [ÿproductÿdetailsÿ],Flower 3.5g,136407,11.72,35.9,3.1x,423396
Suspended Brands        [ÿproductÿdetailsÿ],Concentrate 0.5g,5660,11.72,36.5,3.1x,412132
Growing Like a Weed        [ÿproductÿdetailsÿ],Flower 3.5g,30708,11.73,36.21,3.1x,419128
'oh' Mcdonald Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2252,11.73,31.68,2.7x,413650
Nettles Unlimited        [ÿproductÿdetailsÿ],Flower 3.5g,13511,11.74,34.98,3.0x,412762
Royal Tree Gardens        [ÿproductÿdetailsÿ],Vape 0.5g,3995,11.75,38.67,3.3x,412425
Oz Gardenz        [ÿproductÿdetailsÿ],Flower 3.5g,8637,11.76,37.6,3.2x,413434
