Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Leaph        [ÿproductÿdetailsÿ],Flower 1.0g,8220,4.24,12.35,2.9x,417010
Grow Op Farms        [ÿproductÿdetailsÿ],Edible,241332,4.24,13.85,3.3x,413287
Emerald Evolution        [ÿproductÿdetailsÿ],Flower 1.0g,22817,4.25,12.14,2.9x,412392
Cedar Creek Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,17604,4.25,13.5,3.2x,415971
THC Partners        [ÿproductÿdetailsÿ],Flower 1.0g,35311,4.25,12.77,3.0x,415987
Autrees Nursery        [ÿproductÿdetailsÿ],Flower 1.0g,2125,4.25,11.38,2.7x,416175
Laughing Man Farms        [ÿproductÿdetailsÿ],Flower 1.0g,1318,4.25,14.14,3.3x,417382
Blue Sky Growers        [ÿproductÿdetailsÿ],Concentrate 0.5g,1058,4.25,13.19,3.1x,412969
Green Acre Pharms        [ÿproductÿdetailsÿ],Preroll 2.0g,1938,4.26,15.86,3.7x,413099
Clandestine Consulting        [ÿproductÿdetailsÿ],Preroll 1.0g,13941,4.28,12.01,2.8x,414039
Sgb        [ÿproductÿdetailsÿ],Flower 1.0g,8616,4.28,13.96,3.3x,412621
Harmony Farms        [ÿproductÿdetailsÿ],Flower 1.0g,26446,4.29,13.23,3.1x,415449
Trichometechnologies        [ÿproductÿdetailsÿ],Flower 2.0g,4280,4.29,14.03,3.3x,412362
Premier Cannabis        [ÿproductÿdetailsÿ],Flower 1.0g,1765,4.31,13.28,3.1x,416062
Hannah Industries        [ÿproductÿdetailsÿ],Flower 1.0g,28300,4.32,13.25,3.1x,424223
Lm Digital        [ÿproductÿdetailsÿ],Infused,140810,4.33,12.57,2.9x,417214
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Flower 1.0g,27837,4.35,13.19,3.0x,417068
Clandestine Consulting        [ÿproductÿdetailsÿ],Flower 1.0g,48920,4.37,13.15,3.0x,414039
Leaves of Grass        [ÿproductÿdetailsÿ],Preroll 2.0g,1804,4.4,14.28,3.2x,416693
Honey Creek Enterprises        [ÿproductÿdetailsÿ],Flower 1.0g,2032,4.42,14.25,3.2x,416517
Treehawk Farms        [ÿproductÿdetailsÿ],Flower 1.0g,10048,4.44,13.48,3.0x,412193
Phdc2        [ÿproductÿdetailsÿ],Flower 1.0g,1785,4.44,10.92,2.5x,412496
Virginia Company        [ÿproductÿdetailsÿ],Flower 1.0g,2788,4.44,13.02,2.9x,414038
Orgrow        [ÿproductÿdetailsÿ],Flower 2.0g,2575,4.44,13.36,3.0x,412784
Gabriel        [ÿproductÿdetailsÿ],Preroll 1.5g,12911,4.45,12.29,2.8x,415997
El Rey De La Kush        [ÿproductÿdetailsÿ],Flower 1.0g,4958,4.46,10.44,2.3x,422324
Happy Valley Farms        [ÿproductÿdetailsÿ],Flower 1.0g,2930,4.47,13.4,3.0x,412567
Sky High Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,4320,4.47,14.17,3.2x,424091
Inland Empire Growing        [ÿproductÿdetailsÿ],Infused,5045,4.47,12.68,2.8x,412760
Mas Farms        [ÿproductÿdetailsÿ],Flower 1.0g,16888,4.49,13.92,3.1x,414232
Viscro Holdings        [ÿproductÿdetailsÿ],Preroll 1.0g,1800,4.5,10.97,2.4x,412656
Northwest Grown Products        [ÿproductÿdetailsÿ],Preroll 2.0g,8572,4.5,13.29,3.0x,416462
Subx        [ÿproductÿdetailsÿ],Flower 1.0g,23592,4.5,13.41,3.0x,412111
Coastal Enterprises        [ÿproductÿdetailsÿ],Flower 1.0g,4868,4.5,13.18,2.9x,412408
Alliance 502        [ÿproductÿdetailsÿ],Flower 1.0g,6967,4.5,14.24,3.2x,412949
Forbidden Garden        [ÿproductÿdetailsÿ],Flower 1.0g,2074,4.5,10.74,2.4x,413712
Pioneer Production And Processing        [ÿproductÿdetailsÿ],Flower 1.0g,28925,4.5,13.12,2.9x,416063
Freya Farm        [ÿproductÿdetailsÿ],Flower 1.0g,5895,4.5,13.17,2.9x,416690
North Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,14678,4.51,13.11,2.9x,416448
Premium Creations        [ÿproductÿdetailsÿ],Edible,30666,4.51,13.98,3.1x,417586
The Clone Zone        [ÿproductÿdetailsÿ],Infused,2048,4.54,12.79,2.8x,412598
G&s Greenery        [ÿproductÿdetailsÿ],Infused,5969,4.57,13.5,3.0x,415986
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Vape 0.25g,4754,4.59,21.02,4.6x,415970
Harmony Farms        [ÿproductÿdetailsÿ],Vape 0.25g,2331,4.62,13.74,3.0x,415449
Viscro Holdings        [ÿproductÿdetailsÿ],Flower 1.0g,2219,4.64,13.91,3.0x,412656
Hang Roots        [ÿproductÿdetailsÿ],Preroll 1.5g,3920,4.65,12.97,2.8x,415771
Hazy Daze        [ÿproductÿdetailsÿ],Flower 2.0g,1491,4.66,14.28,3.1x,412452
Agrijuana        [ÿproductÿdetailsÿ],Flower 2.0g,6568,4.72,17.81,3.8x,415998
Ag Grow        [ÿproductÿdetailsÿ],Preroll 1.5g,1188,4.75,15.69,3.3x,412557
Avitas        [ÿproductÿdetailsÿ],Flower 1.0g,20520,4.75,14.03,3.0x,412759
Forbidden Farms        [ÿproductÿdetailsÿ],Infused,41243,4.75,12.82,2.7x,412274
Cultivar Farms        [ÿproductÿdetailsÿ],Flower 1.0g,18311,4.8,12.98,2.7x,417095
Hash Way Recreational        [ÿproductÿdetailsÿ],Preroll 3.0g,7750,4.81,15.49,3.2x,421873
Sourface        [ÿproductÿdetailsÿ],Flower 3.5g,26515,4.84,14.02,2.9x,412679
Emerald Sea of Green        [ÿproductÿdetailsÿ],Flower 2.0g,1775,4.85,16.69,3.4x,413198
Silica Phoenix        [ÿproductÿdetailsÿ],Flower 7.0g,8719,4.85,20.31,4.2x,412236
Hometown Herbs        [ÿproductÿdetailsÿ],Flower 1.0g,10482,4.93,12.49,2.5x,416133
Miller Marijuana Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2464,4.93,13.8,2.8x,423175
Rock Island Farm        [ÿproductÿdetailsÿ],Flower 1.0g,8960,4.94,14.75,3.0x,415852
M And R Distributing        [ÿproductÿdetailsÿ],Preroll 2.0g,2150,4.95,14.26,2.9x,412258
M And R Distributing        [ÿproductÿdetailsÿ],Preroll 3.0g,3350,4.96,14.59,2.9x,412258
G-7 Grow        [ÿproductÿdetailsÿ],Flower 3.5g,39463,4.96,21.73,4.4x,417526
W.o.w. Industries        [ÿproductÿdetailsÿ],Concentrate 0.5g,8418,4.96,15.61,3.1x,413922
Platinum Enterprises        [ÿproductÿdetailsÿ],Preroll 3.0g,2291,4.98,13.96,2.8x,414115
Solar Joes        [ÿproductÿdetailsÿ],Flower 1.0g,1381,4.99,11.5,2.3x,415819
Virginia Enterprises        [ÿproductÿdetailsÿ],Concentrate 0.5g,2200,4.99,16.14,3.2x,416539
Quincy Green        [ÿproductÿdetailsÿ],Preroll 1.5g,3200,5,13.8,2.8x,412358
Docandyeti's        [ÿproductÿdetailsÿ],Preroll 2.0g,1950,5,13.49,2.7x,414041
Bud Brothers        [ÿproductÿdetailsÿ],Flower 1.0g,2780,5,13.17,2.6x,413641
Driftboat        [ÿproductÿdetailsÿ],Flower 1.0g,7275,5,13.71,2.7x,416551
Old Mcdonald's Farm        [ÿproductÿdetailsÿ],Flower 2.0g,1000,5,23.17,4.6x,415857
Leaves of Grass        [ÿproductÿdetailsÿ],Flower 2.0g,3000,5,19.25,3.9x,416693
High Five Farms        [ÿproductÿdetailsÿ],Flower 2.0g,3550,5,17.54,3.5x,416746
Naked Emperor        [ÿproductÿdetailsÿ],Flower 3.5g,2500,5,17.6,3.5x,416231
Silica Phoenix        [ÿproductÿdetailsÿ],Concentrate 0.5g,4445,5,13.23,2.6x,412236
Emerald City Growers        [ÿproductÿdetailsÿ],Concentrate 0.5g,1750,5,11.75,2.4x,416433
Agro Couture        [ÿproductÿdetailsÿ],Concentrate 0.5g,4515,5,13.58,2.7x,417142
The Market Garden        [ÿproductÿdetailsÿ],Concentrate 1.0g,33745,5,16.08,3.2x,412037
"Farmers Distributors-wa, Inc        [ÿproductÿdetailsÿ]",Concentrate 1.0g,13060,5,16.9,3.4x,420031
12/12 Gardens        [ÿproductÿdetailsÿ],Infused,12000,5,13.28,2.7x,417272
Knights Hemplar        [ÿproductÿdetailsÿ],Infused,3200,5,14.11,2.8x,412341
Silica Phoenix        [ÿproductÿdetailsÿ],Edible,40132,5.03,14.13,2.8x,412236
"M-r Wholesale, LLC        [ÿproductÿdetailsÿ]",Edible,21992,5.05,18.47,3.7x,412634
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 1.0g,42440,5.06,14.75,2.9x,412425
Forbidden Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,1530,5.06,14.35,2.8x,412274
G&s Greenery        [ÿproductÿdetailsÿ],Flower 2.0g,5468,5.07,13.84,2.7x,415986
Northwestpearl        [ÿproductÿdetailsÿ],Infused,34085,5.08,13.67,2.7x,413097
Rochester Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1590,5.1,17.38,3.4x,413002
Natural Mystic Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1342,5.11,15.5,3.0x,412155
Green Freedom        [ÿproductÿdetailsÿ],Concentrate 0.5g,10006,5.11,15.28,3.0x,412515
Emerald Mountain        [ÿproductÿdetailsÿ],Edible,20219,5.12,15.07,2.9x,413176
Sweet Pack        [ÿproductÿdetailsÿ],Flower 3.5g,1705,5.13,19.2,3.7x,416493
New Horizon Holdings        [ÿproductÿdetailsÿ],Flower 2.0g,2612,5.15,16.4,3.2x,415752
Fc Processor-3        [ÿproductÿdetailsÿ],Flower 3.5g,15014,5.17,20.24,3.9x,413952
Northwest Greenery        [ÿproductÿdetailsÿ],Concentrate 1.0g,1722,5.22,18.17,3.5x,415937
Ninja Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,61992,5.25,15.87,3.0x,417001
North Coast Growers        [ÿproductÿdetailsÿ],Preroll 1.0g,7079,5.27,14.17,2.7x,413163
Fractal        [ÿproductÿdetailsÿ],Edible,16241,5.29,15.15,2.9x,417364
Emerald Twist        [ÿproductÿdetailsÿ],Flower 2.0g,1034,5.3,16.12,3.0x,414323
Torch Northwest        [ÿproductÿdetailsÿ],Concentrate 0.5g,4209,5.3,15.94,3.0x,412681
Monkey Grass Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2234,5.32,15.61,2.9x,412618
Groovy Greens        [ÿproductÿdetailsÿ],Topical,1840,5.34,14.54,2.7x,416689
Sourface        [ÿproductÿdetailsÿ],Topical,7250,5.35,13.07,2.4x,412679
Inflorescence        [ÿproductÿdetailsÿ],Flower 2.0g,6775,5.38,20.19,3.7x,415156
Hitz Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,2395,5.38,18.15,3.4x,412854
Saturn Group        [ÿproductÿdetailsÿ],Flower 2.0g,13100,5.4,15.46,2.9x,412112
Doc Croc        [ÿproductÿdetailsÿ],Preroll 2.0g,6393,5.41,17.2,3.2x,413948
Kai'dro        [ÿproductÿdetailsÿ],Concentrate 0.5g,2255,5.45,16.72,3.1x,413652
THC Partners        [ÿproductÿdetailsÿ],Edible,5881,5.46,14.4,2.6x,415987
Saturn Group        [ÿproductÿdetailsÿ],Topical,23307,5.49,17.48,3.2x,412112
Evergreen Gropro        [ÿproductÿdetailsÿ],Preroll 2.0g,1430,5.5,15,2.7x,416412
Calvin's Best        [ÿproductÿdetailsÿ],Flower 2.0g,1650,5.5,21.37,3.9x,418185
"M-r Wholesale, LLC        [ÿproductÿdetailsÿ]",Concentrate 0.5g,1430,5.5,14.57,2.6x,412634
Wolf Marijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,1100,5.5,15.27,2.8x,412146
Naked Emperor        [ÿproductÿdetailsÿ],Concentrate 1.0g,5762,5.5,17.97,3.3x,416231
Footprint Biosciences        [ÿproductÿdetailsÿ],Concentrate 1.0g,1860,5.5,19.36,3.5x,419152
Antoine Creek Farms        [ÿproductÿdetailsÿ],Flower 3.5g,3675,5.52,21.42,3.9x,412138
Central Farms LLC        [ÿproductÿdetailsÿ],Flower 7.0g,2235,5.52,24.09,4.4x,412792
Red Ridge Farmns        [ÿproductÿdetailsÿ],Edible,8417,5.54,19.27,3.5x,412627
Skagit Organics        [ÿproductÿdetailsÿ],Infused,10853,5.55,15.03,2.7x,412843
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 0.5g,2844,5.58,15.81,2.8x,415998
Washington Bud Company        [ÿproductÿdetailsÿ],Preroll 1.25g,7104,5.59,15.9,2.8x,412752
Meii        [ÿproductÿdetailsÿ],Flower 2.0g,1064,5.6,19.44,3.5x,416021
Green & Golden        [ÿproductÿdetailsÿ],Flower 3.5g,1670,5.61,21.38,3.8x,415710
Bella Jane's        [ÿproductÿdetailsÿ],Infused,2165,5.61,15.26,2.7x,416762
Root Down        [ÿproductÿdetailsÿ],Flower 2.0g,6660,5.62,17.74,3.2x,412273
502 Processor's Group        [ÿproductÿdetailsÿ],Flower 3.5g,9400,5.64,17.67,3.1x,413478
Suspended Brands        [ÿproductÿdetailsÿ],Flower 2.0g,2378,5.67,16.52,2.9x,412132
Honey Creek Enterprises        [ÿproductÿdetailsÿ],Flower 2.0g,2245,5.67,22.04,3.9x,416517
Premier Cannabis        [ÿproductÿdetailsÿ],Flower 2.0g,1425,5.7,17.47,3.1x,416062
Kush Comfort Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1324,5.71,19.73,3.5x,417735
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 1.0g,12698,5.74,15.52,2.7x,412431
Cascade Crops        [ÿproductÿdetailsÿ],Flower 2.0g,3155,5.74,18.49,3.2x,412077
Puffin Farm        [ÿproductÿdetailsÿ],Preroll 1.5g,1495,5.75,17.56,3.1x,413021
Etta's Herbals        [ÿproductÿdetailsÿ],Flower 3.5g,1150,5.75,19.52,3.4x,416608
Tom's Hemp&cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,1640,5.75,18.44,3.2x,412648
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 2.0g,5107,5.77,19.07,3.3x,412357
Curious Crow Cannabis        [ÿproductÿdetailsÿ],Flower 2.0g,1154,5.77,22.28,3.9x,416657
Heavenly Buds        [ÿproductÿdetailsÿ],Infused,2459,5.77,17.17,3.0x,417147
Fine Detail Greenway        [ÿproductÿdetailsÿ],Preroll 2.0g,3922,5.8,15.25,2.6x,412400
The Green Company        [ÿproductÿdetailsÿ],Flower 2.0g,1425,5.8,21.65,3.7x,412403
Str8fire Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1588,5.83,16.88,2.9x,413337
Green Light Baked Goods        [ÿproductÿdetailsÿ],Edible,3544,5.83,16.11,2.8x,415685
Agrijuana        [ÿproductÿdetailsÿ],Vape 0.5g,18190,5.84,16.28,2.8x,415998
Sitka Packaging        [ÿproductÿdetailsÿ],Flower 2.0g,5660,5.84,17.19,2.9x,412952
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Vape 0.5g,5520,5.88,17.68,3.0x,416502
Bondi Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4370,5.88,19.05,3.2x,412141
Millennium Marijuana        [ÿproductÿdetailsÿ],Concentrate 0.5g,36545,5.88,15.54,2.6x,413432
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 2.0g,5664,5.89,20.98,3.6x,421941
Cascade Crops        [ÿproductÿdetailsÿ],Preroll 2.0g,4160,5.9,15.51,2.6x,412077
509 Da Kine        [ÿproductÿdetailsÿ],Flower 2.0g,1534,5.9,18.73,3.2x,412599
Wow Weed        [ÿproductÿdetailsÿ],Flower 2.0g,1121,5.9,17.13,2.9x,413038
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Flower 2.0g,1035,5.9,18.5,3.1x,415970
Quality Brand        [ÿproductÿdetailsÿ],Flower 3.5g,7762,5.9,22.23,3.8x,417229
The Lazy Bee Gardens        [ÿproductÿdetailsÿ],Concentrate 0.5g,2850,5.9,14.4,2.4x,412597
The Greenery Extracts        [ÿproductÿdetailsÿ],Edible,38475,5.9,16.07,2.7x,416982
Trichometechnologies        [ÿproductÿdetailsÿ],Flower 3.5g,17815,5.92,21.1,3.6x,412362
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Edible,568148,5.94,20.73,3.5x,412882
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Flower 3.5g,5605,5.95,19.1,3.2x,413170
Pioneer Farm        [ÿproductÿdetailsÿ],Flower 7.0g,5355,5.95,22.64,3.8x,416106
Dogtown Pioneers        [ÿproductÿdetailsÿ],Edible,60578,5.95,17.93,3.0x,416538
Double Delicious        [ÿproductÿdetailsÿ],Vape 0.5g,56114,5.96,22.15,3.7x,414462
Kush Valley        [ÿproductÿdetailsÿ],Flower 2.0g,4342,5.96,17.03,2.9x,416606
The Calyx Company        [ÿproductÿdetailsÿ],Flower 3.5g,14210,5.96,23.69,4.0x,412688
Forbidden Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8562,5.97,16.15,2.7x,412274
Cedar Creek Cannabis        [ÿproductÿdetailsÿ],Preroll 1.5g,1158,6,17.99,3.0x,415971
Spinning Heads        [ÿproductÿdetailsÿ],Preroll 2.0g,6768,6,17.76,3.0x,413718
Om Shiv        [ÿproductÿdetailsÿ],Flower 2.0g,1200,6,13.86,2.3x,412235
The Lazy Bee Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,1680,6,19.64,3.3x,412597
Double Dutch        [ÿproductÿdetailsÿ],Flower 2.0g,2696,6,18.01,3.0x,413084
Fourdub        [ÿproductÿdetailsÿ],Flower 2.0g,4380,6,20.48,3.4x,413165
Kai'dro        [ÿproductÿdetailsÿ],Flower 2.0g,2730,6,18.09,3.0x,413652
Good To Grow        [ÿproductÿdetailsÿ],Flower 2.0g,1800,6,18.76,3.1x,414035
Kush Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2592,6,16.92,2.8x,414287
Spadybud        [ÿproductÿdetailsÿ],Flower 2.0g,8316,6,17.73,3.0x,416019
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Flower 2.0g,2070,6,16.88,2.8x,416902
Spocannabis        [ÿproductÿdetailsÿ],Flower 2.0g,2250,6,14.89,2.5x,416960
Black Sands Ranch        [ÿproductÿdetailsÿ],Flower 3.5g,6516,6,22.84,3.8x,412329
Llidnoc Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6000,6,14.75,2.5x,417388
Fireweed Farms        [ÿproductÿdetailsÿ],Flower 3.5g,13230,6,17.93,3.0x,417794
Bbb Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,1510,6,14.82,2.5x,412601
Nettles Unlimited        [ÿproductÿdetailsÿ],Concentrate 0.5g,1380,6,18.38,3.1x,412762
Golden Leaf        [ÿproductÿdetailsÿ],Concentrate 0.5g,2318,6,18.86,3.1x,416548
Peace & Love Productions        [ÿproductÿdetailsÿ],Concentrate 1.0g,8106,6,16.68,2.8x,413193
Vulcan Mountain Farm        [ÿproductÿdetailsÿ],Concentrate 1.0g,1440,6,28.96,4.8x,413711
Botanimax        [ÿproductÿdetailsÿ],Concentrate 1.0g,5724,6,18.9,3.1x,415877
Emerald City Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,2172,6,20.79,3.5x,416433
Shelby Eckroth        [ÿproductÿdetailsÿ],Concentrate 1.0g,1500,6,19.69,3.3x,416968
Kali Products        [ÿproductÿdetailsÿ],Concentrate 1.0g,1908,6,18.28,3.0x,416973
Rl Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2400,6,18.48,3.1x,417381
Honu Enterprises        [ÿproductÿdetailsÿ],Infused,3505,6,16.37,2.7x,412097
Saturn Group        [ÿproductÿdetailsÿ],Preroll 3.0g,20599,6.01,18.04,3.0x,412112
Royale Leisure Industries        [ÿproductÿdetailsÿ],Edible,52970,6.01,20.55,3.4x,414474
Doc Croc        [ÿproductÿdetailsÿ],Concentrate 0.5g,6809,6.03,17.86,3.0x,413948
Emerald Peaks        [ÿproductÿdetailsÿ],Flower 2.0g,11458,6.05,19.63,3.2x,416198
Wildfire Cannabis Company        [ÿproductÿdetailsÿ],Concentrate 1.0g,2600,6.06,19.07,3.1x,416902
Lopez And Orr Co        [ÿproductÿdetailsÿ],Infused,1125,6.07,17.55,2.9x,417295
Cordus        [ÿproductÿdetailsÿ],Flower 2.0g,1648,6.08,24.7,4.1x,418921
Edgemont Group        [ÿproductÿdetailsÿ],Flower 2.0g,3590,6.08,18.33,3.0x,422993
Cascadia Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,8375,6.09,20.89,3.4x,412964
Daring Farms        [ÿproductÿdetailsÿ],Flower 3.5g,9912,6.12,18.19,3.0x,415881
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 7.0g,5224,6.12,18.29,3.0x,412357
"Gorge Processing, LLC        [ÿproductÿdetailsÿ]",Edible,5975,6.12,17.4,2.8x,416557
Going Green        [ÿproductÿdetailsÿ],Flower 2.0g,6447,6.14,20.93,3.4x,413110
O.b.c. LLC        [ÿproductÿdetailsÿ],Flower 7.0g,1105,6.14,21.66,3.5x,416544
Evergreen Hydro Farms        [ÿproductÿdetailsÿ],Flower 2.0g,4600,6.15,20.16,3.3x,418524
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,23582,6.16,21.37,3.5x,413170
Cannasol Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1038,6.17,22.94,3.7x,412240
THC Express        [ÿproductÿdetailsÿ],Topical,1988,6.17,17.71,2.9x,422094
Kai'dro        [ÿproductÿdetailsÿ],Concentrate 1.0g,5756,6.18,19.49,3.2x,413652
The Cascade Gnome        [ÿproductÿdetailsÿ],Flower 2.0g,1984,6.2,19.37,3.1x,413177
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Concentrate 0.25g,7225,6.23,20.05,3.2x,417068
150 Pounders        [ÿproductÿdetailsÿ],Flower 3.5g,1431,6.25,20.77,3.3x,417134
Cs Inc.        [ÿproductÿdetailsÿ],Concentrate 1.0g,1720,6.25,19.68,3.1x,412977
Green Labs        [ÿproductÿdetailsÿ],Edible,105314,6.25,19.94,3.2x,413076
New Leaf Enterprises        [ÿproductÿdetailsÿ],Flower 2.0g,13626,6.26,20.28,3.2x,412070
Over the Top        [ÿproductÿdetailsÿ],Preroll 3.0g,105127,6.27,19.35,3.1x,412056
Viva Cannabis        [ÿproductÿdetailsÿ],Flower 3.5g,138349,6.27,19.08,3.0x,416609
Shelby Eckroth        [ÿproductÿdetailsÿ],Flower 3.5g,10706,6.27,18.45,2.9x,416968
El Rey De La Kush        [ÿproductÿdetailsÿ],Flower 2.0g,8360,6.28,19.32,3.1x,422324
High End Farms        [ÿproductÿdetailsÿ],Flower 2.0g,1726,6.3,16.93,2.7x,414200
Symington Holdings Ii        [ÿproductÿdetailsÿ],Flower 2.0g,1770,6.32,18.91,3.0x,415777
The Four Twenty Collection        [ÿproductÿdetailsÿ],Flower 3.5g,3398,6.33,19.05,3.0x,413134
Top Shelf        [ÿproductÿdetailsÿ],Infused,11079,6.34,12.52,2.0x,423396
Greenzone        [ÿproductÿdetailsÿ],Flower 3.5g,4140,6.36,18.19,2.9x,412529
Sitka Packaging        [ÿproductÿdetailsÿ],Infused,45733,6.36,15.71,2.5x,412952
Prohibition Gold        [ÿproductÿdetailsÿ],Edible,1233,6.38,20.11,3.2x,416698
Klaritie Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,36562,6.39,21.13,3.3x,419959
Medusa Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,12738,6.4,19.81,3.1x,412294
Seattle's Private Reserve        [ÿproductÿdetailsÿ],Concentrate 0.5g,1485,6.4,15.69,2.5x,417068
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 2.0g,11414,6.42,18.98,3.0x,416462
Cowlitz County Cannabis Cultivation        [ÿproductÿdetailsÿ],Flower 3.5g,116294,6.42,22.26,3.5x,416502
Blue Sky Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,58580,6.42,20.34,3.2x,412969
Bmf Washington        [ÿproductÿdetailsÿ],Flower 2.0g,8235,6.43,18.94,2.9x,412149
Skagit Organics        [ÿproductÿdetailsÿ],Flower 2.0g,30018,6.43,18.76,2.9x,412843
Redtail        [ÿproductÿdetailsÿ],Flower 3.5g,1092,6.46,19.04,2.9x,416310
Double Delicious        [ÿproductÿdetailsÿ],Concentrate 0.5g,4438,6.46,21.73,3.4x,414462
White Star        [ÿproductÿdetailsÿ],Concentrate 1.0g,46648,6.49,18.07,2.8x,416579
Laughing Grass Marijuana Production And Proce        [ÿproductÿdetailsÿ],Flower 2.0g,1690,6.5,18.9,2.9x,414145
Jbm Enterprises LLC        [ÿproductÿdetailsÿ],Flower 2.0g,2920,6.5,20.9,3.2x,414281
Evergreen Production        [ÿproductÿdetailsÿ],Flower 2.0g,3575,6.5,19.04,2.9x,416601
Hill Top Growers        [ÿproductÿdetailsÿ],Flower 3.5g,6500,6.5,18.78,2.9x,412098
Driftboat        [ÿproductÿdetailsÿ],Concentrate 1.0g,2126,6.5,17.07,2.6x,416551
Bang's Cannabis Company        [ÿproductÿdetailsÿ],Infused,2392,6.5,15.94,2.5x,412402
Mountain Hi        [ÿproductÿdetailsÿ],Concentrate 1.0g,32236,6.51,16.94,2.6x,412446
Boggy Boon        [ÿproductÿdetailsÿ],Flower 2.0g,1355,6.52,18.41,2.8x,416935
Kali Products        [ÿproductÿdetailsÿ],Flower 3.5g,7209,6.52,26.07,4.0x,416973
Application Software Products        [ÿproductÿdetailsÿ],Concentrate 1.0g,9050,6.54,20.34,3.1x,415727
Sunshine Farming        [ÿproductÿdetailsÿ],Flower 2.0g,3896,6.55,20.22,3.1x,412869
Howling Dog Farms        [ÿproductÿdetailsÿ],Flower 2.0g,2530,6.56,22.52,3.4x,415821
Honu Enterprises        [ÿproductÿdetailsÿ],Edible,168420,6.58,21.76,3.3x,412097
Deepwater Botanicals        [ÿproductÿdetailsÿ],Flower 2.0g,3054,6.6,18.43,2.8x,412154
Surefire Growers        [ÿproductÿdetailsÿ],Flower 2.0g,1410,6.6,23.83,3.6x,415813
Origens        [ÿproductÿdetailsÿ],Concentrate 0.5g,1570,6.6,18.01,2.7x,412891
Cascade Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,4025,6.6,22.36,3.4x,412180
Green Freedom        [ÿproductÿdetailsÿ],Flower 2.0g,8712,6.61,20.58,3.1x,412515
Viva Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,158266,6.62,18.82,2.8x,416609
Grow Op Farms        [ÿproductÿdetailsÿ],Flower 2.0g,226765,6.66,19.61,2.9x,413287
Bella Jane's        [ÿproductÿdetailsÿ],Flower 2.0g,2038,6.66,19.14,2.9x,416762
Pinnacle NW        [ÿproductÿdetailsÿ],Concentrate 1.0g,2791,6.66,17.9,2.7x,422257
Legal Beverages        [ÿproductÿdetailsÿ],Edible,115016,6.66,18.61,2.8x,412373
Origin Cannabis Company        [ÿproductÿdetailsÿ],Flower 1.0g,1650,6.67,17.18,2.6x,415695
Hash Way Recreational        [ÿproductÿdetailsÿ],Concentrate 1.0g,5150,6.68,17.68,2.6x,421873
The High Point        [ÿproductÿdetailsÿ],Flower 2.0g,1415,6.7,18.92,2.8x,413625
Evergreen Herbal        [ÿproductÿdetailsÿ],Infused,21768,6.7,19.45,2.9x,78256
Green Revolution        [ÿproductÿdetailsÿ],Topical,27940,6.7,20.63,3.1x,416334
