Business,Category,Wholesale Sales,Avg Wholesale Price,Avg Retail Price With Tax,Avg Markup With Tax,License
Fractal        [ÿproductÿdetailsÿ],Concentrate 0.5g,3540,9.45,28.32,3.0x,417364
Symington Holdings Ii        [ÿproductÿdetailsÿ],Flower 3.5g,7756,9.47,28.54,3.0x,415777
Sitka Packaging        [ÿproductÿdetailsÿ],Preroll 3.0g,9500,9.5,27.6,2.9x,412952
Edgemont Group        [ÿproductÿdetailsÿ],Vape 0.5g,8970,9.5,29.34,3.1x,422993
Sweet Nirvana Bakery        [ÿproductÿdetailsÿ],Flower 3.5g,4060,9.5,28.46,3.0x,413138
Kush Valley        [ÿproductÿdetailsÿ],Concentrate 1.0g,95630,9.52,26.03,2.7x,416606
New Horizon Holdings        [ÿproductÿdetailsÿ],Flower 3.5g,5261,9.54,26.02,2.7x,415752
Red Ridge Farmns        [ÿproductÿdetailsÿ],Concentrate 1.0g,7900,9.54,32.62,3.4x,412627
Green Acre Pharms        [ÿproductÿdetailsÿ],Concentrate 1.0g,8685,9.55,26.87,2.8x,413099
New Leaf Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,32789,9.56,30.48,3.2x,412070
My Weed Bunny        [ÿproductÿdetailsÿ],Concentrate 1.0g,60023,9.58,29.86,3.1x,412031
E And M Partners        [ÿproductÿdetailsÿ],Edible,3432,9.58,30.07,3.1x,416228
Filucy Bay Farms        [ÿproductÿdetailsÿ],Flower 3.5g,10458,9.59,25.08,2.6x,415456
Exotic Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2205,9.6,27.79,2.9x,415932
Hometown Herbs        [ÿproductÿdetailsÿ],Flower 2.0g,1927,9.62,27.68,2.9x,416133
Rockgarden        [ÿproductÿdetailsÿ],Flower 3.5g,1348,9.62,26.22,2.7x,412192
Washington State Sweet Leaf Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,6665,9.62,31.92,3.3x,413455
Craft Elixirs        [ÿproductÿdetailsÿ],Concentrate 0.5g,6050,9.62,29.41,3.1x,415697
Desert Valley Growers        [ÿproductÿdetailsÿ],Flower 3.5g,2100,9.63,31,3.2x,412260
1937 Farms        [ÿproductÿdetailsÿ],Flower 3.5g,1540,9.63,28.74,3.0x,416738
Edgemont Group        [ÿproductÿdetailsÿ],Flower 3.5g,49352,9.63,30.85,3.2x,422993
Amber Brick        [ÿproductÿdetailsÿ],Concentrate 1.0g,42873,9.63,28.54,3.0x,416929
Over the Top        [ÿproductÿdetailsÿ],Concentrate 1.0g,105312,9.66,26.46,2.7x,412056
Over the Top        [ÿproductÿdetailsÿ],Vape 0.5g,1935,9.67,27.79,2.9x,412056
Lopez And Orr Co        [ÿproductÿdetailsÿ],Concentrate 1.0g,4300,9.69,29.38,3.0x,417295
Dynamic Processors        [ÿproductÿdetailsÿ],Topical,6163,9.69,31.38,3.2x,417163
Conscious Cannabis        [ÿproductÿdetailsÿ],Topical,14386,9.72,29.22,3.0x,416008
Artizen Cannabis Company        [ÿproductÿdetailsÿ],Vape 0.5g,64389,9.75,34.13,3.5x,413462
Double Dutch        [ÿproductÿdetailsÿ],Flower 3.5g,14101,9.75,31.69,3.3x,413084
Cannaman Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,3650,9.75,27.91,2.9x,419969
Buddy Boy Farms        [ÿproductÿdetailsÿ],Flower 3.5g,92497,9.76,30.06,3.1x,412053
Fc Processor-3        [ÿproductÿdetailsÿ],Flower 7.0g,4549,9.76,31.28,3.2x,413952
Evergrow Northwest        [ÿproductÿdetailsÿ],Flower 3.5g,15445,9.78,31.94,3.3x,416804
Sticky Budz        [ÿproductÿdetailsÿ],Topical,9110,9.83,29.57,3.0x,412076
Pearl Extracts        [ÿproductÿdetailsÿ],Vape 0.25g,13720,9.84,31.15,3.2x,415768
Blue Rock Acres        [ÿproductÿdetailsÿ],Flower 3.5g,6145,9.84,32.1,3.3x,412357
Conscious Cannabis        [ÿproductÿdetailsÿ],Concentrate 0.25g,17305,9.86,24.89,2.5x,416008
Budco Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,3725,9.86,24.63,2.5x,412902
Propacwa        [ÿproductÿdetailsÿ],Concentrate 1.0g,37612,9.86,37.24,3.8x,413133
The Market Garden        [ÿproductÿdetailsÿ],Vape 0.5g,11444,9.87,32.46,3.3x,412037
Washington Bud Company        [ÿproductÿdetailsÿ],Flower 2.0g,4133,9.87,27.31,2.8x,412752
Manastash Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,2415,9.87,30.28,3.1x,413123
Spencer Farm        [ÿproductÿdetailsÿ],Flower 3.5g,3278,9.88,36.3,3.7x,417443
Ionic        [ÿproductÿdetailsÿ],Concentrate 1.0g,41396,9.93,27.03,2.7x,415712
North West Roots        [ÿproductÿdetailsÿ],Flower 3.5g,10295,9.94,37.78,3.8x,413651
Experience Organics        [ÿproductÿdetailsÿ],Concentrate 1.0g,4476,9.94,32.56,3.3x,412072
Lopez And Orr Co        [ÿproductÿdetailsÿ],Flower 14.0g,2090,9.95,31.95,3.2x,417295
Howling Dog Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,19100,9.95,28.19,2.8x,415821
The Lazy Bee Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,24187,9.98,30.4,3.0x,412597
Alis Group        [ÿproductÿdetailsÿ],Flower 3.5g,31778,9.98,27,2.7x,415700
Fc Processor-2        [ÿproductÿdetailsÿ],Vape 0.5g,1500,10,29.08,2.9x,413954
Fractal        [ÿproductÿdetailsÿ],Vape 0.5g,1490,10,28.03,2.8x,417364
The Hollingsworth Cannabis Company        [ÿproductÿdetailsÿ],Vape 1.0g,1500,10,31.88,3.2x,416406
Secret Gardens of Washington        [ÿproductÿdetailsÿ],Flower 2.0g,1640,10,26.15,2.6x,412431
Weed Snobs        [ÿproductÿdetailsÿ],Flower 3.5g,1760,10,28.59,2.9x,412711
Millennium Marijuana        [ÿproductÿdetailsÿ],Flower 3.5g,35000,10,24.82,2.5x,413432
Mt. Baker Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,5850,10,27.73,2.8x,415917
Hilltop Highgrade        [ÿproductÿdetailsÿ],Flower 3.5g,5890,10,28.75,2.9x,415958
J D        [ÿproductÿdetailsÿ],Concentrate 0.25g,1700,10,34.32,3.4x,419136
Auricag        [ÿproductÿdetailsÿ],Concentrate 0.5g,3900,10,31.26,3.1x,412118
Fc Processor-2        [ÿproductÿdetailsÿ],Concentrate 0.5g,10950,10,31.38,3.1x,413954
Pioneer Production And Processing        [ÿproductÿdetailsÿ],Concentrate 0.5g,1060,10,27.55,2.8x,416063
Vancouver Weed Company        [ÿproductÿdetailsÿ],Concentrate 0.5g,2400,10,23.47,2.3x,416184
Pacific Northwest Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,4650,10,31.18,3.1x,412068
Red Frog        [ÿproductÿdetailsÿ],Concentrate 1.0g,2500,10,27.24,2.7x,412437
Bbb Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,1600,10,28.91,2.9x,412601
Pingston Creek Botanical        [ÿproductÿdetailsÿ],Concentrate 1.0g,1200,10,37.79,3.8x,412826
Gold Services        [ÿproductÿdetailsÿ],Concentrate 1.0g,2280,10,27.86,2.8x,412861
Leef        [ÿproductÿdetailsÿ],Concentrate 1.0g,10140,10,29.15,2.9x,413085
Dna Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,1150,10,29.85,3.0x,413464
Ground Up Cultivation        [ÿproductÿdetailsÿ],Concentrate 1.0g,1100,10,27.04,2.7x,415933
Winter Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,7260,10,29.41,2.9x,416130
Hometown Herbs        [ÿproductÿdetailsÿ],Concentrate 1.0g,1750,10,26.84,2.7x,416133
Capital Green        [ÿproductÿdetailsÿ],Concentrate 1.0g,8900,10,31.33,3.1x,416196
Dogtown Pioneers        [ÿproductÿdetailsÿ],Concentrate 1.0g,1600,10,27.82,2.8x,416538
Evergreen Production        [ÿproductÿdetailsÿ],Concentrate 1.0g,3320,10,27.1,2.7x,416601
Optimum Extracts        [ÿproductÿdetailsÿ],Concentrate 1.0g,1000,10,32.66,3.3x,416911
150 Pounders        [ÿproductÿdetailsÿ],Concentrate 1.0g,1950,10,28.38,2.8x,417134
Quality Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,1770,10,27.59,2.8x,417338
Fractal        [ÿproductÿdetailsÿ],Concentrate 1.0g,2360,10,29.58,3.0x,417364
Prince Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,1200,10,25.66,2.6x,422368
Rochester Farms        [ÿproductÿdetailsÿ],Infused,1500,10,28.9,2.9x,413002
Dose Oil        [ÿproductÿdetailsÿ],Topical,3500,10,29.95,3.0x,423842
Venspark        [ÿproductÿdetailsÿ],Topical,2200,10,28.03,2.8x,417326
Hazy Daze        [ÿproductÿdetailsÿ],Topical,4870,10,26.93,2.7x,412452
Natural Mystic Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,5046,10.01,27.33,2.7x,412155
Suspended Brands        [ÿproductÿdetailsÿ],Vape 0.5g,14977,10.02,32.27,3.2x,412132
M And R Distributing        [ÿproductÿdetailsÿ],Concentrate 1.0g,81426,10.02,27.32,2.7x,412258
Torch Northwest        [ÿproductÿdetailsÿ],Concentrate 1.0g,46110,10.03,28.46,2.8x,412681
Calvin's Best        [ÿproductÿdetailsÿ],Concentrate 1.0g,14552,10.03,30.63,3.1x,418185
Dose Oil        [ÿproductÿdetailsÿ],Concentrate 1.0g,48554,10.04,31.74,3.2x,423842
Canna Organix        [ÿproductÿdetailsÿ],Concentrate 0.5g,17010,10.05,26.73,2.7x,415835
502 Processor's Group        [ÿproductÿdetailsÿ],Concentrate 1.0g,4915,10.07,31.34,3.1x,413478
Orange State        [ÿproductÿdetailsÿ],Flower 3.5g,11178,10.08,32.09,3.2x,412409
Inland Empire Growing        [ÿproductÿdetailsÿ],Flower 3.5g,33187,10.08,30.48,3.0x,412760
Honu Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,35938,10.08,27.58,2.7x,412097
Axabra        [ÿproductÿdetailsÿ],Flower 3.5g,4475,10.1,29.41,2.9x,412438
The Clone Zone        [ÿproductÿdetailsÿ],Concentrate 1.0g,50052,10.1,28.31,2.8x,412598
Edgemont Group        [ÿproductÿdetailsÿ],Concentrate 0.5g,1655,10.11,29.22,2.9x,422993
Royal Tree Gardens        [ÿproductÿdetailsÿ],Flower 2.0g,3440,10.12,25.55,2.5x,412425
Perecan Farm        [ÿproductÿdetailsÿ],Concentrate 1.0g,54793,10.12,32.43,3.2x,413667
Cordus        [ÿproductÿdetailsÿ],Flower 3.5g,19510,10.13,32.66,3.2x,418921
Meii        [ÿproductÿdetailsÿ],Flower 3.5g,9848,10.15,31.44,3.1x,416021
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Flower 7.0g,7138,10.15,23.6,2.3x,415970
Louis W        [ÿproductÿdetailsÿ],Flower 3.5g,4356,10.17,25.88,2.5x,415691
Starleaf        [ÿproductÿdetailsÿ],Flower 3.5g,7499,10.17,29.6,2.9x,415815
Agro Couture        [ÿproductÿdetailsÿ],Flower 3.5g,30471,10.19,29.77,2.9x,417142
Green Haven LLC        [ÿproductÿdetailsÿ],Flower 3.5g,96321,10.19,32.2,3.2x,421941
Cannabis King Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,2527,10.2,30.2,3.0x,416308
Eagle Tree Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,4350,10.2,28.62,2.8x,422190
Methow Growers        [ÿproductÿdetailsÿ],Concentrate 1.0g,2704,10.24,30.18,2.9x,412875
Om Shiv        [ÿproductÿdetailsÿ],Flower 3.5g,8802,10.26,30.64,3.0x,412235
Perma        [ÿproductÿdetailsÿ],Flower 3.5g,5209,10.26,34.43,3.4x,416124
Grow Op Farms        [ÿproductÿdetailsÿ],Vape 0.5g,219798,10.27,28.97,2.8x,413287
Kokua Services        [ÿproductÿdetailsÿ],Flower 2.0g,24141,10.29,29.58,2.9x,412074
Cannasol Farms        [ÿproductÿdetailsÿ],Concentrate 0.5g,1620,10.29,32.94,3.2x,412240
Greenrush        [ÿproductÿdetailsÿ],Concentrate 1.0g,18666,10.29,33.65,3.3x,412295
Rochester Farms        [ÿproductÿdetailsÿ],Flower 3.5g,28648,10.31,29.39,2.9x,413002
Silica Phoenix        [ÿproductÿdetailsÿ],Concentrate 1.0g,14135,10.31,33.55,3.3x,412236
509 Da Kine        [ÿproductÿdetailsÿ],Flower 3.5g,9974,10.32,31.81,3.1x,412599
Full Throttle Farms        [ÿproductÿdetailsÿ],Flower 3.5g,2555,10.32,27.91,2.7x,412636
Dank Inc.        [ÿproductÿdetailsÿ],Concentrate 1.0g,9156,10.32,28.18,2.7x,416677
Washington Source        [ÿproductÿdetailsÿ],Flower 7.0g,1240,10.33,31.92,3.1x,418443
Ionic        [ÿproductÿdetailsÿ],Concentrate 0.5g,2100,10.33,31.3,3.0x,415712
Northwest 7 Point        [ÿproductÿdetailsÿ],Concentrate 1.0g,1900,10.33,27.31,2.6x,412441
Blooming City        [ÿproductÿdetailsÿ],Flower 3.5g,1909,10.35,33.5,3.2x,415853
Millennium Marijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,102345,10.35,27.8,2.7x,413432
Squeeze Room        [ÿproductÿdetailsÿ],Concentrate 1.0g,6926,10.36,28.09,2.7x,421102
Exotic Farms        [ÿproductÿdetailsÿ],Flower 3.5g,4178,10.38,30.63,3.0x,415932
Docandyeti's        [ÿproductÿdetailsÿ],Concentrate 1.0g,9200,10.38,29.98,2.9x,414041
Fourdub        [ÿproductÿdetailsÿ],Flower 3.5g,15566,10.39,29.42,2.8x,413165
Cascade Crops        [ÿproductÿdetailsÿ],Flower 3.5g,1852,10.4,33.4,3.2x,412077
American Sensi Company        [ÿproductÿdetailsÿ],Flower 3.5g,3764,10.41,30.4,2.9x,412735
Mno        [ÿproductÿdetailsÿ],Flower 3.5g,14422,10.41,30.69,2.9x,413090
Hazy Daze        [ÿproductÿdetailsÿ],Flower 3.5g,8434,10.42,30.94,3.0x,412452
Boggy Boon        [ÿproductÿdetailsÿ],Flower 3.5g,30809,10.42,33.26,3.2x,416935
Sitka Packaging        [ÿproductÿdetailsÿ],Flower 3.5g,2550,10.43,28.16,2.7x,412952
Wow Weed        [ÿproductÿdetailsÿ],Flower 3.5g,6297,10.43,37.04,3.6x,413038
The Plant Factory        [ÿproductÿdetailsÿ],Flower 3.5g,12537,10.44,32.68,3.1x,416827
Bondi Farms        [ÿproductÿdetailsÿ],Flower 3.5g,42413,10.47,33.45,3.2x,412141
502 Processor's Group        [ÿproductÿdetailsÿ],Concentrate 0.5g,109432,10.47,31.75,3.0x,413478
Suspended Brands        [ÿproductÿdetailsÿ],Flower 3.5g,96506,10.48,29.78,2.8x,412132
F.o.l Genetics        [ÿproductÿdetailsÿ],Flower 3.5g,4585,10.5,44.43,4.2x,412069
Crop Circle Co        [ÿproductÿdetailsÿ],Flower 3.5g,3402,10.5,30.51,2.9x,412105
Tropic Grow        [ÿproductÿdetailsÿ],Flower 3.5g,6636,10.5,31.16,3.0x,412106
Red Frog        [ÿproductÿdetailsÿ],Flower 3.5g,7612,10.5,31.48,3.0x,412437
Quantum Capital Advisors        [ÿproductÿdetailsÿ],Flower 3.5g,5985,10.5,30.43,2.9x,413156
Chiliwist Creek Farm        [ÿproductÿdetailsÿ],Flower 3.5g,3045,10.5,28.26,2.7x,413657
Kush Farms        [ÿproductÿdetailsÿ],Flower 3.5g,3328,10.5,28.49,2.7x,414287
O.b.c. LLC        [ÿproductÿdetailsÿ],Flower 3.5g,7192,10.5,34.05,3.2x,416544
Bella Jane's        [ÿproductÿdetailsÿ],Flower 3.5g,5481,10.5,29.29,2.8x,416762
420 Natural        [ÿproductÿdetailsÿ],Flower 7.0g,1438,10.5,33.88,3.2x,416426
Lm Digital        [ÿproductÿdetailsÿ],Concentrate 0.5g,3675,10.5,28.87,2.7x,417214
Coastal Enterprises        [ÿproductÿdetailsÿ],Concentrate 1.0g,1442,10.5,31.94,3.0x,412408
Gardens Royale        [ÿproductÿdetailsÿ],Concentrate 1.0g,2100,10.5,26.97,2.6x,416700
Lost Lake Gardens        [ÿproductÿdetailsÿ],Flower 3.5g,5346,10.53,31,2.9x,412978
5th House Farms        [ÿproductÿdetailsÿ],Flower 3.5g,3127,10.53,28.72,2.7x,416057
Mountain High Organics        [ÿproductÿdetailsÿ],Flower 3.5g,4115,10.55,30.84,2.9x,412576
Evergreen Production        [ÿproductÿdetailsÿ],Flower 3.5g,17914,10.56,32.95,3.1x,412815
Spocannabis        [ÿproductÿdetailsÿ],Flower 3.5g,7785,10.56,23.53,2.2x,416960
Zenta Garden        [ÿproductÿdetailsÿ],Flower 3.5g,28048,10.56,33.01,3.1x,423681
Emerald Sea of Green        [ÿproductÿdetailsÿ],Flower 7.0g,2120,10.6,44.58,4.2x,413198
North Coast Concentrates        [ÿproductÿdetailsÿ],Flower 3.5g,5756,10.61,30.29,2.9x,416807
The Green Vault        [ÿproductÿdetailsÿ],Concentrate 0.5g,2520,10.62,20.9,2.0x,415711
Northwest Greenery        [ÿproductÿdetailsÿ],Flower 3.5g,15256,10.65,34.84,3.3x,415937
Cascadia Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,46268,10.65,30.53,2.9x,412964
Bmf Washington        [ÿproductÿdetailsÿ],Concentrate 0.5g,77201,10.66,32.73,3.1x,412149
Eagle Tree Farms        [ÿproductÿdetailsÿ],Flower 3.5g,4400,10.68,33.87,3.2x,422190
Methow Horticulture        [ÿproductÿdetailsÿ],Flower 3.5g,2942,10.74,35.92,3.3x,414143
Puffin Farm        [ÿproductÿdetailsÿ],Concentrate 0.5g,3540,10.74,33,3.1x,413021
Puffin Farm        [ÿproductÿdetailsÿ],Vape 0.5g,4085,10.75,34.92,3.2x,413021
C Block Group        [ÿproductÿdetailsÿ],Flower 7.0g,1656,10.75,30.93,2.9x,412728
The High Point        [ÿproductÿdetailsÿ],Concentrate 1.0g,1035,10.75,30.05,2.8x,413625
Svin Garden        [ÿproductÿdetailsÿ],Concentrate 1.0g,17041,10.78,33.11,3.1x,415820
Heylo        [ÿproductÿdetailsÿ],Vape 0.5g,3128,10.79,37.77,3.5x,417288
WA Weed        [ÿproductÿdetailsÿ],Concentrate 1.0g,12200,10.8,27.89,2.6x,412363
Sweetwater Farms        [ÿproductÿdetailsÿ],Concentrate 1.0g,2558,10.8,28.47,2.6x,424256
The High Point        [ÿproductÿdetailsÿ],Flower 3.5g,34312,10.82,29.32,2.7x,413625
Stone Supply        [ÿproductÿdetailsÿ],Flower 7.0g,2101,10.82,33.32,3.1x,413463
502 Processor's Group        [ÿproductÿdetailsÿ],Vape 0.5g,16828,10.83,29.93,2.8x,413478
Sunshine Farming        [ÿproductÿdetailsÿ],Flower 3.5g,104507,10.83,33.74,3.1x,412869
Superior Harvest        [ÿproductÿdetailsÿ],Flower 3.5g,11148,10.83,33.14,3.1x,416977
Mno        [ÿproductÿdetailsÿ],Concentrate 1.0g,34437,10.83,32.69,3.0x,413090
M And R Distributing        [ÿproductÿdetailsÿ],Vape 0.5g,11760,10.85,29.65,2.7x,412258
The Cascade Gnome        [ÿproductÿdetailsÿ],Flower 3.5g,1313,10.85,33.05,3.0x,413177
Peace & Love Productions        [ÿproductÿdetailsÿ],Flower 3.5g,3580,10.85,32.29,3.0x,413193
Virtual Services        [ÿproductÿdetailsÿ],Topical,3174,10.85,27.07,2.5x,412073
Dutch Brothers        [ÿproductÿdetailsÿ],Flower 3.5g,13599,10.87,35.89,3.3x,412246
Northwest Grown Products        [ÿproductÿdetailsÿ],Flower 3.5g,32366,10.87,32.21,3.0x,416462
Cannaman Farms        [ÿproductÿdetailsÿ],Flower 3.5g,13276,10.87,36.22,3.3x,419969
"Pacala,  Inc        [ÿproductÿdetailsÿ]",Flower 3.5g,16358,10.89,33.37,3.1x,415970
Top Shelf        [ÿproductÿdetailsÿ],Vape 0.5g,7797,10.91,31.7,2.9x,423396
Cannasol Farms        [ÿproductÿdetailsÿ],Flower 3.5g,14488,10.91,33.73,3.1x,412240
Khush Kush        [ÿproductÿdetailsÿ],Concentrate 1.0g,7960,10.91,27.45,2.5x,413145
WA Weed        [ÿproductÿdetailsÿ],Concentrate 0.5g,11300,10.92,28.94,2.6x,412363
Avitas        [ÿproductÿdetailsÿ],Concentrate 0.5g,6732,10.94,34.6,3.2x,412759
Bmf Washington        [ÿproductÿdetailsÿ],Flower 3.5g,183016,10.95,31.93,2.9x,412149
Northwest Wonderland        [ÿproductÿdetailsÿ],Edible,5655,10.95,30.17,2.8x,416140
Bmf Washington        [ÿproductÿdetailsÿ],Concentrate 1.0g,65855,10.96,31.28,2.9x,412149
Avitas        [ÿproductÿdetailsÿ],Vape 0.5g,279522,10.97,32.93,3.0x,412759
Over the Top        [ÿproductÿdetailsÿ],Flower 3.5g,37209,10.97,34.18,3.1x,412056
Green Revolution        [ÿproductÿdetailsÿ],Edible,284991,10.97,31.75,2.9x,416334
Doctor And Crook        [ÿproductÿdetailsÿ],Flower 3.5g,5712,10.98,31.18,2.8x,416831
The Green Company        [ÿproductÿdetailsÿ],Flower 3.5g,6190,10.99,38.8,3.5x,412403
Yava        [ÿproductÿdetailsÿ],Concentrate 0.5g,22600,10.99,31.52,2.9x,416510
Lopez And Orr Co        [ÿproductÿdetailsÿ],Vape 0.5g,2530,11,32.4,2.9x,417295
J D        [ÿproductÿdetailsÿ],Vape 0.5g,13350,11,31.27,2.8x,419136
Nugreen        [ÿproductÿdetailsÿ],Vape 1.0g,4280,11,32.05,2.9x,413943
Firebros        [ÿproductÿdetailsÿ],Flower 2.0g,5390,11,29.93,2.7x,416025
Okanogan Natural Farms        [ÿproductÿdetailsÿ],Flower 7.0g,1320,11,32.79,3.0x,413170
North Gardens        [ÿproductÿdetailsÿ],Concentrate 1.0g,20540,11,30.41,2.8x,416448
J.e.t.        [ÿproductÿdetailsÿ],Concentrate 1.0g,1551,11,29.08,2.6x,416990
Ecc        [ÿproductÿdetailsÿ],Concentrate 1.0g,48181,11,31.54,2.9x,417148
Grassroots Pharm        [ÿproductÿdetailsÿ],Flower 3.5g,19416,11.01,34.98,3.2x,417303
Billy's Goat (greatest of All Things)        [ÿproductÿdetailsÿ],Flower 3.5g,10946,11.03,32.26,2.9x,412179
Morelli Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,1295,11.03,28.45,2.6x,416479
Laughing Grass Marijuana Production And Proce        [ÿproductÿdetailsÿ],Flower 3.5g,3670,11.04,35.14,3.2x,414145
The Sunshine Tiki Hut        [ÿproductÿdetailsÿ],Flower 3.5g,5392,11.04,32.66,3.0x,417198
Eco Ventures        [ÿproductÿdetailsÿ],Concentrate 1.0g,30117,11.07,29.14,2.6x,416853
Jbm Enterprises LLC        [ÿproductÿdetailsÿ],Vape 0.5g,36931,11.1,32.59,2.9x,414281
Forbidden Farms        [ÿproductÿdetailsÿ],Flower 3.5g,26383,11.1,34,3.1x,412274
Axabra        [ÿproductÿdetailsÿ],Flower 7.0g,5082,11.1,32.99,3.0x,412438
Origens        [ÿproductÿdetailsÿ],Concentrate 1.0g,4500,11.12,24.33,2.2x,412891
Fc Processor-2        [ÿproductÿdetailsÿ],Concentrate 1.0g,2080,11.14,33.48,3.0x,413954
Craft Elixirs        [ÿproductÿdetailsÿ],Vape 0.5g,12556,11.16,34.8,3.1x,415697
420 Growers And Processors        [ÿproductÿdetailsÿ],Flower 3.5g,5244,11.16,30.56,2.7x,412200
Gabriel        [ÿproductÿdetailsÿ],Concentrate 0.5g,1140,11.16,22.15,2.0x,415997
Ogz Fire Weed        [ÿproductÿdetailsÿ],Flower 3.5g,31551,11.19,31.85,2.8x,416737
Evergreen Gropro        [ÿproductÿdetailsÿ],Flower 3.5g,6272,11.2,28.39,2.5x,416412
Antoine Creek Farms        [ÿproductÿdetailsÿ],Flower 7.0g,1008,11.2,34.21,3.1x,412138
Going Green        [ÿproductÿdetailsÿ],Flower 14.0g,2139,11.2,39.36,3.5x,413110
Fairwinds Manufacturing        [ÿproductÿdetailsÿ],Edible,212990,11.2,34.75,3.1x,414286
Conscious Cannabis        [ÿproductÿdetailsÿ],Vape 0.25g,4636,11.22,26.27,2.3x,416008
Green Freedom        [ÿproductÿdetailsÿ],Flower 3.5g,40036,11.23,34.57,3.1x,412515
Tucker Ranch        [ÿproductÿdetailsÿ],Flower 3.5g,12895,11.23,33.33,3.0x,415922
Northwestpearl        [ÿproductÿdetailsÿ],Flower 3.5g,23836,11.25,34.15,3.0x,413097
420 Growers And Processors        [ÿproductÿdetailsÿ],Concentrate 1.0g,5770,11.25,28.89,2.6x,412200
Leef        [ÿproductÿdetailsÿ],Flower 3.5g,8692,11.26,34.77,3.1x,413085
Northwest Cannabis Solutions        [ÿproductÿdetailsÿ],Flower 3.5g,609795,11.27,32.88,2.9x,412882
Oleum Extracts        [ÿproductÿdetailsÿ],Concentrate 0.5g,18724,11.27,29.88,2.7x,412991
Puffin Farm        [ÿproductÿdetailsÿ],Flower 3.5g,12382,11.29,33.73,3.0x,413021
Dandelion Farms        [ÿproductÿdetailsÿ],Flower 3.5g,4993,11.32,33.99,3.0x,417155
Going Green        [ÿproductÿdetailsÿ],Flower 3.5g,3287,11.37,29.98,2.6x,413110
Conscious Family Farms        [ÿproductÿdetailsÿ],Flower 3.5g,7205,11.37,32.35,2.8x,413431
Doctor And Crook        [ÿproductÿdetailsÿ],Concentrate 1.0g,2816,11.37,32.92,2.9x,416831
Pcf Management        [ÿproductÿdetailsÿ],Flower 3.5g,19847,11.38,28.56,2.5x,412062
Knights Hemplar        [ÿproductÿdetailsÿ],Flower 3.5g,27567,11.39,31.97,2.8x,412341
Pearl Extracts        [ÿproductÿdetailsÿ],Vape 0.5g,77167,11.4,33.67,3.0x,415768
Biochron        [ÿproductÿdetailsÿ],Concentrate 1.0g,1470,11.4,29.08,2.6x,416641
Agrijuana        [ÿproductÿdetailsÿ],Concentrate 1.0g,5282,11.41,38.78,3.4x,415998
Conscious Cannabis        [ÿproductÿdetailsÿ],Concentrate 1.0g,139222,11.42,31.76,2.8x,416008
Platinum Enterprises        [ÿproductÿdetailsÿ],Flower 3.5g,1144,11.45,30.64,2.7x,414115
Pingston Creek Botanical        [ÿproductÿdetailsÿ],Flower 3.5g,12345,11.46,33.66,2.9x,412826
Doctor And Crook        [ÿproductÿdetailsÿ],Vape 0.5g,11486,11.47,34.82,3.0x,416831
The Green Vault        [ÿproductÿdetailsÿ],Flower 3.5g,21871,11.47,32.49,2.8x,415711
Golden Tree        [ÿproductÿdetailsÿ],Flower 3.5g,158879,11.48,35.47,3.1x,416107
Calvin's Best        [ÿproductÿdetailsÿ],Flower 3.5g,3156,11.48,37.54,3.3x,418185
Happy Valley Farms        [ÿproductÿdetailsÿ],Flower 3.5g,6248,11.49,35.37,3.1x,412567
Billows of Haze        [ÿproductÿdetailsÿ],Flower 3.5g,7489,11.49,35.15,3.1x,417631
Alis Group        [ÿproductÿdetailsÿ],Vape 0.5g,4336,11.5,33.95,3.0x,415700
Green Dreamer        [ÿproductÿdetailsÿ],Flower 2.0g,1260,11.5,28.85,2.5x,413469
Propacwa        [ÿproductÿdetailsÿ],Flower 3.5g,2461,11.5,34.36,3.0x,413133
Georgetown Cannabis Co.        [ÿproductÿdetailsÿ],Flower 3.5g,1916,11.52,35.32,3.1x,415688
Quincy Green        [ÿproductÿdetailsÿ],Flower 7.0g,5747,11.53,35.46,3.1x,412358
Clarity Farms        [ÿproductÿdetailsÿ],Flower 7.0g,13919,11.53,34.3,3.0x,412901
